Text,Label,Score,text_cleaned
"@sarah_urbina why do you even beef Sara you let the anger get the best of you, you and Sagin been friends for how long?",anger,0.479,beef sara let anger best you sagin friend long
"@lydss_xx @tharealversace @fatbellybella fuckin luv incense, this is me as fuck 😂",anger,0.479,fuckin luv incense fuck
I screened my own snap what kind of narcissistic ass would smh,anger,0.479,screened snap kind narcissistic as smh
I don't even #feel #anger anymore can't explain it .. #Tulsa #Charlotte #Trayvon #SandraBland #Philando #Ferguson #BatonRouge #MichaelBrown,anger,0.479,not feel anger anymore explain tulsa charlotte trayvon sandrabland philando ferguson batonrouge michaelbrown
@Freepenalties @TMortimerFtbl Doll is a vile creature on the touchline. Every game he has tantrums &amp; shouts at the ref. Would love to see,anger,0.479,doll vile creature touchline game tantrum amp shout ref love
@jwolfie_ why you gotta use the dark skin emoji ,anger,0.479,gotta use dark skin emoji
jamming out to fury in math class wanting to die hbu,anger,0.479,jamming fury math class wanting die hbu
"So I wished my sis 12 midnight but received no reply from her. My 2nd sis JUST wished her, got a reply. You know who's the fav #offended",anger,0.479,wished si midnight received reply her nd si just wished her got reply know fav offended
@evanareteos :)) im now writing abt the changing face of sex industry in tr :))) now men will talk to me then! #revenge,anger,0.479,im writing abt changing face sex industry tr men talk then revenge
can't believe Achilles killed me! ,anger,0.479,believe achilles killed me
"@a_mxe7 hah don't speak to me or my cousin like that, mind a had the displeasure of seeing u bare faced on eh train, no a pretty sight mate",anger,0.479,hah not speak cousin like that mind displeasure seeing u bare faced eh train pretty sight mate
Indignation: [whispers to date during that terrific Lerman/Letts centerpiece scene] That's his overwhelming sense of indignation.,anger,0.479,indignation whisper date terrific lermanletts centerpiece scene overwhelming sense indignation
"@CBSBigBrother never bring back Meech and Bridgette. Crying because someone looks at you? Ugh, and Bridgette. ",anger,0.479,bring meech bridgette cry look you ugh bridgette
@trendykittykat Some people would rather hang on to their indignant anger. *weary sigh*,anger,0.479,people hang indignant anger weary sigh
@VerizonSupport thanks for saying My wife and I were getting our iphones today and then losing both of them with no ETA #thanks ,anger,0.479,thanks saying wife getting iphones today losing eta thanks
Thatmoment you're watching #worstcelebritycooks and your bubble is burst by finding out KyleXY is gay and married😭 #nochance #KindaDontMind😉,anger,0.479,thatmoment watching worstcelebritycooks bubble burst finding kylexy gay married nochance kindadontmind
Women don't like girls because we resent them for looking so great/we wish we still looked like that  #washed,anger,0.479,woman not like girl resent looking greatwe wish looked like washed
Hey folks sorry if anything offensive got posted on here yesterday my account got hacked. All fixed now though. I hope :-/ #angry #annoyed,anger,0.479,hey folk sorry offensive got posted yesterday account got hacked fixed though hope angry annoyed
"@IndigoHawthorne Then u understand that rage is often not pretty, or controlled or rational - it is often visceral-not always logical.",anger,0.479,u understand rage not pretty controlled rational visceralnot logical
"My leg feels like it's gonna burst, yet I'm still expected to go into work:):)",anger,0.333,leg feel like gonna burst expected work
"The best revenge is to move on, get over it, and continue to succeed. Never give someone the satisfaction of watching you suffer.",anger,0.479,best revenge on it continue succeed satisfaction watching suffer
Get to work and there's a fire drill. #fire  #outthere #inthedark,anger,0.479,work drill outthere inthedark
@LaraTheIrish &lt; feel everything. She would remember everything. Evanora hoped this would serve to fuel the creatures anger and run rabid &gt;,anger,0.479,lt feel everything remember everything evanora hoped serve fuel creature anger run rabid gt
@Kim_is__bored exactly what I have been saying on fb.. #bitter,anger,0.479,exactly saying fb bitter
Get to work and there's a fire drill. #fire #burning #outthere #inthedark,anger,0.479,work drill burning outthere inthedark
@simon_penn_r @AntisocialJW2 has turned into a rather fiery GG radical),anger,0.479,turned fiery gg radical
"significantly, with a #bitter smile, 'let me",anger,0.479,significantly bitter smile let
@MetPoliceFC is it true none of your players are cops? Do they drink chilled bitter? Are your players Walter Mitty types? @KeviboyAllen,anger,0.479,true player cop drink chilled bitter player walter mitty type
Brendan Rodgers looks fuming 😭,anger,0.479,brendan rodgers look fuming
"@ChronAVT ummm, the blog says 'with Simon Stehr faking 7th'...I'll expect an investigation forthwith. This is an ",anger,0.479,umm blog say with simon stehr faking thi expect investigation forthwith
My baskets are better when I'm in a bad mood someone irritate me before practice please,anger,0.479,basket better bad mood irritate practice
Be chill af if you want to offend someone.,anger,0.479,chill af want offend someone
@DRUDGE_REPORT @FoxNews good thing the FBI didn't offend them!,anger,0.479,good thing fbi did not offend them
you know cyran still hasn't done makeup based on jeongguk's tiddy like i suggested and i'm #offended,anger,0.479,know cyran not makeup based jeongguk tiddy like suggested offended
@danrafaelespn no Tyson fury beat the man who been at top for years Danny Garcia should be above Bradley pacquaio frampton,anger,0.479,tyson fury beat man year danny garcia bradley pacquaio frampton
"So I wished my sis 12 midnight but received no reply from her. My 2nd sis JUST wished her, got a reply. You know who's the fav ",anger,0.479,wished si midnight received reply her nd si just wished her got reply know fav
"@m_t_f_72 I'm not surprised, I would be fuming! 😤",anger,0.479,not surprised fuming
oh these old things on my face? nah they're not tears from school related anger and frustration nope never,anger,0.479,oh old thing face nah not tear school related anger frustration nope
British humour should offend and challenge mainstream views. Hat off to Clarkeson. The ultra left should go and kneel before Allah!!,anger,0.479,british humour offend challenge mainstream view hat clarkeson ultra left kneel allah
I need all your attention! If I don't I'll pout..,anger,0.479,need attention not pout
@AudreyKare i'm like half expecting some rabid troll to come into my mentions accusing me of being a csa apologist or something lmao,anger,0.479,like half expecting rabid troll come mention accusing csa apologist lmao
"Because it was a perfect illusion, but at least now I know what it was.  #ladygaga #iscalming#mysoul",anger,0.479,perfect illusion know wa ladygaga iscalming mysoul
Puzzle investing opening portland feodal population is correlative straight a snorting infuriate: XLzjYhG,anger,0.458,puzzle investing opening portland feodal population correlative straight snorting infuriate xlzjyhg
"@len_snart gives a frustrated growl, before stepping closer and putting his gun through the barrier. No alarms and nothing happened. He-",anger,0.458,give frustrated growl stepping closer putting gun barrier alarm happened he
@AaronGoodwin seriously dude buy some bubble tape for your phones. #snap broke another phone,anger,0.458,seriously dude buy bubble tape phone snap broke phone
When you forget to mention you were bought dreamboys tickets 🙄😂 #raging,anger,0.458,forget mention bought dreamboys ticket raging
Now that @Jasmine_Wrn has snapchat back it's a constant battle to see who can get the ugliest snap of one another 😂🙃 #snap survival,anger,0.458,snapchat constant battle ugliest snap snap survival
Nick said he's territorial and he'll growl if someone gets too close to me #hesananimal,anger,0.458,nick said territorial growl get close hesananimal
"I don't mean to offend anyone, but 93.7 literally blames everything on white people. In some cases it's true, but a lot of times, it's not",anger,0.458,not mean offend anyone literally blame white people case true lot time not
He totally knew about it'. Trump finally gets revenge for his son-in-law's prosecution/imprisonment and throws Christie under the bus.,anger,0.458,totally knew it trump finally get revenge soninlaw prosecutionimprisonment throw christie bus
Inner conflict happens when we are at odds with ourselves. Honor your values and priorities. #anger #innerconflict #conflict #values,anger,0.458,inner conflict happens odds ourselves honor value priority anger innerconflict conflict value
Are belittling kitty straight a service? provoke lift aboard!: Wycelv,anger,0.458,belittling kitty straight service provoke lift aboard wycelv
@EAMaddenNFL @EASPORTS I played a game where John Elway was sacked 3x and fumbled all 3x. Is this the same John elway I know of??? #madden,anger,0.458,played game john elway sacked x fumbled x john elway know of madden
And she got all angry telling me 'but what would be doing a 40 year old guy looking for a girl like you' and I felt ,anger,0.458,got angry telling but doing year old guy looking girl like you felt
@BearGrylls for your next series will u do a celebrity firefighting show and just chuck them all in a burning building and do the voiceover?,anger,0.458,series u celebrity firefighting just chuck burning building voiceover
Like I can't do 12 hours worth of standing or calorie burning in 3 hours 😭😭😭😭 #1stworldprobs4vs,anger,0.458,like hour worth standing calorie burning hour stworldprobsvs
Before revenge you feel good after revenge you feel worse 💯 @HillaryClinton,anger,0.458,revenge feel good revenge feel worse
I wonder what would happen if I were to tell some people the truth #savage #uhoh ,anger,0.458,wonder happen tell people truth savage uhoh
Take public opinion on revenge with Pakistan if govt is unable to decide. @aajtak @TimesNow @narendramodi,anger,0.458,public opinion revenge pakistan govt unable decide
@cxmbeferre so you WOULDNT date me????? ,anger,0.458,wouldnt date me
the teams that face Barca and Bayern after a defeat are the ones who face the wrath,anger,0.458,team face barca bayern defeat one face wrath
I just don't understand why everyone is so #angry we all just want to live and thrive don't we?,anger,0.458,just not understand angry just want live thrive not we
"@kitanoye Hell is hot and boiling, isi ewu",anger,0.458,hell hot boiling isi ewu
#welfarereform should not be a 'model' for #snap.,anger,0.458,welfarereform not amodel snap
@HillaryClinton Yeah U gotta make them HEEL. I know U need their votes so U have to wait. But when U LOSE-they're really in for your wrath !,anger,0.458,yeah u gotta make heel know u need vote u wait u losethey really wrath
Well @AprilDRyan Trump's rabid base needs 2 hear this &amp; U can always find an overseer like King to say it.\n@JoyAnnReid @SMShow @frangeladuo,anger,0.458,trump rabid base need hear amp u overseer like king say itn
Skipping meals is the national way of showing #disappointment and #anger. #wiz,anger,0.458,skipping meal national way showing disappointment anger wiz
streets of rage 2 was hard to find for a while and then Itunes stepped in and the guys doing the vinyl \nmade it so simple,anger,0.458,street rage hard itunes stepped guy doing vinyl nmade simple
@paulbushnell25 @EE bad news if ordered online it hasn't gone through same happened to me had to re order on the phone ,anger,0.458,bad news ordered online not gone happened order phone
"@UltimateBoxer My heart because you left me for so long again\n\n*slight pout but it turned to a smile*\n\nheheh just kidding, no I'm fine-",anger,0.458,heart left long againnslight pout turned smilennheheh just kidding fine
why are people so angry toward veggie burgers at in n out wtf,anger,0.458,people angry veggie burger n wtf
"I mean I'm not done watching the pilot, but it's nice to see a group of actors perform without story lines dripping relentless nihilism.",anger,0.458,mean not watching pilot nice group actor perform story line dripping relentless nihilism
Checked-in for my flight to Toronto. Took seat 3D just to infuriate @perpetualgeek.,anger,0.458,checkedin flight toronto took seat d just infuriate
Egyptian officials expressed frustration and outrage over the Obama/Hillary administration’s support of the Muslim Brotherhood,anger,0.579,egyptian official expressed frustration outrage obamahillary administration support muslim brotherhood
@PrincessCasGirl @DaddyEllis__ tiff you better hurry cause 👀,anger,0.458,tiff better hurry cause
"@fleetstreetfox It's buzzing pathetically for sympathy if you let it out it will twirl it's moustache, chuckle and sting you #Psychowasp",anger,0.458,buzzing pathetically sympathy let twirl moustache chuckle sting psychowasp
matt and i just did a psychological study on provocation in abusive relationships.,anger,0.458,matt just did psychological study provocation abusive relationship
@HuffPostUK  NO greater wrath than a woman scorned.,anger,0.458,greater wrath woman scorned
@kencurtin they might get Donal óg sure! They won't have him in cork as he's to fiery for dopey frank &amp; his cult,anger,0.458,donal g sure not cork fiery dopey frank amp cult
"@LouisFil just curious as to what you mean. No rush, no animosity, no disdain.",anger,0.458,just curious mean rush animosity disdain
@thatomahapa the best revenge is to get yourself a good woman and move on. Leave her and her hairline to figure themselves out alone,anger,0.438,best revenge good woman on leave hairline figure
"@tamriiel I was talking about further in the expansion, with more gear - fury always does well towards the end",anger,0.441,talking expansion gear fury doe end
Who knew softballs could sting so bad? Jimmy Fallon has been under a lot of heat for his &amp;ldquo;softball&amp;rdquo; Donald Trump interview,anger,0.414,knew softball sting bad jimmy fallon lot heat ampldquoftballamprdquo donald trump interview
@OstinOng YUUUHH 🙄😭 plus clin ep and prevmed ugghhh hahaha ,anger,0.438,yuuhh plus clin ep prevmed ugghh hahaha
@StrongestBeing ←would furrow and her face would redden as she protests; it would seem that being seen as unattractive in Wukong's eyes was→,anger,0.481,furrow face redden protest seen unattractive wukong eye
Finding out my two best Fwendz are going to rage with me at @lifeisbeautiful makes this last week of no sleep extra worth it,anger,0.438,finding best fwendz going rage make week sleep extra worth
Paul forever. Paul should have won! Paul played such a better game! #BB18 #angry,anger,0.466,paul forever paul won paul played better game bb angry
@marthalyssa yep. LOL ,anger,0.438,yep lol
@AuntieSupreme @KimberlyCarole y'all found me to express yalls displeasure. 😉,anger,0.438,yall express yalls displeasure
@1VoiceMatters @MichaelTPremo just got wind of #MenForChoice and it doesn't infuriate me. Just makes me sad for the generation.,anger,0.438,just got wind menforchoice doe not infuriate me just make sad generation
Since the 'update' my @iPhone loses power nearly 40% faster. ,anger,0.438,update loses power nearly faster
The sun literally burning my skin,anger,0.438,sun literally burning skin
That feel when you travel 700 miles to pick up a form that arrives in the post two days after you leave. ,anger,0.438,feel travel mile pick form arrives post day leave
@DL_Hart @DonnieDollars @AaronBiggsPro @WWENoWayJose @cwfmidatlantic How did that chop feel? You still feel the sting of it? Looks brutal!,anger,0.462,did chop feel feel sting it look brutal
Chris ate all my mac n cheese so imma eat all his taffy ,anger,0.438,chris ate mac n cheese imma eat taffy
"@thomeagle Just to help maintain and boost our status as a world class centre for education, culture and tolerance. #outrage",anger,0.438,just help maintain boost status world class centre education culture tolerance outrage
Chris ate all my mac n cheese so imma eat all his taffy #revenge,anger,0.438,chris ate mac n cheese imma eat taffy revenge
It's weird because I was discussing sex resentment and confusion in the thing I was writing last night.,anger,0.438,weird discussing sex resentment confusion thing writing night
"As if he heard my thought on the ether, my #ex has just posted #facebook pic of himself snuggling up with said #cats... now Im just ",anger,0.438,heard thought ether ex just posted facebook pic snuggling said cat im just
Paul forever. Paul should have won! Paul played such a better game! #BB18 ,anger,0.438,paul forever paul won paul played better game bb
@BigBrother__USA she is just jealous and a cry baby!  #gladsheisgone #crybaby,anger,0.438,just jealous baby gladsheisgone crybaby
"@clarechampion @Westclarepage and peter your radio piece on off the ball was pure class , no digs , no revenge , a total balanced pro ! 👏👏👏",anger,0.438,peter radio piece ball pure class dig revenge total balanced pro
@coltonflurry @StrangeFacesLA I cancelled by CBS all access live feeds before JC even said Vic won AFP. Paul.should have won IMO ,anger,0.438,cancelled cbs access live feed jc said vic won afp paulshould won imo
"The best #revenge is to move on, get over it, and continue to #succeed. Never give someone the #satisfaction of watching you #suffer....!!!",anger,0.438,best revenge on it continue succeed satisfaction watching suffer
"@iStoleFreeHugs @stephlaris lol I'm happy with my negative, realistic ass self. Sorry to offend you",anger,0.438,lol happy negative realistic as self sorry offend
75' Tierney reaches a deep cross to the back post and plays it back across but the Alloa defence clear. Celtic relentless here.,anger,0.438,tierney reach deep cross post play alloa defence clear celtic relentless here
Can't believe I've only got 2 days off left 🙄 #backtoreality ,anger,0.438,ca not believe got day left backtoreality
@vladfucker69 i look rabid,anger,0.472,look rabid
"@thedrepabon BLM was outraged by the shooting in NC the other day, turns out the guy pointed gun at police. Wait for facts before outrage",anger,0.438,blm outraged shooting nc day turn guy pointed gun police wait fact outrage
I get embarrassed at the slightest things and then I'll fret about it all day I hate it,anger,0.438,embarrassed slightest thing fret day hate
@Sophiejulia @CalebAtChipotle @calebpressleyxo relentless pipe thirst #sheltered,anger,0.438,relentless pipe thirst sheltered
I don't get what point is made when reporting on Charlotte looting @CNNAshleigh. Why not explore what looting businesses symbolizes ,anger,0.438,not point reporting charlotte looting not explore looting business symbolizes
#Taurus will react angrily when she can't take being provoked any longer.,anger,0.438,taurus react angrily provoked longer
@bismahmalik .....Seems like a fight ready to rage on.....,anger,0.438,seems like fight ready rage on
@WestonKoury so leafy can roast the Pokemon go kid but not you what an outrage that just means that he is more relevant than y-I mean kisses,anger,0.491,leafy roast pokemon kid not outrage just mean relevant yi mean kiss
"I think Paul is what's bitter, not the pastry",anger,0.4920000000000001,think paul bitter not pastry
@PatriotsInform I don't see why you think we'll have a dumbed down simplified offense with Brissett. He comes from a very complicated system,anger,0.438,not think dumbed simplified offense brissett come complicated
"After becoming boiling hot, after slowly melting, my heart is frozen.",anger,0.438,boiling hot slowly melting heart frozen
@xandraaa5 @amayaallyn6 shut up hashtags are cool ,anger,0.438,shut hashtags cool
@hoytschile fury road!!,anger,0.438,fury road
Realizing that holding a grudge for long is immaturity is wisdom,anger,0.438,realizing holding grudge long immaturity wisdom
"@BonesARP 'That is a disappointment.'\n\nHe fakes a pout, then starts to chuckle.",anger,0.438,that disappointmentnnhe fake pout start chuckle
Some moving clips on youtube tonight of the vigil held at Tulsa Metropolitan Baptist church for #TerenceCruther #justice  #sadness,anger,0.438,moving clip youtube tonight vigil held tulsa metropolitan baptist church terencecruther justice sadness
@RegalisAzura \ngrasp the cobalt woman's own; which they did fairly easily. Fair cheeks would ignite into a fiery hue. Warm.. was the only,anger,0.438,ngrasp cobalt woman own did fairly easily fair cheek ignite fiery hue warm
@billburr DirectTV is the best. Apparently you just sit in silent anger. 'Don't press or say anything',anger,0.417,directtv best apparently just sit silent anger do not press say anything
I believe women are more fiery because once a month they go through struggle and struggle is what develops a strong character.,anger,0.417,believe woman fiery month struggle struggle develops strong character
@kingcharles9th i Lowkey forgot you had twitter and if you don't follow me back im gonna be ,anger,0.417,lowkey forgot twitter not follow im gonna
"im also definitely still bitter about the yellow ranger not being asian, but asian representation in hollywood is essentially a shrug anyway",anger,0.417,im definitely bitter yellow ranger not asian asian representation hollywood essentially shrug
Did we miss the fact that #BurkeRamsey swung &amp;hit his sister #JonBenet in the face with a golf club previously out of a fit of ?,anger,0.417,did miss fact burkeramsey swung amphit sister jonbenet face golf club previously fit
@talkRobyn oh dear I have to watch this the woman with the pout did well,anger,0.442,oh dear watch woman pout did
LIFE TIP 101. I know unresolved #anger is likely to cause problems in several areas of my life. I must recognize it &amp; properly deal with it.,anger,0.417,life tip know unresolved anger likely cause problem area life recognize amp properly deal it
"@Sargon_of_Akkad It'll be like burning rap albums; they'll have to buy it first, but gosh darn it, they have to get rid of it.",anger,0.417,like burning rap album buy first gosh darn it rid it
@Docjp they unleashing God's wrath just as Cain did,anger,0.417,unleashing god wrath just cain did
@SlaveGuinevere its more of a little prick than a sting .......... but you have to come to Tennessee to get it1,anger,0.417,little prick sting come tennessee it
@DeltaDomain @SawDraze @qurions dis dat nigga from fume right?,anger,0.417,dis dat nigga fume right
Projection is perception. See it in someone else? You also at some level have that within you. #anger #worry,anger,0.417,projection perception else level you anger worry
"@SageHillfarms @HintonAlisa @hb_heather Hey, Jayme! Were your👂👂 burning cuz I was talking about you?😁 Are you going tomorrow?",anger,0.417,hey jayme burning cuz talking you going tomorrow
"@savageimiike one of my favorite songs brother, real talk. #rage",anger,0.417,favorite song brother real talk rage
Controlling #anger is a sign of those #righteous people promised #Paradise in the #Quran in Surah Al Imran verses 133-134 #reward #goodDeed,anger,0.417,controlling anger sign righteous people promised paradise quran surah al imran verse reward gooddeed
@alyssasimpson21 I gave up KENDRICK LAMAR to eat barbecue with him. ,anger,0.417,gave kendrick lamar eat barbecue him
the 1975 are playing antichrist why won't @sundarakarma play hustle it's an outrage,anger,0.417,playing antichrist not play hustle outrage
@TDsNation I blame how broken madden is this year,anger,0.417,blame broken madden year
"@MMASOCCERFAN @outmagazine No offense but the only way this makes sense is if you work for the magazine. Otherwise,who are you apologizing 4",anger,0.417,offense way make sense work magazine otherwisewho apologizing
Nahhhhhh @konanplaydirty snap story has got me bussing up 😂😂😂😂😂😂😂😂😂😂😂😂😂😂,anger,0.417,nahh snap story got bussing
"@ticcikasie1 With a frown, she let's out a distraught 'Gardevoir' saying that she wishes she had a trainer",anger,0.417,frown let distraught gardevoir saying wish trainer
@skinkev let's rage,anger,0.417,let rage
If i could just get my line to block! #germantownbroncos #lilleague #popwarner #Broncos #usafootball  #lineman,anger,0.417,just line block germantownbroncos lilleague popwarner bronco usafootball lineman
"@BIGGKATZ BUT arms (focused rage) is overpowered, it will be getting nerfed. It'll still be stronger than fury though",anger,0.468,arm focused rage overpowered getting nerfed stronger fury
"@KevinI @GGGBoxing @SpecialKBrook pretty average, klitschko fury did about 600k and Joshua white did about 450k",anger,0.417,pretty average klitschko fury did k joshua white did k
"@WBIRSports They're still using his offense, up the middle 3X &amp; punt.",anger,0.417,using offense middle x amp punt
@jessebwatters lol. Love it when you aggravate Juan. Keep up the good work. Lol,anger,0.242,lol love aggravate juan good work lol
@judahandthelion TONIGHT. Legit can't wait to rage 🤘🏻🤘🏻🤘🏻🤘🏻🤘🏻🔥,anger,0.417,tonight legit wait rage
"Seeing #RIPShawtyLo got me thinking bout other rappers then I thought about @LilTunechi dying, and burst into tears... Smh",anger,0.417,seeing ripshawtylo got thinking bout rapper thought dying burst tear smh
"@donna_bellav @SoniaRayS @gig_aholic He looks especially lovely. Sadly, I do not *removes potentially indignant Mr D from convo*",anger,0.417,look especially lovely sadly not remove potentially indignant mr d convo
my momma irritate me asking all these questions like gone 😤,anger,0.417,momma irritate asking question like gone
The bubble has officially burst. 98 boys to beat for the trophy and all the glory #wptmain #bye,anger,0.29,bubble officially burst boy beat trophy glory wptmain bye
"@Daniel_Sankey @hayleyp79 Haha.... Actually, after the Doggies I'm barracking for Anyone But GWS! ",anger,0.417,haha actually doggy barracking gws
"@feistyarcher -trouble,' he feigned anger and gave her a look that told her to behave. He knew she wouldn't though, and that was one of -",anger,0.417,trouble feigned anger gave look told behave knew not though
@JBCrewdotcom how his own fans insult him,anger,0.417,fan insult
I offend u,anger,0.417,offend u
np rum rage,anger,0.417,np rum rage
Some bloke on the train who's obviously trying to provoke West Ham fans by loudly slagging off the stadium to his mate on the phone,anger,0.434,bloke train obviously trying provoke west ham fan loudly slagging stadium mate phone
#welfarereform should not be a 'model' for .,anger,0.417,welfarereform not amodel
@TheDTSB @trubble1127 @nflnetwork I agree but our offense was ass after the second half td score on the first drive,anger,0.417,agree offense as second half td score drive
"@RealPaulWalker R.I.P Paul, furious 8 can't wait",anger,0.254,rip paul furious wait
"Trumpism likewise rests on a bed of racial resentment that was made knowingly and intentionally, long before Trump got into politics.",anger,0.417,trumpism likewise rest bed racial resentment knowingly intentionally long trump got politics
"If you let a general tweet offend you, you definitely shouldn't be on twitter.",anger,0.417,let general tweet offend you definitely not twitter
"As your own lives in order to complete our amazing life journey successfully, it is there. #bitter",anger,0.417,life order complete amazing life journey successfully there bitter
@marthalyssa yep. LOL #bitter,anger,0.417,yep lol bitter
straight people are canoodling on the quad and I'm ,anger,0.417,straight people canoodling quad
remember when that guy got #angry that i kept saying gary sanchez was the best baseball player in the world... lmao,anger,0.417,remember guy got angry kept saying gary sanchez best baseball player world lmao
"What's a Kali's kitten? [She asked, a frown curling on her fair skinned forehead as he showed her the scar] A cat did - (@ScarredTiger)",anger,0.417,kali kitten she asked frown curling fair skinned forehead showed scar cat did
@everycolorbot more like every color looks the same #triggered #colorblind ,anger,0.396,like color look triggered colorblind
My husband found out there are other rabid hockey fans like me as we waited in line 4 of the 6 window stickers were for SJ NHL/AHL hockey.,anger,0.396,husband rabid hockey fan like waited line window sticker sj nhlahl hockey
"@ParrishWalton @kjmgolf Also, our best assets on offense are our RB's and our WR's (longterm). Have to have an offense to utilize both.",anger,0.396,also best asset offense rb wr longterm offense utilize both
@UnknownAndYoung — a low growl escaping him. Oh oh.,anger,0.396,low growl escaping him oh oh
@RiotzXVl papercuts sting and stub ur toe last for like 10 secs,anger,0.396,papercuts sting stub ur toe like sec
I've been wanting salty fries from McDonald's since yesterday and I'm burning my fingers eating them bc these shits 🔥🔥🔥,anger,0.396,wanting salty fry mcdonald yesterday burning finger eating bc shit
Love how Megan is raging about this Kendall Jenner photo and I'm sat here like 🤔🙃,anger,0.396,love megan raging kendall jenner photo sat like
@josephperson Cam is still rattled from the backlash he received when he made the black QB comment and suffered the wrath of White America.,anger,0.396,cam rattled backlash received black qb comment suffered wrath white america
Because you offended by the lies of Alexandria Goddard doesn't mean that I'm Deric's friend or anything else. Purely a fishin expedition.,anger,0.4270000000000001,offended lie alexandria goddard doe not mean deric friend else purely fishin expedition
"Y'all really insult coz of soccer???  Lmao, wow!!!!!!",anger,0.396,yall really insult coz soccer lmao wow
What terrible thing to see and have no vision-\n\nHelen Keller-\n\n-Begin with the end in mind-\n\nStephen Covey-\n\n #whereareugoing ,anger,0.396,terrible thing visionnhelen kellernnbegin end mindnnstephen coveynn whereareugoing
@StarFlowerz17 @DreamerAbe #bitter. Nicole and Cory is why she was evicted.,anger,0.396,bitter nicole cory evicted
@rumanaa_r @DaiIyRoasts what did I do to offend you? 🙄😭😂,anger,0.396,did offend you
What terrible thing to see and have no vision-\n\nHelen Keller-\n\n-Begin with the end in mind-\n\nStephen Covey-\n\n#whereareugoing #relentless,anger,0.396,terrible thing visionnhelen kellernnbegin end mindnnstephen coveynn whereareugoing relentless
"The bitter the battle, the sweeter the victory...",anger,0.396,bitter battle sweeter victory
i resent biting my tongue.,anger,0.396,resent biting tongue
You can't fight the elephants until you have wrestled the pigs. #quoteoftheday ,anger,0.396,fight elephant wrestled pig quoteoftheday
People often grudge others what they cannot enjoy themselves.,anger,0.396,people grudge enjoy themselves
@SarahMi40605180 @kaileighhxo sorry to burst the bubble but there was never any illusion 🙈😂😂,anger,0.396,sorry burst bubble illusion
"@jaybusbee Well, not Archie. No offense but he's kinda old.",anger,0.396,well not archie offense kinda old
Scored madden 13 on vita for $20AU today.  Bloke didn't know what he had. I'd have happily paid $70 🤑 my only ever bargain! #bargain #vit,anger,0.396,scored madden vita au today bloke did not know had happily paid bargain bargain vit
Now they fret about scuffs. I’ll take scuffs (which…come in) for a phone I can use wet handed or drop in a toilet any day.,anger,0.396,fret scuff scuff whichcome in phone use wet handed drop toilet day
"If ydu yell 'fire' in a crowded theater you will burst into flames. It's a cool trick, bu: only once.",anger,0.396,ydu yell fire crowded theater burst flame cool trick bu once
Congress acting indignant over the  #EpiPen pricing is quite disingenuous since they craft the laws that allow such gouging!!,anger,0.396,congress acting indignant epipen pricing quite disingenuous craft law allow gouging
"@ToddDoug @Ziggomattic Yeah, this actually supports why I tweeted in this thread initially. Because of the article's righteous indignation.",anger,0.396,yeah actually support tweeted thread initially article righteous indignation
@WWE is the live event Brock vs Orton 2 this Saturday on the WWE Network? If not it needs to be! :) #wwe @RandyOrton @HeymanHustle #revenge,anger,0.396,live event brock v orton saturday wwe network not need be wwe revenge
@edquinn63 how can you even forget to pick ur fave child up from school ,anger,0.396,forget pick ur fave child school
"Grateful for all the hungry people in my life! Hungry to learn, change, grow, help, etc - not sure anybody has it better! ",anger,0.396,grateful hungry people life hungry learn change grow help not sure anybody better
@St8edge4life88 eh well i can do the sting vs cactus loser leaves wcw match at bash at the beach lol,anger,0.396,eh sting v cactus loser leaf wcw match bash beach lol
@warFarePower dip it in boiling water,anger,0.396,dip boiling water
I have a rage rage ep 2 coming out soon I'll keep you posted on it #YouTube #youtubegaming ,anger,0.422,rage rage ep coming soon posted youtube youtubegaming
"When anger rises, think of the consequences. #quote #wisdom #anger",anger,0.433,anger rise think consequence quote wisdom anger
New madden kicking 🚮,anger,0.396,new madden kicking
I was going to say that Rooney is a shadow of his former self but I don't want to offend any shadows. #NTFCvMUFC,anger,0.396,going say rooney shadow self not want offend shadow ntfcvmufc
When you burst out crying alone and u realize that no one truly knows how unhappy you really are because you don't want anyone to know,anger,0.396,burst cry u realize truly know unhappy really not want know
schneiderlin taking his revenge for the 2 fouls,anger,0.396,schneiderlin taking revenge foul
@JustinRow10 dude the new madden 17? Haha,anger,0.231,dude new madden haha
you are an angry glass of vodka,anger,0.375,angry glass vodka
one month til someone's bday and i think it's time to flaunt that I got them something pretty awesome #revenge,anger,0.435,month til bday think time flaunt got pretty awesome revenge
"be strong, independant and practical. stop living in your world of fantasy. snap out of it. the faster u get used to the reality, the better",anger,0.255,strong independant practical stop living world fantasy snap it faster u used reality better
Time wounds all heels.\n\n #DrunkJesus #rt #lol #wisdom #quote #comedy #self #Revenge  #hate #time #funny #politics #Trump #POTUS2016,anger,0.375,time wound heelsnn drunkjesus rt lol wisdom quote comedy self revenge hate time funny politics trump potus
@TehShockwave turn that grumpy frown upside-down\n\nYou did something next to impossible today,anger,0.375,turn grumpy frown upsidedownnyou did impossible today
you know cyran still hasn't done makeup based on jeongguk's tiddy like i suggested and i'm ,anger,0.375,know cyran not makeup based jeongguk tiddy like suggested
The most important thing to #bestrong is to hold your #anger #thoughts,anger,0.375,important thing bestrong hold anger thought
Gotta wonder why Caller Max listens to the show in the first place if you so incense him @MSignorile,anger,0.375,gotta wonder caller max listens place incense
