Text,Label,text_cleaned,text_cleaned_t2e_vader
my whole day was spent in my p-jays  its now 6 o'clock and only now do i have to get dressed ,1,day spent pjays oclock dressed,my whole day wa spent in my p-jays it now o clock and only now do i have to get dressed
I wish I didn't feel like I bothered you all of the time.. ,1,wish did not feel like bothered time,I wish I did not feel like I bothered you all of the time..
That dismissal has me looking for a strong drink :(,1,dismissal looking strong drink,That dismissal ha me looking for a strong drink
talked about suicidal ideation with a friend last night.she confessed to having a plan of jumping off a bridge.I had no idea.,1,talked suicidal ideation friend nightshe confessed having plan jumping bridgei idea,talked about suicidal ideation with a friend last night.she confessed to having a plan of jumping off a bridge.I had no idea.
????When your days are grey and he gets the best of you.....even when you don't want to. ????,1,when day grey get best youeven not want to,??When your day are grey and he get the best of you..even when you do not want to. ??
it sucks that my phone got formatted earlier and all contacts and apps are gone 😥,1,suck phone got formatted earlier contact apps gone,it suck that my phone got formatted earlier and all contact and apps are gone 😥
I don't want this year to be over ,1,not want year,I do not want this year to be over
"First breakdown at work ),: more to come ill bet money on it ",1,breakdown work come ill bet money,"First breakdown at work , more to come ill bet money on it"
I want to leave Depression in 2015! I'm bored of it now. I'm dragging my black dog out for another run,1,want leave depression bored now dragging black dog run,I want to leave Depression in ! I am bored of it now. I am dragging my black dog out for another run
When i have nobody to talk to. Nobody to rely on. Trap in my own space. Living becomes so meaningless.  ?,1,talk to rely on trap space living meaningless,When i have nobody to talk to. Nobody to rely on. Trap in my own space. Living becomes so meaningless. ?
"The worst kind of grief, screaming crying, is when it's for no reason other than voices in your head and chemicals in your brain ",1,worst kind grief screaming cry reason voice head chemical brain,"The worst kind of grief, screaming crying, is when it is for no reason other than voice in your head and chemical in your brain"
"I dreamt the other day when I would see her again and be with her. At least see her again. I finally got to in 2007. It took us two weeks to decide we loved each other still... looking at the old emails. Or less than two weeks, I don't know. ",1,dreamt day her again finally got took week decide loved still looking old email week not know,"I dreamt the other day when I would see her again and be with her. At least see her again. I finally got to in . It took u two week to decide we loved each other still.. looking at the old emails. Or le than two weeks, I do not know."
Youve lost weight howd you do it?  Depression fueled apathy toward food and life in general.  I havent tried that yet! ???’ ,1,youve lost weight howd it depression fueled apathy food life general havent tried yet,Youve lost weight howd you do it? Depression fueled apathy toward food and life in general. I havent tried that yet! ??
how do people cry happy tears? i guess i’ve never really been truly happy?,1,people happy tear guess really truly happy,how do people cry happy tears? i guess i have never really been truly happy?
"1st shopping experience with @paytm, what a disappointment! Product still not shipped &amp; they might cancel the order now. #unhappy @Paytmcare",1,st shopping experience disappointment product not shipped amp cancel order now unhappy,"st shopping experience with , what a disappointment! Product still not shipped amp they might cancel the order now. unhappy"
I'm the most  person whn i am at home i guess..cuz thn u huv enough time to think abt all the nonsense!!,1,person whn home guesscuz thn u huv time think abt nonsense,I am the most person whn i am at home i guess..cuz thn u huv enough time to think abt all the nonsense!!
Nobody has ever felt as bad I feel today  ,1,felt bad feel today,Nobody ha ever felt a bad I feel today
"@chuckwoolery I Feel sick reading this, when does it end? #dread #civil war? #sad",1,feel sick reading this doe end dread civil war sad,"I Feel sick reading this, when doe it end? dread civil war? sad"
"The fourth day you didn't refill your medication because the price was too exorbitant, even with a coupon.   returns",1,fourth day did not refill medication price exorbitant coupon return,"The fourth day you did not refill your medication because the price wa too exorbitant, even with a coupon. return"
"Wish I was one of those girls that has a dad that would do anything for them, not a jerk of a sperm donor ",1,wish girl dad them not jerk sperm donor,"Wish I wa one of those girl that ha a dad that would do anything for them, not a jerk of a sperm donor"
Everyday I can't wait to sleep ,1,everyday wait sleep,Everyday I cannot wait to sleep
when you try your best but you don't suceed!!!😞😭😭😰😰😢😢#Sad #alone #tears #b #bored #boredtodeath,1,try best not suceed sad tear b bored boredtodeath,when you try your best but you do not suceed!! 😞 😭 😭 😰 😰 😢 😢 Sad alone tear b bored boredtodeath
Its hard to fix my life when I'm surrounded by negativity 24/7.... ,1,hard fix life surrounded negativity,Its hard to fix my life when I am surrounded by negativity ..
My dad *beating my mom*  Me in the other room trying to distract my siblings so they can't  hear my mom crying:  pic.twitter.com/oJDoPee3AB,1,dad beating mom room trying distract sibling hear mom cry,My dad beating my mom Me in the other room trying to distract my sibling so they cannot hear my mom cry
Sadness overcomes. Darkness beats light. Numbness is relief.  ,1,sadness overcomes darkness beat light numbness relief,Sadness overcomes. Darkness beat light. Numbness is relief.
"If I did not have to work, I would lay in bed all and talk to no one. ",1,did not work lay bed talk one,"If I did not have to work, I would lay in bed all and talk to no one."
 is a harsh illness I'm a sufferer n wen your at your lowest it's hard to get back up again if u do have depression tell someone,1,harsh illness sufferer n wen lowest hard u depression tell,is a harsh illness I am a sufferer n wen your at your lowest it is hard to get back up again if u do have depression tell someone
Just gunna sit here and chew til my gums bleed.. ,1,just gunna sit chew til gum bleed,Just gunna sit here and chew til my gum bleed..
So my blood pressure is back up,1,blood pressure,So my blood pressure is back up
Well I've made the step towards a better 2015 by admitting I need help ,1,step better admitting need help,Well I have made the step towards a better by admitting I need help
Doing absolutely fuck all tonight :(  ,1,doing absolutely fuck tonight,Doing absolutely fuck all tonight
I don't know why these whole things are happening to me. I feel so  and . I don't know what to say to my parents too. ,1,not know thing happening me feel not know say parent too,I do not know why these whole thing are happening to me. I feel so and . I do not know what to say to my parent too.
I wish I wasn't so emotionally all over the place. I feel bad 4 people who have 2 deal with me. I'm such a fuck up... ???£  ,1,wish not emotionally place feel bad people deal me fuck up,I wish I wa not so emotionally all over the place. I feel bad people who have deal with me. I am such a fuck up.. ??
better care about yourself than about others because others wont care about you #lonely #sad #depressed,1,better care wont care lonely sad depressed,better care about yourself than about others because others wont care about you lonely sad depressed
I need a job! Sick of Fredericton. Got to head west like everyone else   ,1,need job sick fredericton got head west like,I need a job! Sick of Fredericton. Got to head west like everyone else
Can't believe I'm gonna end this year feeling like ??’©.   ,1,ca not believe gonna end year feeling like,Ca not believe I am gonna end this year feeling like ?? .
"My phone is now strictly for music, memes, twitter, and YouTube bcx nobody calls or texts me???? ",1,phone strictly music meme twitter youtube bcx call text me,"My phone is now strictly for music, memes, twitter, and YouTube bcx nobody call or text me??"
"Personally, I do not have the ""energy"" to celebrate Christmas -___-  ",1,personally not energy celebrate christmas,"Personally, I do not have the energy to celebrate Christmas - -"
My boyfriend told me he is tired of my shit. I keep on hearing that sentence out of a big fight. No one realizes that i don't want this shit. I was raped by two men when i was 15. And i found out my dad isn't my real dad. My real dad wanted me aborted,1,boyfriend told tired shit hearing sentence big fight realizes not want shit raped men dad not real dad real dad wanted aborted,My boyfriend told me he is tired of my shit. I keep on hearing that sentence out of a big fight. No one realizes that i do not want this shit. I wa raped by two men when i wa . And i found out my dad is not my real dad. My real dad wanted me aborted
I couldn’t be with people and I didn’t want to be alone.,1,not people did not want alone,I could not be with people and I did not want to be alone.
Victoria secret has a sale but my wallet is dry af'????,1,victoria secret sale wallet dry af,Victoria secret ha a sale but my wallet is dry af ??
I spent hundreds of dollars on makeup online to cover my ugly face ;-;   ,1,spent hundred dollar makeup online cover ugly face,I spent hundred of dollar on makeup online to cover my ugly face -
"don't tell me to cheer up; w/no friends (i want to see), no gf, no pets, i'm prob more  than u are  ",1,not tell cheer up wno friend i want see gf pet prob u,"do not tell me to cheer up w no friend i want to see , no gf, no pets, i am prob more than u are"
I luv the fact how I feel so alone :'( life sucks ass I love them and I luv how family is supposed to be here 4 you well fuck it  ,1,luv fact feel life suck as love luv family supposed fuck,I luv the fact how I feel so alone life suck as I love them and I luv how family is supposed to be here you well fuck it
Well another day almost gone. So crawling back into my hole and hiding now.,1,day gone crawling hole hiding now,Well another day almost gone. So crawling back into my hole and hiding now.
"All I want to do is sleep. My dreams are bizarre, but still an escape from my problems. Is this #anxiety, #depression, or both? #tiredoflife",1,want sleep dream bizarre escape problem anxiety depression both tiredoflife,"All I want to do is sleep. My dream are bizarre, but still an escape from my problems. Is this anxiety, depression, or both? tiredoflife"
how do i get my dad to stop looking at me like something broken that needs fixing  ,1,dad stop looking like broken need fixing,how do i get my dad to stop looking at me like something broken that need fixing
I'm sad/depressed again & it's my fault for not changing it.,1,saddepressed fault not changing it,I am sad depressed again it is my fault for not changing it.
"Very apt as I'm currently sat in the pharmacy, waiting for my latest batch of drugs!    ",1,apt currently sat pharmacy waiting latest batch drug,"Very apt a I am currently sat in the pharmacy, waiting for my latest batch of drugs!"
It's time like this that the lord is testing me and I just want give up. Just kill me now!   ,1,time like lord testing just want up just kill now,It is time like this that the lord is testing me and I just want give up. Just kill me now!
"Would love to stop crying sometime today, on my tenth cry 🙄 deep sadness on top of food poisoning do not mix. #miserable",1,love stop cry today tenth deep sadness food poisoning not mix miserable,"Would love to stop cry sometime today, on my tenth cry 🙄 deep sadness on top of food poisoning do not mix. miserable"
You know you're  when a friend wants to come upstairs to say hi and you can't even fathom sitting up much less talking,1,know friend want come upstairs say hi fathom sitting talking,You know you are when a friend want to come upstairs to say hi and you cannot even fathom sitting up much le talking
Lord I know this is not of You. Please give me the tools needed to push thru. I refuse to give n2 the spirit of  ,1,lord know not you tool needed push thru refuse n spirit,Lord I know this is not of You. Please give me the tool needed to push thru. I refuse to give n the spirit of
I miss my mom. The dreams are too much.,1,miss mom dream much,I miss my mom. The dream are too much.
"All up in my  feels, today... fuckkkk  pic.twitter.com/gNza4Pzn0p",1,feel today fuckk,"All up in my feels, today.. fuckk"
"The darkness looming around us this NEW time of YEAR, we must strongly send away no longer live in tears. ?©  ",1,darkness looming new time year strongly send away longer live tear,"The darkness looming around u this NEW time of YEAR, we must strongly send away no longer live in tears. ?"
"I feel like a mess. God, help me fix myself.                                                                   ",1,feel like mess god help fix myself,"I feel like a mess. God, help me fix myself."
"Hate seein stories on animal cruelty, why would any1 wanna hurt poor defenceless animals 😩😭 #StopAnimalCruelty #heartbreaking #worldsgoneMad",1,hate seein story animal cruelty any wanna hurt poor defenceless animal stopanimalcruelty heartbreaking worldsgonemad,"Hate seein story on animal cruelty, why would any wanna hurt poor defenceless animal 😩 😭 StopAnimalCruelty heartbreaking worldsgoneMad"
"When I was a little boy, I never dreamed I'd end up like this.  .",1,little boy dreamed end like this,"When I wa a little boy, I never dreamed I would end up like this. ."
"What I don't know is how to fight the . Lonely at work, lonely at home. Me, my thoughts and silence. You can build a very awful depression on it, doubt it that one can build a positive and happy person from a shit like that. But one can always try, I'll. Advise welcome",1,not know fight lonely work lonely home me thought silence build awful depression it doubt build positive happy person shit like that try will advise welcome,"What I do not know is how to fight the . Lonely at work, lonely at home. Me, my thought and silence. You can build a very awful depression on it, doubt it that one can build a positive and happy person from a shit like that. But one can always try, I will. Advise welcome"
A few hours till 2017... If you told me i would still be here 4 years ago i would have never believed you. ,1,hour till told year ago believed you,A few hour till .. If you told me i would still be here year ago i would have never believed you.
I miss my friends and family. ,1,miss friend family,I miss my friend and family.
Have realized much of this  is grief over things not being the way want them to be. Social media tears at wounds so hard to heal.,1,realized grief thing not way want be social medium tear wound hard heal,Have realized much of this is grief over thing not being the way want them to be. Social medium tear at wound so hard to heal.
"10:48   Would it be considered getting dressed if I put on a bra and jeans? I could remove the robe too... brush my hair?  Mood low, so it was a temporary elevation. I wish I could have enjoyed it.   ",1,considered getting dressed bra jean remove robe too brush hair mood low temporary elevation wish enjoyed it,"Would it be considered getting dressed if I put on a bra and jeans? I could remove the robe too.. brush my hair? Mood low, so it wa a temporary elevation. I wish I could have enjoyed it."
Been feeling pretty shitty all day. I put it down to a busy week but I think it's just been an off day!!!So I have had a hot shower washed and conditioned my hair put on a boxset still feeling shitty but I'm trying!!,1,feeling pretty shitty day busy week think just dayso hot shower washed conditioned hair boxset feeling shitty trying,Been feeling pretty shitty all day. I put it down to a busy week but I think it is just been an off day!!So I have had a hot shower washed and conditioned my hair put on a boxset still feeling shitty but I am trying!!
Feeling so down on myself . . I have a lot of work ahead of myself but I need to do it ,1,feeling lot work ahead need,Feeling so down on myself . . I have a lot of work ahead of myself but I need to do it
Feeling a lil joyless & miserable now tho ???© ,1,feeling lil joyless miserable tho,Feeling a lil joyless miserable now tho ??
You ever been so  depressed you can’t even get it up?,1,depressed up,You ever been so depressed you cannot even get it up?
I don't know how much longer I can play stupid 😒😔 #heartbroken #stupid #sadness,1,not know longer play stupid heartbroken stupid sadness,I do not know how much longer I can play stupid 😒 😔 heartbroken stupid sadness
Feeling so UnLucky in life..   ??,1,feeling unlucky life,Feeling so UnLucky in life.. ??
How can someone who truly believes that there’s absolutely no reason for them being here have the strength to keep living?,1,truly belief absolutely reason strength living,How can someone who truly belief that there is absolutely no reason for them being here have the strength to keep living?
"Ppl think it's just so easy to change your whole life, but it's not. Ugh, money ",1,ppl think just easy change life not ugh money,"Ppl think it is just so easy to change your whole life, but it is not. Ugh, money"
Looked at a sparrow and thought about God's eye being on it...    shouldnt i find comfort in this?,1,looked sparrow thought god eye it shouldnt comfort this,Looked at a sparrow and thought about God is eye being on it.. shouldnt i find comfort in this?
It would be great to have a mother that listens. ,1,great mother listens,It would be great to have a mother that listens.
Just ate half a tub of ice cream half a tub of clotted cream with a shit load of Galaxy on top ,1,just ate half tub ice cream half tub clotted cream shit load galaxy,Just ate half a tub of ice cream half a tub of clotted cream with a shit load of Galaxy on top
I cant wait to disappear and get forgotten.???” ,1,wait disappear forgotten,I cant wait to disappear and get forgotten.??
Yes I have  but I refuse to give up I'm going to keep fighting,1,yes refuse going fighting,Yes I have but I refuse to give up I am going to keep fighting
if I could I would feel nothing that's the truth and I don't care. the world is cold and life's not fair.   ,1,feel truth not care world cold life not fair,if I could I would feel nothing that is the truth and I do not care. the world is cold and life is not fair.
What sucks is when you’re talking to someone and start feeling good about yourself and then they stop talking. You’re left wondering what you said wrong.,1,suck talking start feeling good stop talking left wondering said wrong,What suck is when you are talking to someone and start feeling good about yourself and then they stop talking. You are left wondering what you said wrong.
Not even in a sexual way but I’m just craving affection because I feel like crap. I just want someone to hug me for a couple of hours and tell me I’m going to be okay.,1,not sexual way just craving affection feel like crap just want hug couple hour tell going okay,Not even in a sexual way but I am just craving affection because I feel like crap. I just want someone to hug me for a couple of hour and tell me I am going to be okay.
My 10 days off work is almost over and Iâ€™ve spent probably about 70% of it in bed.  Thank you ,1,day work ive spent probably bed thank,My day off work is almost over and I ve spent probably about of it in bed. Thank you
Not everyone wants to see me happy ????,1,not want happy,Not everyone want to see me happy ??
If i stay actually just changed me ,1,stay actually just changed,If i stay actually just changed me
"- From December 26, 2012 - January 12, 2013 Was The Worst 18 Day's Of My Fucking Life ???¢   ",1,december january worst day fucking life,"- From December , - January , Was The Worst Day is Of My Fucking Life ??"
Sometimes I don't want to think because I know that my mind will definitely plunge into imagining the life that will never happen.,1,not want think know mind definitely plunge imagining life happen,Sometimes I do not want to think because I know that my mind will definitely plunge into imagining the life that will never happen.
"Dark place last year, I don't want to ever go back to that!   ",1,dark place year not want that,"Dark place last year, I do not want to ever go back to that!"
"On this day of resolutions and celebration, thinking kind thoughts for everyone fighting ",1,day resolution celebration thinking kind thought fighting,"On this day of resolution and celebration, thinking kind thought for everyone fighting"
I want peace. A life with no conflict. Do I have to die to find peace?  'suck it up or commit suicide'? Is that my only options? ,1,want peace life conflict die peace isuck commit suicide option,I want peace. A life with no conflict. Do I have to die to find peace? isuck it up or commit suicide ? Is that my only options?
"Emotional day, well time of the year for me ",1,emotional day time year,"Emotional day, well time of the year for me"
365/365? Another step closer towards death.,1,step closer death,? Another step closer towards death.
I didn’t want to wake up. I was having a much better time asleep. And that’s really sad.,1,did not want wake up having better time asleep really sad,I did not want to wake up. I wa having a much better time asleep. And that is really sad.
"I walk around the house and I see things of Debbie and I think of her. I think of the pain she went through, suffered for so long. All those procedures she went through. Between finding out she had cancer and the pain. Having chemotherapy for a long time. ",1,walk house thing debbie think her think pain went through suffered long procedure went through finding cancer pain having chemotherapy long time,"I walk around the house and I see thing of Debbie and I think of her. I think of the pain she went through, suffered for so long. All those procedure she went through. Between finding out she had cancer and the pain. Having chemotherapy for a long time."
"I'm always uncomfortable, especially now that I've picked up so much weight.  I'm the heaviest I've ever been in my life.  .",1,uncomfortable especially picked weight heaviest life,"I am always uncomfortable, especially now that I have picked up so much weight. I am the heaviest I have ever been in my life. ."
And I'm starting to break down;    pic.twitter.com/0Nk3TChkQq,1,starting break down,And I am starting to break down
one sec ur  and the other ur ,1,sec ur ur,one sec ur and the other ur
Woke up feeling  AF. Okay. Guess that's how today is gonna be.,1,woke feeling af okay guess today gonna be,Woke up feeling AF. Okay. Guess that is how today is gonna be.
I don't think anyone fully comprehends how my back pain affects me emotionally.,1,not think fully comprehends pain affect emotionally,I do not think anyone fully comprehends how my back pain affect me emotionally.
Never looking for pity. Just looking for company and consolation.   ,1,looking pity just looking company consolation,Never looking for pity. Just looking for company and consolation.
Depression reality: Trapped inside my skin and trying to tear myself out but no-one knows I'm trapped or sees my struggle.,1,depression reality trapped inside skin trying tear noone know trapped see struggle,Depression reality Trapped inside my skin and trying to tear myself out but no-one know I am trapped or see my struggle.
Fuck fuck fuck fuck    pic.twitter.com/1euSw97Anz,1,fuck fuck fuck fuck,Fuck fuck fuck fuck
"I feel like I'm well-liked as well. I mean, I seriously doubt anyone would describe me as anything but kind.  ",1,feel like welliked well mean seriously doubt kind,"I feel like I am well-liked a well. I mean, I seriously doubt anyone would describe me a anything but kind."
gelo.. abis baca ini.. sedih jg yaahh..   it's a very familiar sad feeling and i don't want to be this kind of mother but sometimes i can't help but feel like i'm falling into an inescapable toxic cycle..  i just.. want to cry.. ????    pic.twitter.com/ViQTrHoVRb,1,gelo abis baca ini sedih jg yaahh familiar sad feeling not want kind mother help feel like falling inescapable toxic cycle just want cry,gelo.. abis baca ini.. sedih jg yaahh.. it is a very familiar sad feeling and i do not want to be this kind of mother but sometimes i cannot help but feel like i am falling into an inescapable toxic cycle.. i just.. want to cry.. ??
haven't been on Twitter all day. ,1,not twitter day,have not been on Twitter all day.
One step forward multiple steps back. Still no idea what I can do about it. ,1,step forward multiple step back idea it,One step forward multiple step back. Still no idea what I can do about it.
??????????   i can't wait for the bridge to eventually collapse so i don't need to jump off myself. ????   pic.twitter.com/lMO6Tds2He,1,wait bridge eventually collapse not need jump myself,?? i cannot wait for the bridge to eventually collapse so i do not need to jump off myself. ??
Forgot to take my SSRI yesterday. Didn't notice it that I didn't take the meds. Let's see what side-effects the day brings ,1,forgot ssri yesterday did not notice did not med let sideeffects day brings,Forgot to take my SSRI yesterday. Did not notice it that I did not take the meds. Let is see what side-effects the day brings
Sucks when your alone in a big world :( ,1,suck big world,Sucks when your alone in a big world
Setback after setback after setback  ,1,setback setback setback,Setback after setback after setback
I don't remember the last time I've cried this much from being sick.    ????????,1,not remember time cried sick,I do not remember the last time I have cried this much from being sick. ??
really wanting to end my life right about now.,1,really wanting end life right now,really wanting to end my life right about now.
Can't for one moment think why I've never had a girlfriend. ???•    pic.twitter.com/GkMrIhR6LI,1,ca not moment think girlfriend,Ca not for one moment think why I have never had a girlfriend. ??
Feeling depressed. Need to find who i am and job wise,1,feeling depressed need job wise,Feeling depressed. Need to find who i am and job wise
Hi // I'll be gone for a while // stay strong    pic.twitter.com/vcnKc6gsDC,1,hi gone stay strong,Hi I will be gone for a while stay strong
Found out something today apparently im a bad person???? ,1,today apparently im bad person,Found out something today apparently im a bad person??
This night went to hell…can't I ever shut up…,1,night went hell shut,This night went to hell cannot I ever shut up
Im like lost without waterfowl hunting or bowfishing.,1,im like lost waterfowl hunting bowfishing,Im like lost without waterfowl hunting or bowfishing.
I miss those days whn i used to forget bout my worries by jst talking 2 u..i miss u badly mere jigrii..???”  ,1,miss day whn used forget bout worry jst talking ui miss u badly mere jigrii,I miss those day whn i used to forget bout my worry by jst talking u..i miss u badly mere jigrii..??
"Have you ever felt so  and , that you had horrible thoughts?Who do you turn to when you have no one? No one you can trust",1,felt horrible thoughtswho turn one trust,"Have you ever felt so and , that you had horrible thoughts?Who do you turn to when you have no one? No one you can trust"
", , ,.. Stfu You're only 15 You just started your life",1,stfu just started life,", , ,.. Stfu You are only You just started your life"
 for me is the past 8 years of lies and deception!  pic.twitter.com/NDLoUwMrFi,1,past year lie deception,for me is the past year of lie and deception!
"Be vewy, vewy quiet. I'm hunting my low self esteem, you wascalwy depwession you. Or, why I don't own a gun.  ",1,vewy vewy quiet hunting low self esteem wascalwy depwession you or not gun,"Be vewy, vewy quiet. I am hunting my low self esteem, you wascalwy depwession you. Or, why I do not own a gun."
That moment when u really need a hug bt u alne and ts midnyt...will jus hug a pillow instead..,1,moment u really need hug bt u alne t midnytwill jus hug pillow instead,That moment when u really need a hug bt u alne and t midnyt..will jus hug a pillow instead..
"Only difference being that now I hurt more than so, because  led me to vertebral, sacral, radial fractures. GG N1 2016.",1,difference hurt so led vertebral sacral radial fracture gg n,"Only difference being that now I hurt more than so, because led me to vertebral, sacral, radial fractures. GG N ."
"Laying in bed eating dinner for one, watching netflix! Surely there's more to life?!   ",1,laying bed eating dinner one watching netflix surely life,"Laying in bed eating dinner for one, watching netflix! Surely there is more to life?!"
Balling my eyes out because I only have 3 days left with Zachary and I work....????,1,balling eye day left zachary work,Balling my eye out because I only have day left with Zachary and I work..??
Feels like no one wants to talk to me   ,1,feel like want talk,Feels like no one want to talk to me
"Silently screaming for help inside, wanting to die and wishing someone would see and help me   ",1,silently screaming help inside wanting die wishing help,"Silently screaming for help inside, wanting to die and wishing someone would see and help me"
"Ending the year the same way it started, depressed. Here's to a happier, more positive year!   ",1,ending year way started depressed happier positive year,"Ending the year the same way it started, depressed. Here is to a happier, more positive year!"
":) I hate this emo and this feeling ""fake smile"" ",1,hate emo feeling fake smile,I hate this emo and this feeling fake smile
"Me: My ""check engine"" light is on. Mechanic: Which car? Me: No I said mine.  ",1,me check engine light on mechanic car me said mine,Me My check engine light is on. Mechanic Which car? Me No I said mine.
Omg why does everything have to take so long?? If it's my call it should be quick. Just want my baby girl back. ,1,omg doe long quick just want baby girl back,Omg why doe everything have to take so long?? If it is my call it should be quick. Just want my baby girl back.
"Makeup on, comfy yet nice looking jeans and top on. Ok, we can do this.   ",1,makeup on comfy nice looking jean on ok this,"Makeup on, comfy yet nice looking jean and top on. Ok, we can do this."
"Too ill and broke to go out tonight, so gunner sit in order fish and chips and watch it on the telly! ???³???­ ",1,ill broke tonight gunner sit order fish chip watch telly,"Too ill and broke to go out tonight, so gunner sit in order fish and chip and watch it on the telly! ?? ??"
I give up! #simples #unhappy #fedup,1,up simple unhappy fedup,I give up! simple unhappy fedup
Sometimes I just wonder is it all worth it  ,1,just wonder worth,Sometimes I just wonder is it all worth it
"I don't give two shits anymore about anyone who cba with me, your like the cancer that is killing my nan so Fuck you ",1,not shit anymore cba me like cancer killing nan fuck,"I do not give two shit anymore about anyone who cba with me, your like the cancer that is killing my nan so Fuck you"
This last year has been the most mentally/emotionally draining and exhausting year ever. I’m just not the same person I used to be since he left me??,1,year mentallyemotionally draining exhausting year ever just not person used left me,This last year ha been the most mentally emotionally draining and exhausting year ever. I am just not the same person I used to be since he left me??
I wake up everyday wishing i didn't.....   ,1,wake everyday wishing did not,I wake up everyday wishing i did not..
Manic depression has taken by soul I wish I could all this pain away,1,manic depression taken soul wish pain away,Manic depression ha taken by soul I wish I could all this pain away
when u want bae to be bae but he caps ur relationship at fam,1,u want bae bae cap ur relationship fam,when u want bae to be bae but he cap ur relationship at fam
I wish the best to those dealing w/ an internal struggle like mine. I know how hard it can hit at times.Depression hurts.,1,wish best dealing w internal struggle like mine know hard hit timesdepression hurt,I wish the best to those dealing w an internal struggle like mine. I know how hard it can hit at times.Depression hurts.
I dont usually feel much...but when i do...it sucks so much   ,1,dont usually feel muchbut doit suck,I dont usually feel much..but when i do..it suck so much
I thought leaving would make it better. It did but then it got worse .    â�¤ï¸�,1,thought leaving make better did got worse,I thought leaving would make it better. It did but then it got worse .
Broken As I take this shattered glass And run it down my skin I hope for you the best In your devilish sin,1,broken shattered glass run skin hope best devilish sin,Broken As I take this shattered glass And run it down my skin I hope for you the best In your devilish sin
DA NEW YR ALONE I AM  BCAUSE OF WAT HAPPENED 2ME ND NOW YA'LL WANA MAKE MY  WORSE!?!I'VE TRIED MY BEST 2GIVE CHANCES I_,1,da new yr bcause wat happened me nd yall wana make worseive tried best give chance i,DA NEW YR ALONE I AM BCAUSE OF WAT HAPPENED ME ND NOW YA LL WANA MAKE MY WORSE!?!I VE TRIED MY BEST GIVE CHANCES I
Only thing I've done today is brushed my teeth & took a bath ...  ,1,thing today brushed teeth took bath,Only thing I have done today is brushed my teeth took a bath ..
This loneliness is a black hole in which I cannot seem to escape... ,1,loneliness black hole escape,This loneliness is a black hole in which I cannot seem to escape..
"When I meditated and was healthy, i was much happier and contented...when I had my stroke in the 90's, less so. With my maladies and  burnout last decade, even more less so. The  was pervasive. Discovering this technique gave me some emotional control back...  pic.twitter.com/YS6sWOvlr3",1,meditated healthy happier contentedwhen stroke is so malady burnout decade so pervasive discovering technique gave emotional control back,"When I meditated and wa healthy, i wa much happier and contented..when I had my stroke in the is, le so. With my malady and burnout last decade, even more le so. The wa pervasive. Discovering this technique gave me some emotional control back.."
"Why the fuck am I hanging on this long, why don't I just kill myself? Oh yeah because I still have false hope.  ",1,fuck hanging long not just kill myself oh yeah false hope,"Why the fuck am I hanging on this long, why do not I just kill myself? Oh yeah because I still have false hope."
hi i cant get out of bed because im,1,hi bed im,hi i cant get out of bed because im
HealthTap: I haven't eaten anything all day because I feel  and low What should I do? ,1,healthtap not eaten day feel low do,HealthTap I have not eaten anything all day because I feel and low What should I do?
I'm not sad. I'm sick.,1,not sad sick,I am not sad. I am sick.
"Waiting for my ins. to kick in so I can get treated for depression. Until then, for a mere 50 cents I can feed these turtles. They make shit therapists though. They keep telling me to drown myself in their pond so I can become one of them. It’s not bad they say ???????????.   pic.twitter.com/0QJRWUgAPH – at McGough Nature Park",1,waiting in kick treated depression then mere cent feed turtle make shit therapist though telling drown pond them not bad say mcgough nature park,"Waiting for my ins. to kick in so I can get treated for depression. Until then, for a mere cent I can feed these turtles. They make shit therapist though. They keep telling me to drown myself in their pond so I can become one of them. It is not bad they say ??. at McGough Nature Park"
Can't sleep.. been awake for hours! Still haven't come up with an answer.. #stressed #cantsleep #sotired ,1,ca not sleep awake hour not come answer stressed cantsleep sotired,Ca not sleep.. been awake for hours! Still have not come up with an answer.. stressed cantsleep sotired
When you've single for so long and start to wonder do you even still know how to hug ,1,single long start wonder know hug,When you have single for so long and start to wonder do you even still know how to hug
"Well, I just had the most depressing dream. It was when I finally found a beautiful girl to call my own, and we had a long, lovely kiss. ??  Only to discover.........it was only a dream. ??  Thank you, dream, for messing me up inside with a LIE!   ",1,well just depressing dream finally beautiful girl own long lovely kiss discoverit dream thank you dream messing inside lie,"Well, I just had the most depressing dream. It wa when I finally found a beautiful girl to call my own, and we had a long, lovely kiss. ?? Only to discover..it wa only a dream. ?? Thank you, dream, for messing me up inside with a LIE!"
Just realized I was too depressed yesterday I haven't ate,1,just realized depressed yesterday not ate,Just realized I wa too depressed yesterday I have not ate
One of the saddest day of this year for me ??    ( hope to get out of it soon) ??,1,saddest day year hope soon,One of the saddest day of this year for me ?? hope to get out of it soon ??
"It doesn’t help that I live on my own in a bachelor apartment the size of a storage locker. I need to find a bigger, & better apartment. , ",1,doe not help live bachelor apartment size storage locker need bigger better apartment,"It doe not help that I live on my own in a bachelor apartment the size of a storage locker. I need to find a bigger, better apartment. ,"
Idk how I’m gonna be able to go to lover I have to buy tickets with my own money and I’m literally broke,1,idk gonna able lover buy ticket money literally broke,Idk how I am gonna be able to go to lover I have to buy ticket with my own money and I am literally broke
"I don't want,to be bother such a screw up ",1,not wantto bother screw,"I do not want,to be bother such a screw up"
