Text,Label,Score,text_cleaned
#nana 4 hoco bc my dream since freshman year awe 😙❤❤❤ @thecandeyman,fear,0.25,nana hoco bc dream freshman year awe
"@residentadvisor thanks for getting back to me, exemplary customer service for a loyal customer #jk  #residentadvisor #poorservice",fear,0.25,thanks getting me exemplary customer service loyal customer jk residentadvisor poorservice
Every year I go to universal studios to horror nights as a 3rd wheel lol 😊😂,fear,0.25,year universal studio horror night rd wheel lol
My goals are so big they scare small minds,fear,0.25,goal big scare small mind
if you do me wrong i will not hesitate to block you and cut you out of my life completely 😇 it's one of my greatest talents,fear,0.25,wrong not hesitate block cut life completely greatest talent
Solid starts by #Bozzelli and #BenEvans. Hoping for a good #start !,fear,0.25,solid start bozzelli benevans hoping good start
@SusannahSpot I could pop round ,fear,0.25,pop round
Step over #fear and rely on #faith!,fear,0.25,step fear rely faith
"@JogglingDroid @BrancoCarmine @Otto_English yeah, #UK was quite the ",fear,0.25,yeah uk quite
"Open to suggestions on a good #horror movie. Just saw 31 and It follows recently, dug both. Gimme something good. #movienight #netflix",fear,0.25,open suggestion good horror movie just saw follows recently dug both gimme good movienight netflix
Research has determined 70% of #laughter is actually .,fear,0.25,research determined laughter actually
I like cycling because I get to intimidate people with my powerful calves &amp; horrendous tan lines.,fear,0.25,like cycling intimidate people powerful calf amp horrendous tan line
"@washingtondc @NMAAHC That is Noah Ark, it's a terrific design.",fear,0.25,noah ark terrific design
"@PanicAtTheDisco hey, y'all announced it like immediately after I asked. Nice. Thanks y'all ",fear,0.25,hey yall announced like immediately asked nice thanks yall
"In my room 101 would go  Russell Howard,Tom Odell,Michael Buble!!! #pants #nogood ",fear,0.25,room russell howardtom odellmichael buble pant nogood
"@___margs @juliana_f_reyes Hey Michael! Thanks for following up, yeah I think you'd be a terrific contrib. Looping in assoc ed Juliana",fear,0.25,hey michael thanks following up yeah think terrific contrib looping assoc ed juliana
im what a 90s tv bully would call 'a nerd' but i would rather shove one thousand nickels into my right earhole than go to new york comic con,fear,0.25,im s tv bully a nerd shove thousand nickel right earhole new york comic
You have a #problem? Yes! Can you do #something about it? No! Than why #worry,fear,0.25,problem yes it no worry
@TheOnlySweeney their slogan should've been #start instead of #finish,fear,0.25,slogan start instead finish
@Oooooo_Donna @sturgishigh @politicususa   @CNN took its first baby  step now let's hope they will start running,fear,0.25,took baby step let hope start running
"The radio just told me Lady GaGa is going country, which is like if the Beatles decided to do opera singing for their final albums ",fear,0.246,radio just told lady gaga going country like beatles decided opera singing final album
This week's Massacre Theatre pert by @LarsenOnFilm is the first one I can think of that requires subtitles. ,fear,0.245,week massacre theatre pert think requires subtitle
@Gibberman10 @ScottHoward42 any of y'all remember when MLB tried a futuristic jersey those were all ,fear,0.24,yall remember mlb tried futuristic jersey
"Show your new job you're not #afraid of new tasks. Take on a #project, be brave, make an #impression. #WorkTiveTruth",fear,0.229,new job not afraid new task project brave make impression worktivetruth
Action is the foundational key to all success ~Pablo Picasso #inspiring #quote #action #hustle  #dosomething #success,fear,0.229,action foundational key success pablo picasso inspiring quote action hustle dosomething success
@DailyJoshleen KA- like the start of cake and then Like saying C - if that makes sense 😭😂,fear,0.229,ka like start cake like saying c make sense
@RobdotThom @sulphurhoops in fact they need to start making all holidays! Maybe even e dry month pick a theme so we can have them all year,fear,0.229,fact need start making holiday maybe e dry month pick theme year
81' Goal scorer Vidar Kjartansson comes off in favor of Dor Micha! Another terrific performance by @Vidarkjartans #YallaMaccabi,fear,0.229,goal scorer vidar kjartansson come favor dor micha terrific performance yallamaccabi
Round 2  #pcola,fear,0.229,round pcola
"Everywhere I go, the air I breathe in tastes like home.' - @The_Currys ",fear,0.229,go air breathe taste like home
"Jorge deserves it, honestly. He's weak.  #90dayfiance",fear,0.229,jorge deserves it honestly weak dayfiance
Not sure that men can handle a woman that's got her crap together.  #independent,fear,0.229,not sure men handle woman got crap together independent
@GSchwartz_ it wasn't a joke . ,fear,0.229,not joke
Don't be so shy #nl,fear,0.229,not shy nl
Ladies and gentlemen\nAfter the tremendous success of #PanamaLeaks\nNow presenting #BahamasLeaks 😂,fear,0.229,lady gentlemennafter tremendous success panamaleaksnnow presenting bahamasleaks
Don't be afraid to give up the good to go for the great. - John D. Rockefeller #quote #inspiration #afraid #great #motivation,fear,0.229,not afraid good great john d rockefeller quote inspiration afraid great motivation
Pretty excited for American horror story tonight,fear,0.229,pretty excited american horror story tonight
@mackenzian yes! That was my one qualm. These are deeply theological issues we're engaging theologically.,fear,0.229,yes qualm deeply theological issue engaging theologically
"Aberdeen st Johnstone, let's see who can punt it the furthest ",fear,0.229,aberdeen st johnstone let punt furthest
"Jorge deserves it, honestly. He's weak. #revolting #90dayfiance",fear,0.229,jorge deserves it honestly weak revolting dayfiance
At the end of the day I know that my kids will never worry about me leaving them 💕,fear,0.229,end day know kid worry leaving
I really wanna go fright night at Thorpe Park next month 👻,fear,0.229,really wanna fright night thorpe park month
"Fear blocks blessings, faith unlocks them. #ManUp  #faith",fear,0.229,fear block blessing faith unlocks them manup faith
Anyone else find @Microsoft 'anniversary windows 10 update 1607' a Complete ,fear,0.229,anniversary window update complete
I was having a good dream.. and then my alarm went off,fear,0.229,having good dream alarm went
Huns are like a box of coffee revels ,fear,0.229,hun like box coffee revel
@LakersTakeover it ain't that serious. #HOUvsNE  #igotbetterthingstodotonightthandie,fear,0.229,ai not serious houvsne igotbetterthingstodotonightthandie
"And I would advise that everyone wait to watch @KevinCanWaitCBS ,or actually don't wait, just don't even watch it because it is #awful",fear,0.229,advise wait watch or actually not wait just not watch awful
@lindseylouwho_ be nice if the Texans could hold onto the ball to give fuller and Hopkins a chance!!!  #TNF,fear,0.229,nice texan hold ball fuller hopkins chance tnf
bout to read this article 'Moving the Conversation Forward: Homosexuality &amp; Christianity' from someone in the foursquare church ,fear,0.224,bout read article moving conversation forward homosexuality amp christianity foursquare church
Don't let the behavior of others destroy ur inner peace.' -Dalai Lama @OWNTV #healing #depression  #intuition #meditation #book,fear,0.22,not let behavior destroy ur inner peace dalai lama healing depression intuition meditation book
@hotpatooties more like quickie divorce ,fear,0.21600000000000005,like quickie divorce
"@Max_Kellerman  it also helps that the majority of NFL coaching is inept. Some of Bill O'Brien's play calling was wow, ! #GOPATS",fear,0.214,help majority nfl coaching inept obrien play calling wow gopats
"If you think you're good to go already, don't worry about it.",fear,0.208,think good already not worry it
"Yo Yo Yo,my name is #DarthVader \nI feel like I need to puff on my inhaler (I'm no rapper but that was some sick bars) #breathless #bars #rap",fear,0.208,yo yo yomy darthvader ni feel like need puff inhaler i rapper sick bar breathless bar rap
"ok, ok.. I know.. my last tweet was ",fear,0.208,ok ok know tweet
"It's a good day at work when you get to shake Jim Lehrer's hand. Thanks, @keratx! Still kicking myself for being to shy to hug @mcuban.",fear,0.208,good day work shake jim lehrer hand thanks kicking shy hug
@CurtisJobling Yes indeed! We know masses of students would be so excited to see you! We need to get this sorted! #haunt,fear,0.208,yes indeed know mass student excited you need sorted haunt
".@REDBLACKS’ Chris Williams: 5 yards shy of joining 1,000-yard club. Bowman (1,279), Walker (1,168) &amp; Roosevelt (1,095) already there. #CFL",fear,0.208,chris williams yard shy joining yard club bowman walker amp roosevelt there cfl
@Coyblake6 @ChloeCramphorn hahahaa you know coy!,fear,0.208,hahahaa know coy
Ellie from @myspanishboots is here to answer your questions! Don't be shy - she loves talking about #equestrian fashion ;-) #equestrianhour,fear,0.208,ellie answer question not shy love talking equestrian fashion equestrianhour
Enjoyed seamlessly setting my #alarm using #okgoogle #Nougat. Just tell #Okgoogle what to do and she does it. #PersonalAssistant,fear,0.208,enjoyed seamlessly setting alarm using okgoogle nougat just tell okgoogle doe it personalassistant
Don't be afraid to give up the good to go for the great. - John D. Rockefeller #quote #inspiration  #great #motivation,fear,0.2,not afraid good great john d rockefeller quote inspiration great motivation
@JoeFahezy I could of told you that one lmfao 😂 Then old niggas get wasted and start fucking around,fear,0.2,told lmfao old nigga wasted start fucking
"I have learned over the years that when one's mind is made up, this diminishes fear. –Rosa Parks #quotes #motivation",fear,0.188,learned year mind up diminishes fear rosa park quote motivation
Just want to be a dad so i can play kick the baby with my little one #southpark #mellogang  #edm #plur #dad #djlife #dj #producer,fear,0.188,just want dad play kick baby little southpark mellogang edm plur dad djlife dj producer
"I like the commercial where @kohara19, on a chocolate milk bender, steals a soccer ball from some guys and refuses to give it back. ",fear,0.188,like commercial chocolate milk bender steal soccer ball guy refuse back
@BigDaddyx47 awe I'm sorry! I have 2 dogs 3 cats &amp; a snake,fear,0.188,awe sorry dog cat amp snake
"If you truly want more of God in your life, it requires letting go of some of the old things, to allow new things to flourish. #stop ",fear,0.188,truly want god life requires letting old thing allow new thing flourish stop
It's not always how you #start it's how you #FINISH,fear,0.188,not start finish
My mind always seems to work its best at night ,fear,0.188,mind work best night
I'm excited for the #FirstDayofFall &amp; the rest of the season. I have 2 #Halloween #scare events I'm covering for @ThrillzCo in the next week,fear,0.188,excited firstdayoffall amp rest season halloween scare event covering week
^^^^^\n//Don't worry if your character is already taken. The RP I'm looking for is a non couple forming RP. Just a fun loving haunting.//\n^^^,fear,0.188,ndo not worry character taken rp looking non couple forming rp just fun loving hauntingn
@Zen1dfabflake You are all our angelic comrades! ,fear,0.188,angelic comrade
@DemPhillyEagles @StonedPhillyFan @CraigfromCincy don't ever compare those scrubs to ben..he'll shake off your whole DL and throw a td #7,fear,0.188,not compare scrub benhe shake dl throw td
Profit are from 5-20% per day to 100-300% per month.Don't hesitate to contact us for the more results! info@fxventury.com,fear,0.188,profit day monthdo not hesitate contact result infocom
Hey no turn over after a kick - way to go Texans!  Way to go! #Texans  #noheart,fear,0.188,hey turn kick way texan way go texan noheart
@pixietangerine @hatersbackoff im so exited!! I am shaking so much 😍😍 and im so pround of Colleen and the fandom! Everyone is amazing 😍,fear,0.188,im exited shaking im pround colleen fandom amazing
"@frecklybellamy the walking dead, mr robot, american horror story, merlin",fear,0.188,walking dead mr robot american horror story merlin
"@eclecticbrotha Thanks, big bro. It's shake and bake and you helped.",fear,0.184,thanks big bro shake bake helped
shake fries,fear,0.181,shake fry
@aidankerrpol I think you should do. Get the fashion police involved. ,fear,0.16899999999999998,think do fashion police involved
#GetSmartWithARQ is a smart way to start investing and #whiteicenetwork is smart source 2 #start #skilled #manpower #recruitment for ur firm,fear,0.16899999999999998,getsmartwitharq smart way start investing whiteicenetwork smart source start skilled manpower recruitment ur firm
Action is the foundational key to all success ~Pablo Picasso #inspiring #quote #action #hustle #start #dosomething #success,fear,0.16699999999999998,action foundational key success pablo picasso inspiring quote action hustle start dosomething success
#start ur day wit a smile\n#buviobby,fear,0.16699999999999998,start ur day wit smilen buviobby
Ready for my sweet princess to arrive. I'll he 37 weeks this Saturday! #excited ,fear,0.16699999999999998,ready sweet princess arrive week saturday excited
"@turoturok  We're glad to hear that everything is resolved. If you need anything else, please do not hesitate to reach out to us.  TY!",fear,0.16699999999999998,glad hear resolved need else not hesitate reach u ty
@NHLexpertpicks @usahockey USA was embarrassing to watch. When was the last time you guys won a game..?  #joke,fear,0.16699999999999998,usa embarrassing watch time guy won game joke
So is texting a guy 'I'm ready for sex now' considered flirting?' ,fear,0.16699999999999998,texting guy i ready sex now considered flirting
@CurtisJobling Yes indeed! We know masses of students would be so excited to see you! We need to get this sorted! ,fear,0.16699999999999998,yes indeed know mass student excited you need sorted
Not setting an alarm to nap &gt;&gt;,fear,0.16,not setting alarm nap gtgt
@tannerfox awe cnt wait to see,fear,0.16,awe cnt wait
This is a terrific university-a unique university..Athabasca University has become a part of my head &amp; a part of my heart' Peter MacKinnon,fear,0.157,terrific universitya unique universityathabasca university head amp heart peter mackinnon
@FraserKeegan just had a steak pie supper #tremendous,fear,0.146,just steak pie supper tremendous
"mattmilne76 Thank you for letting us know!  Please do not hesitate to contact us in the future, if our assistance is needed. Thank you!",fear,0.146,mattmilne thank letting know not hesitate contact future assistance needed thank you
"Study finds #awe &amp; #wonder of something greater than self, leads to #creative boosts of expansive thinking. @outsideonline #write #thoreau",fear,0.146,study find awe amp wonder greater self lead creative boost expansive thinking write thoreau
Some serious hip shaking going on tonight 😜,fear,0.146,hip shaking going tonight
It's so funny cause Cooper's going to go farther than the people who bully her,fear,0.146,funny cause cooper going farther people bully
@casillasbreanna awe thanks girl 😊😊,fear,0.146,awe thanks girl
Can't start a good day without a cup of tea! \n\n #tea  #day #goodday,fear,0.146,ca not start good day cup tea nn tea day goodday
Thoroughly enjoying AHS tonight. #ahs  #americanhorrorstory,fear,0.146,thoroughly enjoying ahs tonight ahs americanhorrorstory
should I #start posting #photos?,fear,0.146,start posting photo
I can be so shy but once I come out of my shell that's it 😂,fear,0.146,shy come shell
@BelieveInBlue18 awe thanks! Couldn't be doing it without all your help and support and that amazing encouragement!💕😘🙌🏻,fear,0.146,awe thanks not doing help support amazing encouragement
My view of the human being is as a dynamic expression of the Cosmos we exist within #humanism #awe,fear,0.142,view human dynamic expression cosmos exist humanism awe
my mom recorded nightmare before Christmas for me 😍😍😍 I LOVE IT 💕,fear,0.14,mom recorded nightmare christmas love
@Sopp97 sorry to upset u madam.If you have got any queries don't hesitate to contact our PR department.In the meantime do you fancy a beer?,fear,0.14,sorry upset u madamif got query not hesitate contact pr departmentin meantime fancy beer
@Marissa_Frost @NevAmore_MFC awe I love you twooo!!! come adventure with me someday!,fear,0.134,awe love twoo come adventure someday
"Ha! @mquirk @joshuahoodbooks Got your book after our 'meeting' at the Starbucks in NOLA. If Josh says it's terrific, I'm all in.",fear,0.125,ha got book ameeting starbucks nola josh say terrific in
@Zen1dfabflake You are all our angelic comrades! #flutter,fear,0.125,angelic comrade flutter
Lets start there,fear,0.125,let start
When you make a great tasting shake and no words can describe it!😃👌🏻 #shake #herbalifenutrition #tastesogood #nowords,fear,0.125,make great tasting shake word it shake herbalifenutrition tastesogood nowords
"It's simple I get after two shots of espresso 'Grande, decaf, 130 degrees soy americano with extra foam' #barista ",fear,0.125,simple shot espresso grande decaf degree soy americano extra foam barista
"I polished my nails, but can't find the polish remover. It look like a 3yr old polished my nails lol ",fear,0.125,polished nail polish remover look like yr old polished nail lol
"#rocklandcounty get to ravis in suffern, ny. Great food, new #chef, terrific atmosphere. Say 'twitter' to server and get free #appetizer",fear,0.125,rocklandcounty ravis suffern ny great food new chef terrific atmosphere say notwitter server free appetizer
When you make a great tasting shake and no words can describe it!😃👌🏻  #herbalifenutrition #tastesogood #nowords,fear,0.125,make great tasting shake word it herbalifenutrition tastesogood nowords
Jeans with fake pockets ,fear,0.125,jean fake pocket
Georgia Tech's Secondary is as soft as a marshmallow. ,fear,0.125,georgia tech secondary soft marshmallow
@bothsocial Thanks for the follow! Hope you’re having a terrific day!,fear,0.108,thanks follow hope having terrific day
Can't start a good day without a cup of tea! \n\n#tea #start #day #goodday,fear,0.104,ca not start good day cup tea nn tea start day goodday
"@veroicone my typical shake is ~100g banana, 1c almond milk, 1tbsp chia and protein. Sometimes I add PB2 or ice or other fruit.",fear,0.104,typical shake g banana c almond milk tbsp chia protein add pb ice fruit
i've been rooting for him since the beginning  #BB18,fear,0.104,rooting beginning bb
@TayerleLyle awe thank you so much Lyle!! You're the best!😀😀,fear,0.104,awe thank lyle best
"Don't #worry if you're not the best , if you are doing something you #love , you're heading in right direction ...",fear,0.104,not worry not best doing love heading right direction
Pull over #tonight and make your car #shake 😋💦,fear,0.104,pull tonight make car shake
@Melanie_Pierce @HunterHayes awe ain't he a sweetheart? He's adorable! 😊😍❤️,fear,0.083,awe ai not sweetheart adorable
@FraserKeegan just had a steak pie supper ,fear,0.083,just steak pie supper
@annalisewrobel_ awe thank you so much love 💕,fear,0.062,awe thank love
Omg he kissed her🙈  #w,fear,0.062,omg kissed w
#Matthew 25; 1-13\nCould somebody shoot a #video about it?\nIt could be 1 of those #horror videos but in the same time turning many 2 #Christ,fear,0.417,matthew ncould somebody shoot video itnit horror video time turning christ
@bkero @whispersystems Which really sucks because typing on a mobile device is always horrible and I hate it.,fear,0.438,really suck typing mobile device horrible hate it
Be #afraid of the #quiet ones they are the ones who actually #think.,fear,0.542,afraid quiet one one actually think
@riinkanei he's a horrible person and now i gag when i see people quote him,fear,0.583,horrible person gag people quote
What we fear doing most is usually what we most need to do.' ~Tim Ferriss #inspiring #inspired #motivation #fear #success #hustle,fear,0.292,fear doing usually need do tim ferriss inspiring inspired motivation fear success hustle
What we fear doing most is usually what we most need to do.' ~Tim Ferriss #inspiring #inspired #motivation  #success #hustle,fear,0.188,fear doing usually need do tim ferriss inspiring inspired motivation success hustle
a pedicure is supposed to be nice but honestly I'm so nervous rn my feet are too ticklish,fear,0.604,pedicure supposed nice honestly nervous rn foot ticklish
US you need to band together not apart #nevertrump he promotes hatred and fuels #fear,fear,0.7290000000000001,need band not apart nevertrump promotes hatred fuel fear
US you need to band together not apart #nevertrump he promotes hatred and fuels ,fear,0.625,need band not apart nevertrump promotes hatred fuel
"What a shamefull, unequal, dangerous and worrying world we live in nowadays! #terrifying #Charlotte  #shitworldforourkids",fear,0.825,shamefull unequal dangerous worrying world live nowadays terrifying charlotte shitworldforourkids
Been up since 4am. Too scared to go back to sleep #nightmare — feeling scared,fear,0.938,am scared sleep nightmare feeling scared
@EASPORTSFIFA EA sports technical support team really suprised me 😊 SUPRISED ME AT HOW SHIT THEY WERE #awful,fear,0.333,ea sport technical support team really suprised suprised shit awful
@EASPORTSFIFA EA sports technical support team really suprised me 😊 SUPRISED ME AT HOW SHIT THEY WERE ,fear,0.208,ea sport technical support team really suprised suprised shit
@F1abraham holy shit...what the hell happened to your lips!! Fix that shit! #mtv #teenmom #horrible,fear,0.479,holy shitwhat hell happened lip fix shit mtv teenmom horrible
@F1abraham holy shit...what the hell happened to your lips!! Fix that shit! #mtv #teenmom ,fear,0.458,holy shitwhat hell happened lip fix shit mtv teenmom
@JamesPiotr I am working on a feature right now about the preponderance of awful owners who are at war with fans. So many to choose from.,fear,0.354,working feature right preponderance awful owner war fan choose from
"BibleMotivate: Are you worrying/worried?\n1Peter 5:7\nThrow all your worry on him, because he cares for you. #faith #leadership  #mindfu…",fear,0.458,biblemotivate worryingworriednpeter nthrow worry him care you faith leadership mindfu
@chelsysayshi @Adweek touché! I'll start paying more attention and test this 🕵🏻‍♀️ #AdweekChat,fear,0.271,touch start paying attention test adweekchat
"That boy so intimidated he go back and say dumb mess like that. 🤔 lol boy please, you know good and well.",fear,0.458,boy intimidated say dumb mess like that lol boy please know good well
The ecosystem is meant to break thru the wall of #apprehension. It's easy to follow a fave music star &amp; watch their goings on–but #dentists?,fear,0.458,ecosystem meant break wall apprehension easy follow fave music star amp watch going onbut dentist
Plus why did I have a baby 4 days before Christmas this is gonna haunt me forever!!!,fear,0.625,plus did baby day christmas gonna haunt forever
"@BennyN_PR If you need any assistance with your concern so it can be resolved, feel free to email us with your info. ^AP",fear,0.25,need assistance concern resolved feel free email info ap
inha's and seol's banter is rly fun to read. im in awe that seol is willing to deal with her tho,fear,0.208,inha seol banter rly fun read im awe seol willing deal tho
@littlepieces Customer services got involved and eventually completely wash their hands of it. #awful #dreamornightmare,fear,0.583,customer service got involved eventually completely wash hand it awful dreamornightmare
@littlepieces Customer services got involved and eventually completely wash their hands of it.  #dreamornightmare,fear,0.479,customer service got involved eventually completely wash hand it dreamornightmare
and I'm up from a dream where I said something really retarded on twitter and it got like 10000 retweets #nightmare,fear,0.6859999999999999,dream said really retarded twitter got like retweets nightmare
and I'm up from a dream where I said something really retarded on twitter and it got like 10000 retweets ,fear,0.491,dream said really retarded twitter got like retweets
I'm way too busy and tired all the time to worry about my past and the things I should be regretting (but I never am).,fear,0.52,way busy tired time worry past thing regretting but am
When City Hall has the fire alarm go off and it's been 15 minutes and the fire department still isn't here,fear,0.583,city hall alarm minute department not
@britishairways term 5 security queues at arrivals #shocking,fear,0.562,term security queue arrival shocking
@britishairways term 5 security queues at arrivals ,fear,0.333,term security queue arrival
@RussiaInsider Really sad &amp; surprising. 1 side #Russia fighting against #IS &amp; on the other supporting #Pak which is epic centre 4 #terrorism,fear,0.604,really sad amp surprising russia fighting amp supporting pak epic centre terrorism
@RussiaInsider Really sad &amp; surprising. 1 side #Russia fighting against #IS &amp; on the other supporting #Pak which is epic centre 4 ,fear,0.542,really sad amp surprising russia fighting amp supporting pak epic centre
The #Texans should never play a prime time game again...this is #awful #TNF,fear,0.333,texan play prime time game againthis awful tnf
The #Texans should never play a prime time game again...this is  #TNF,fear,0.312,texan play prime time game againthis tnf
So going to local news immediately after #DesignatedSurvivor turns out to be a smooth transition. 'Chaos! A raging fire!...' #media #fear,fear,0.7290000000000001,going local news immediately designatedsurvivor turn smooth transition chaos raging fire medium fear
So going to local news immediately after #DesignatedSurvivor turns out to be a smooth transition. 'Chaos! A raging fire!...' #media ,fear,0.521,going local news immediately designatedsurvivor turn smooth transition chaos raging fire medium
😫 ughh I just want all this to be over.. it's like a nightmare! can we all just get along?,fear,0.833,ughh just want over like nightmare just along
Time for some despair #SDR3 #despair #fuckthisanime,fear,0.917,time despair sdr despair fuckthisanime
Time for some despair #SDR3  #fuckthisanime,fear,0.688,time despair sdr fuckthisanime
Fuckin restless,fear,0.667,fuckin restless
Annoyed with @TripAdvisorUK bullying me to download an app that eats my phone memory. Will seek alternative from now. #bully #tripadvisor,fear,0.542,annoyed bullying download app eats phone memory seek alternative now bully tripadvisor
Annoyed with @TripAdvisorUK bullying me to download an app that eats my phone memory. Will seek alternative from now.  #tripadvisor,fear,0.521,annoyed bullying download app eats phone memory seek alternative now tripadvisor
"@News24 #FMF protesters aren't interested in reasoned debate, just #intimidation #violence &amp; #disruption to get demands met",fear,0.583,fmf protester not interested reasoned debate just intimidation violence amp disruption demand met
I #cry out #fear to clear a #path\nBut my Voice seems 2 silent 2 chase a #rat\nAm just indoor #expecting to open door\na #weak wise #fool I am,fear,0.708,fear clear pathnbut voice silent chase ratnam just indoor expecting open doorna weak wise fool
@jshayevitz @Israel is a #bully worse than #hitler a #demon under #human guise.. its the cause of all #MiddleEast problems!,fear,0.7709999999999999,bully worse hitler demon human guise cause middleeast problem
@kevinrouth Now that's what I call a gameface! #gameface ,fear,0.188,gameface gameface
"@NikeSupport ok, thats it. After 2 weeks not being able to sign in, time to move on &amp; find another app. I will strongly discourage NikeRun",fear,0.396,ok thats it week not able sign in time amp app strongly discourage nikerun
#quote What U #fear controls U. Fear is not out in life but in ur mind. Real difficulties can be overcome - Cheryl Janecky,fear,0.292,quote u fear control u fear not life ur mind real difficulty overcome cheryl janecky
I hate those sugar cookies shit is awful,fear,0.562,hate sugar cooky shit awful
"@gfunk85 @officialpes you must have been one of 'them'. Those that used long balls to win matches. Your reign of terror is over, accept it",fear,0.417,nothem used long ball win match reign terror over accept
@DaddyION you and that awful music can take a walk... right off a cliff. K. 😘,fear,0.333,awful music walk right cliff k
"It is important to seek peace, even in the midst of a horrific war #CreateSyria  @intalert #TalkingPeace #buildingpeace",fear,0.375,important seek peace midst horrific war createsyria talkingpeace buildingpeace
@AdoreDelano ill be there... with VIP TICKETS! Can't wait to meet you. Never met a famous person i admire before! #nervous,fear,0.52,ill there vip ticket ca not wait meet you met famous person admire before nervous
@AdoreDelano ill be there... with VIP TICKETS! Can't wait to meet you. Never met a famous person i admire before! ,fear,0.208,ill there vip ticket ca not wait meet you met famous person admire before
what to wear Friday \nspeaking in front of 100's.   #nervous,fear,0.833,wear friday nspeaking is nervous
@CNN please fire don lemon!!Do not let him report on anymore  protest. He is #horrible #negative and runs away from the issue at hand!,fear,0.562,don lemondo not let report anymore protest horrible negative run away issue hand
In honor of Shawty Lo passing away I made Dey Know my new alarm clock song so I wake up with the right attitude everyday lol,fear,0.188,honor shawty lo passing away dey know new alarm clock song wake right attitude everyday lol
@Bwana86 I can fear that someone is always following me everywhere I go. Does that make it true??,fear,0.6459999999999999,fear following go doe make true
second episode of AHS 6 here i go #panic,fear,0.75,second episode ahs panic
second episode of AHS 6 here i go ,fear,0.292,second episode ahs
I can never find the exact #emoji that I'm after at the exact moment that I need it #nuclear #missiles.\n\n#IndianArmy ,fear,0.5,exact emoji exact moment need nuclear missilesnn indianarmy
The Car' (1977)\nA middle of the road #horror film that in the hands of a better filmmaker could've been a hell of a lot better. 5/10,fear,0.375,car na middle road horror film hand better filmmaker hell lot better
The terror threat level really need to be raised,fear,0.812,terror threat level really need raised
I'm going to get the weirdest thank you note--or worse--total silence and no acknowledgement. #anxiety,fear,0.812,going weirdest thank noteor worsetotal silence acknowledgement anxiety
I'm going to get the weirdest thank you note--or worse--total silence and no acknowledgement. ,fear,0.521,going weirdest thank noteor worsetotal silence acknowledgement
"@Curculiunculus @System1Politics Yep, as I pointed out before, it's the politics of loathing. That's why the big candidates are so horrible.",fear,0.521,yep pointed before politics loathing big candidate horrible
@rockcock64 cum and despair,fear,0.604,cum despair
@AliKhanSays Oh come on. RAW and ISI have been spying for decades. Spying and supporting terrorism is two different thing.,fear,0.458,oh come on raw isi spying decade spying supporting terrorism different thing
"Shame on you @SkyNews showing an elephant being hunted and killed, #shocking",fear,0.7290000000000001,shame showing elephant hunted killed shocking
"Shame on you @SkyNews showing an elephant being hunted and killed, ",fear,0.708,shame showing elephant hunted killed
I shower to lay in bed for about an hour then dread wearing pants for the remainder of the day,fear,0.58,shower lay bed hour dread wearing pant remainder day
"@devenmiddleton i'm totally loving it, it just makes me sad when people feel super awful cuz they aren't abroad like life is still goin",fear,0.542,totally loving it just make sad people feel super awful cuz not abroad like life goin
@destaneex @ProSyndicate @EGX oh don't panic he's gonna be there,fear,0.438,oh not panic gonna
like srsly somebody help me deal with this social anxiety,fear,0.979,like srsly somebody help deal social anxiety
Love takes off the masks that we fear we cannot live without and know we cannot live within. - James A. Baldwin,fear,0.271,love take mask fear live know live within james a baldwin
Romero is fucking dreadful like seriously my 11 month old is better than him.,fear,0.458,romero fucking dreadful like seriously month old better him
"@HillaryClinton evidently @realDonaldTrump feels above #norms. SHOW the #tax return, if you have nothing to #fear",fear,0.479,evidently feel norm tax return fear
"@HillaryClinton evidently @realDonaldTrump feels above #norms. SHOW the #tax return, if you have nothing to ",fear,0.375,evidently feel norm tax return
Fuck me....what the fuuuuuuuck did I just watch?!?! #STAGESCHOOL is awful.....no that flatters it!! #shocking 😮👎,fear,0.625,fuck mewhat fuuck did just watch stageschool awfulno flatters it shocking
Why do people gotta start so much drama ? Shoot me ☹️,fear,0.6459999999999999,people gotta start drama shoot
@mar_de_palabras But I do think we need to experience a bit madness &amp; despair too. This is the stuff that makes us human.,fear,0.625,think need experience bit madness amp despair too stuff make human
I hate freaking out and ruining things. #anxiety,fear,0.917,hate freaking ruining thing anxiety
I hate freaking out and ruining things. ,fear,0.72,hate freaking ruining thing
Paranoia is a fear every races has,fear,0.68,paranoia fear race
@kohara19 It's a rare land octopus. Be very afraid.,fear,0.43,rare land octopus afraid
"God, I've been so physically weak the whole day. So much shaking :(",fear,0.75,god physically weak day shaking
why won't you let me go? do i threaten all your plans? im insignificant,fear,0.6459999999999999,not let go threaten plan im insignificant
It appears my fire alarm disapproves of my cooking style,fear,0.292,appears alarm disapproves cooking style
penny dreadful just cleaved off a fraction of my heart,fear,0.583,penny dreadful just cleaved fraction heart
"Even at this level, rojo still manages to play god damn awful. #MUFC",fear,0.438,level rojo manages play god damn awful mufc
.@billradkeradio is not a fan of The Beat Happening. But that's not to discourage aspiring other Olympia musicians! #KUOWrecord,fear,0.292,not fan beat happening not discourage aspiring olympia musician kuowrecord
"@shimian lol. DK has actually dropped from top of the table, surprisingly Arms Warrior is top of the DPS at the moment #shocking",fear,0.5,lol dk actually dropped table surprisingly arm warrior dp moment shocking
