Text,Label,text_cleaned_ecpe
I thought when your in relationships with someone they are suppose to help build you up not tear you down,1,I thought when your in relationships with someone they are suppose to help build you up not tear you down
"   God, please help me.",1,"God, please help me."
I'm running out of time. I don't know what I'm gonna do right now.,1,I am running out of time. I do not know what I am gonna do right now.
very depressed rn... just got done crying my eyes out again:/ but feeling very masculine rn...    pic.twitter.com/nLb1sEozuU,1,very depressed rn.. just got done crying my eyes out againbut feeling very masculine rn..
Don't feel good at all right now    no one to talk to,1,Do not feel good at all right now no one to talk to
Am I drinking  and being  before going into work? You’re damn right I am????,1,Am I drinking and being before going into work? You are damn right I am??
"Being back in my hometown, such little time I get for myself to be  as I truely am. Feel so choked by pretending I'm okay.",1,"Being back in my hometown, such little time I get for myself to be as I truely am. Feel so choked by pretending I am okay."
These overwhelming emotions are too much,1,These overwhelming emotions are too much
Why did I have to run into the one person in thos world I don't wanna see today? I just want my peace! ,1,Why did I have to run into the one person in thos world I do not wanna see today? I just want my peace!
Out drinking by myself self got that  feel today bois,1,Out drinking by myself self got that feel today bois
Been feeling so depressed today I think my problem is I have a big heart or maybe its the fact that I do care idk  ,1,Been feeling so depressed today I think my problem is I have a big heart or maybe its the fact that I do care idk
I can be so emotional... Way too emotional! ,1,I can be so emotional.. Way too emotional!
my whole day was spent in my p-jays  its now 6 o'clock and only now do i have to get dressed ,1,my whole day was spent in my p-jays its now 6 o'clock and only now do i have to get dressed
I wish I didn't feel like I bothered you all of the time.. ,1,I wish I did not feel like I bothered you all of the time..
That dismissal has me looking for a strong drink :(,1,That dismissal has me looking for a strong drink
talked about suicidal ideation with a friend last night.she confessed to having a plan of jumping off a bridge.I had no idea.,1,talked about suicidal ideation with a friend last night.she confessed to having a plan of jumping off a bridge.I had no idea.
????When your days are grey and he gets the best of you.....even when you don't want to. ????,1,??When your days are grey and he gets the best of you..even when you do not want to. ??
it sucks that my phone got formatted earlier and all contacts and apps are gone 😥,1,it sucks that my phone got formatted earlier and all contacts and apps are gone
I don't want this year to be over ,1,I do not want this year to be over
"First breakdown at work ),: more to come ill bet money on it ",1,"First breakdown at work ),: more to come ill bet money on it"
I want to leave Depression in 2015! I'm bored of it now. I'm dragging my black dog out for another run,1,I want to leave Depression in 2015! I am bored of it now. I am dragging my black dog out for another run
When i have nobody to talk to. Nobody to rely on. Trap in my own space. Living becomes so meaningless.  ?,1,When i have nobody to talk to. Nobody to rely on. Trap in my own space. Living becomes so meaningless. ?
"The worst kind of grief, screaming crying, is when it's for no reason other than voices in your head and chemicals in your brain ",1,"The worst kind of grief, screaming crying, is when it is for no reason other than voices in your head and chemicals in your brain"
"I dreamt the other day when I would see her again and be with her. At least see her again. I finally got to in 2007. It took us two weeks to decide we loved each other still... looking at the old emails. Or less than two weeks, I don't know. ",1,"I dreamt the other day when I would see her again and be with her. At least see her again. I finally got to in 2007. It took us two weeks to decide we loved each other still.. looking at the old emails. Or less than two weeks, I do not know."
Youve lost weight howd you do it?  Depression fueled apathy toward food and life in general.  I havent tried that yet! ???’ ,1,Youve lost weight howd you do it? Depression fueled apathy toward food and life in general. I havent tried that yet! ??'
how do people cry happy tears? i guess i’ve never really been truly happy?,1,how do people cry happy tears? i guess i have never really been truly happy?
"1st shopping experience with @paytm, what a disappointment! Product still not shipped &amp; they might cancel the order now. #unhappy @Paytmcare",1,"1st shopping experience with , what a disappointment! Product still not shipped &amp; they might cancel the order now. unhappy"
I'm the most  person whn i am at home i guess..cuz thn u huv enough time to think abt all the nonsense!!,1,I am the most person whn i am at home i guess..cuz thn u huv enough time to think abt all the nonsense!!
Nobody has ever felt as bad I feel today  ,1,Nobody has ever felt as bad I feel today
"@chuckwoolery I Feel sick reading this, when does it end? #dread #civil war? #sad",1,"I Feel sick reading this, when does it end? dread civil war? sad"
"The fourth day you didn't refill your medication because the price was too exorbitant, even with a coupon.   returns",1,"The fourth day you did not refill your medication because the price was too exorbitant, even with a coupon. returns"
"Wish I was one of those girls that has a dad that would do anything for them, not a jerk of a sperm donor ",1,"Wish I was one of those girls that has a dad that would do anything for them, not a jerk of a sperm donor"
Everyday I can't wait to sleep ,1,Everyday I cannot wait to sleep
when you try your best but you don't suceed!!!😞😭😭😰😰😢😢#Sad #alone #tears #b #bored #boredtodeath,1,when you try your best but you do not suceed!! Sad alone tears b bored boredtodeath
Its hard to fix my life when I'm surrounded by negativity 24/7.... ,1,Its hard to fix my life when I am surrounded by negativity 24/7..
My dad *beating my mom*  Me in the other room trying to distract my siblings so they can't  hear my mom crying:  pic.twitter.com/oJDoPee3AB,1,My dad *beating my mom* Me in the other room trying to distract my siblings so they cannot hear my mom crying:
Sadness overcomes. Darkness beats light. Numbness is relief.  ,1,Sadness overcomes. Darkness beats light. Numbness is relief.
"If I did not have to work, I would lay in bed all and talk to no one. ",1,"If I did not have to work, I would lay in bed all and talk to no one."
 is a harsh illness I'm a sufferer n wen your at your lowest it's hard to get back up again if u do have depression tell someone,1,is a harsh illness I am a sufferer n wen your at your lowest it is hard to get back up again if u do have depression tell someone
Just gunna sit here and chew til my gums bleed.. ,1,Just gunna sit here and chew til my gums bleed..
So my blood pressure is back up,1,So my blood pressure is back up
Well I've made the step towards a better 2015 by admitting I need help ,1,Well I have made the step towards a better 2015 by admitting I need help
Doing absolutely fuck all tonight :(  ,1,Doing absolutely fuck all tonight
I don't know why these whole things are happening to me. I feel so  and . I don't know what to say to my parents too. ,1,I do not know why these whole things are happening to me. I feel so and . I do not know what to say to my parents too.
I wish I wasn't so emotionally all over the place. I feel bad 4 people who have 2 deal with me. I'm such a fuck up... ???£  ,1,I wish I was not so emotionally all over the place. I feel bad 4 people who have 2 deal with me. I am such a fuck up.. ??
better care about yourself than about others because others wont care about you #lonely #sad #depressed,1,better care about yourself than about others because others wont care about you lonely sad depressed
I need a job! Sick of Fredericton. Got to head west like everyone else   ,1,I need a job! Sick of Fredericton. Got to head west like everyone else
Can't believe I'm gonna end this year feeling like ??’©.   ,1,Ca not believe I am gonna end this year feeling like ??'.
"My phone is now strictly for music, memes, twitter, and YouTube bcx nobody calls or texts me???? ",1,"My phone is now strictly for music, memes, twitter, and YouTube bcx nobody calls or texts me??"
"Personally, I do not have the ""energy"" to celebrate Christmas -___-  ",1,"Personally, I do not have the ""energy"" to celebrate Christmas -__-"
My boyfriend told me he is tired of my shit. I keep on hearing that sentence out of a big fight. No one realizes that i don't want this shit. I was raped by two men when i was 15. And i found out my dad isn't my real dad. My real dad wanted me aborted,1,My boyfriend told me he is tired of my shit. I keep on hearing that sentence out of a big fight. No one realizes that i do not want this shit. I was raped by two men when i was 15. And i found out my dad is not my real dad. My real dad wanted me aborted
I couldn’t be with people and I didn’t want to be alone.,1,I could not be with people and I did not want to be alone.
Victoria secret has a sale but my wallet is dry af'????,1,Victoria secret has a sale but my wallet is dry af'??
I spent hundreds of dollars on makeup online to cover my ugly face ;-;   ,1,I spent hundreds of dollars on makeup online to cover my ugly face ;-;
"don't tell me to cheer up; w/no friends (i want to see), no gf, no pets, i'm prob more  than u are  ",1,"do not tell me to cheer up; w/no friends (i want to see), no gf, no pets, i am prob more than u are"
I luv the fact how I feel so alone :'( life sucks ass I love them and I luv how family is supposed to be here 4 you well fuck it  ,1,I luv the fact how I feel so alone :'( life sucks ass I love them and I luv how family is supposed to be here 4 you well fuck it
Well another day almost gone. So crawling back into my hole and hiding now.,1,Well another day almost gone. So crawling back into my hole and hiding now.
"All I want to do is sleep. My dreams are bizarre, but still an escape from my problems. Is this #anxiety, #depression, or both? #tiredoflife",1,"All I want to do is sleep. My dreams are bizarre, but still an escape from my problems. Is this anxiety, depression, or both? tiredoflife"
how do i get my dad to stop looking at me like something broken that needs fixing  ,1,how do i get my dad to stop looking at me like something broken that needs fixing
I'm sad/depressed again & it's my fault for not changing it.,1,I am sad/depressed again & it is my fault for not changing it.
"Very apt as I'm currently sat in the pharmacy, waiting for my latest batch of drugs!    ",1,"Very apt as I am currently sat in the pharmacy, waiting for my latest batch of drugs!"
It's time like this that the lord is testing me and I just want give up. Just kill me now!   ,1,It is time like this that the lord is testing me and I just want give up. Just kill me now!
"Would love to stop crying sometime today, on my tenth cry 🙄 deep sadness on top of food poisoning do not mix. #miserable",1,"Would love to stop crying sometime today, on my tenth cry deep sadness on top of food poisoning do not mix. miserable"
You know you're  when a friend wants to come upstairs to say hi and you can't even fathom sitting up much less talking,1,You know you are when a friend wants to come upstairs to say hi and you cannot even fathom sitting up much less talking
Lord I know this is not of You. Please give me the tools needed to push thru. I refuse to give n2 the spirit of  ,1,Lord I know this is not of You. Please give me the tools needed to push thru. I refuse to give n2 the spirit of
I miss my mom. The dreams are too much.,1,I miss my mom. The dreams are too much.
"All up in my  feels, today... fuckkkk  pic.twitter.com/gNza4Pzn0p",1,"All up in my feels, today.. fuckk"
"The darkness looming around us this NEW time of YEAR, we must strongly send away no longer live in tears. ?©  ",1,"The darkness looming around us this NEW time of YEAR, we must strongly send away no longer live in tears. ?"
"I feel like a mess. God, help me fix myself.                                                                   ",1,"I feel like a mess. God, help me fix myself."
"Hate seein stories on animal cruelty, why would any1 wanna hurt poor defenceless animals 😩😭 #StopAnimalCruelty #heartbreaking #worldsgoneMad",1,"Hate seein stories on animal cruelty, why would any1 wanna hurt poor defenceless animals StopAnimalCruelty heartbreaking worldsgoneMad"
"When I was a little boy, I never dreamed I'd end up like this.  .",1,"When I was a little boy, I never dreamed I would end up like this. ."
"What I don't know is how to fight the . Lonely at work, lonely at home. Me, my thoughts and silence. You can build a very awful depression on it, doubt it that one can build a positive and happy person from a shit like that. But one can always try, I'll. Advise welcome",1,"What I do not know is how to fight the . Lonely at work, lonely at home. Me, my thoughts and silence. You can build a very awful depression on it, doubt it that one can build a positive and happy person from a shit like that. But one can always try, I will. Advise welcome"
A few hours till 2017... If you told me i would still be here 4 years ago i would have never believed you. ,1,A few hours till 2017.. If you told me i would still be here 4 years ago i would have never believed you.
I miss my friends and family. ,1,I miss my friends and family.
Have realized much of this  is grief over things not being the way want them to be. Social media tears at wounds so hard to heal.,1,Have realized much of this is grief over things not being the way want them to be. Social media tears at wounds so hard to heal.
"10:48   Would it be considered getting dressed if I put on a bra and jeans? I could remove the robe too... brush my hair?  Mood low, so it was a temporary elevation. I wish I could have enjoyed it.   ",1,"10:48 Would it be considered getting dressed if I put on a bra and jeans? I could remove the robe too.. brush my hair? Mood low, so it was a temporary elevation. I wish I could have enjoyed it."
Been feeling pretty shitty all day. I put it down to a busy week but I think it's just been an off day!!!So I have had a hot shower washed and conditioned my hair put on a boxset still feeling shitty but I'm trying!!,1,Been feeling pretty shitty all day. I put it down to a busy week but I think it is just been an off day!!So I have had a hot shower washed and conditioned my hair put on a boxset still feeling shitty but I am trying!!
Feeling so down on myself . . I have a lot of work ahead of myself but I need to do it ,1,Feeling so down on myself . . I have a lot of work ahead of myself but I need to do it
Feeling a lil joyless & miserable now tho ???© ,1,Feeling a lil joyless & miserable now tho ??
You ever been so  depressed you can’t even get it up?,1,You ever been so depressed you cannot even get it up?
I don't know how much longer I can play stupid 😒😔 #heartbroken #stupid #sadness,1,I do not know how much longer I can play stupid heartbroken stupid sadness
Feeling so UnLucky in life..   ??,1,Feeling so UnLucky in life.. ??
How can someone who truly believes that there’s absolutely no reason for them being here have the strength to keep living?,1,How can someone who truly believes that there is absolutely no reason for them being here have the strength to keep living?
"Ppl think it's just so easy to change your whole life, but it's not. Ugh, money ",1,"Ppl think it is just so easy to change your whole life, but it is not. Ugh, money"
Looked at a sparrow and thought about God's eye being on it...    shouldnt i find comfort in this?,1,Looked at a sparrow and thought about God is eye being on it.. shouldnt i find comfort in this?
It would be great to have a mother that listens. ,1,It would be great to have a mother that listens.
Just ate half a tub of ice cream half a tub of clotted cream with a shit load of Galaxy on top ,1,Just ate half a tub of ice cream half a tub of clotted cream with a shit load of Galaxy on top
I cant wait to disappear and get forgotten.???” ,1,I cant wait to disappear and get forgotten.??
Yes I have  but I refuse to give up I'm going to keep fighting,1,Yes I have but I refuse to give up I am going to keep fighting
if I could I would feel nothing that's the truth and I don't care. the world is cold and life's not fair.   ,1,if I could I would feel nothing that is the truth and I do not care. the world is cold and life is not fair.
What sucks is when you’re talking to someone and start feeling good about yourself and then they stop talking. You’re left wondering what you said wrong.,1,What sucks is when you are talking to someone and start feeling good about yourself and then they stop talking. You are left wondering what you said wrong.
Not even in a sexual way but I’m just craving affection because I feel like crap. I just want someone to hug me for a couple of hours and tell me I’m going to be okay.,1,Not even in a sexual way but I am just craving affection because I feel like crap. I just want someone to hug me for a couple of hours and tell me I am going to be okay.
My 10 days off work is almost over and Iâ€™ve spent probably about 70% of it in bed.  Thank you ,1,My 10 days off work is almost over and Ive spent probably about 70% of it in bed. Thank you
Not everyone wants to see me happy ????,1,Not everyone wants to see me happy ??
If i stay actually just changed me ,1,If i stay actually just changed me
"- From December 26, 2012 - January 12, 2013 Was The Worst 18 Day's Of My Fucking Life ???¢   ",1,"- From December 26, 2012 - January 12, 2013 Was The Worst 18 Day is Of My Fucking Life ??"
Sometimes I don't want to think because I know that my mind will definitely plunge into imagining the life that will never happen.,1,Sometimes I do not want to think because I know that my mind will definitely plunge into imagining the life that will never happen.
"Dark place last year, I don't want to ever go back to that!   ",1,"Dark place last year, I do not want to ever go back to that!"
"On this day of resolutions and celebration, thinking kind thoughts for everyone fighting ",1,"On this day of resolutions and celebration, thinking kind thoughts for everyone fighting"
I want peace. A life with no conflict. Do I have to die to find peace?  'suck it up or commit suicide'? Is that my only options? ,1,I want peace. A life with no conflict. Do I have to die to find peace? isuck it up or commit suicide'? Is that my only options?
"Emotional day, well time of the year for me ",1,"Emotional day, well time of the year for me"
365/365? Another step closer towards death.,1,365/365? Another step closer towards death.
I didn’t want to wake up. I was having a much better time asleep. And that’s really sad.,1,I did not want to wake up. I was having a much better time asleep. And that is really sad.
"I walk around the house and I see things of Debbie and I think of her. I think of the pain she went through, suffered for so long. All those procedures she went through. Between finding out she had cancer and the pain. Having chemotherapy for a long time. ",1,"I walk around the house and I see things of Debbie and I think of her. I think of the pain she went through, suffered for so long. All those procedures she went through. Between finding out she had cancer and the pain. Having chemotherapy for a long time."
"I'm always uncomfortable, especially now that I've picked up so much weight.  I'm the heaviest I've ever been in my life.  .",1,"I am always uncomfortable, especially now that I have picked up so much weight. I am the heaviest I have ever been in my life. ."
And I'm starting to break down;    pic.twitter.com/0Nk3TChkQq,1,And I am starting to break down;
one sec ur  and the other ur ,1,one sec ur and the other ur
Woke up feeling  AF. Okay. Guess that's how today is gonna be.,1,Woke up feeling AF. Okay. Guess that is how today is gonna be.
I don't think anyone fully comprehends how my back pain affects me emotionally.,1,I do not think anyone fully comprehends how my back pain affects me emotionally.
Never looking for pity. Just looking for company and consolation.   ,1,Never looking for pity. Just looking for company and consolation.
Depression reality: Trapped inside my skin and trying to tear myself out but no-one knows I'm trapped or sees my struggle.,1,Depression reality: Trapped inside my skin and trying to tear myself out but no-one knows I am trapped or sees my struggle.
Fuck fuck fuck fuck    pic.twitter.com/1euSw97Anz,1,Fuck fuck fuck fuck
"I feel like I'm well-liked as well. I mean, I seriously doubt anyone would describe me as anything but kind.  ",1,"I feel like I am well-liked as well. I mean, I seriously doubt anyone would describe me as anything but kind."
gelo.. abis baca ini.. sedih jg yaahh..   it's a very familiar sad feeling and i don't want to be this kind of mother but sometimes i can't help but feel like i'm falling into an inescapable toxic cycle..  i just.. want to cry.. ????    pic.twitter.com/ViQTrHoVRb,1,gelo.. abis baca ini.. sedih jg yaahh.. it is a very familiar sad feeling and i do not want to be this kind of mother but sometimes i cannot help but feel like i am falling into an inescapable toxic cycle.. i just.. want to cry.. ??
haven't been on Twitter all day. ,1,have not been on Twitter all day.
One step forward multiple steps back. Still no idea what I can do about it. ,1,One step forward multiple steps back. Still no idea what I can do about it.
??????????   i can't wait for the bridge to eventually collapse so i don't need to jump off myself. ????   pic.twitter.com/lMO6Tds2He,1,?? i cannot wait for the bridge to eventually collapse so i do not need to jump off myself. ??
Forgot to take my SSRI yesterday. Didn't notice it that I didn't take the meds. Let's see what side-effects the day brings ,1,Forgot to take my SSRI yesterday. Did not notice it that I did not take the meds. Let is see what side-effects the day brings
Sucks when your alone in a big world :( ,1,Sucks when your alone in a big world
Setback after setback after setback  ,1,Setback after setback after setback
I don't remember the last time I've cried this much from being sick.    ????????,1,I do not remember the last time I have cried this much from being sick. ??
really wanting to end my life right about now.,1,really wanting to end my life right about now.
Can't for one moment think why I've never had a girlfriend. ???•    pic.twitter.com/GkMrIhR6LI,1,Ca not for one moment think why I have never had a girlfriend. ??
Feeling depressed. Need to find who i am and job wise,1,Feeling depressed. Need to find who i am and job wise
Hi // I'll be gone for a while // stay strong    pic.twitter.com/vcnKc6gsDC,1,Hi // I will be gone for a while // stay strong
Found out something today apparently im a bad person???? ,1,Found out something today apparently im a bad person??
This night went to hell…can't I ever shut up…,1,This night went to hell cannot I ever shut up
Im like lost without waterfowl hunting or bowfishing.,1,Im like lost without waterfowl hunting or bowfishing.
I miss those days whn i used to forget bout my worries by jst talking 2 u..i miss u badly mere jigrii..???”  ,1,I miss those days whn i used to forget bout my worries by jst talking 2 u..i miss u badly mere jigrii..??
"Have you ever felt so  and , that you had horrible thoughts?Who do you turn to when you have no one? No one you can trust",1,"Have you ever felt so and , that you had horrible thoughts?Who do you turn to when you have no one? No one you can trust"
", , ,.. Stfu You're only 15 You just started your life",1,", , ,.. Stfu You are only 15 You just started your life"
 for me is the past 8 years of lies and deception!  pic.twitter.com/NDLoUwMrFi,1,for me is the past 8 years of lies and deception!
"Be vewy, vewy quiet. I'm hunting my low self esteem, you wascalwy depwession you. Or, why I don't own a gun.  ",1,"Be vewy, vewy quiet. I am hunting my low self esteem, you wascalwy depwession you. Or, why I do not own a gun."
That moment when u really need a hug bt u alne and ts midnyt...will jus hug a pillow instead..,1,That moment when u really need a hug bt u alne and ts midnyt..will jus hug a pillow instead..
"Only difference being that now I hurt more than so, because  led me to vertebral, sacral, radial fractures. GG N1 2016.",1,"Only difference being that now I hurt more than so, because led me to vertebral, sacral, radial fractures. GG N1 2016."
"Laying in bed eating dinner for one, watching netflix! Surely there's more to life?!   ",1,"Laying in bed eating dinner for one, watching netflix! Surely there is more to life?!"
Balling my eyes out because I only have 3 days left with Zachary and I work....????,1,Balling my eyes out because I only have 3 days left with Zachary and I work..??
Feels like no one wants to talk to me   ,1,Feels like no one wants to talk to me
"Silently screaming for help inside, wanting to die and wishing someone would see and help me   ",1,"Silently screaming for help inside, wanting to die and wishing someone would see and help me"
"Ending the year the same way it started, depressed. Here's to a happier, more positive year!   ",1,"Ending the year the same way it started, depressed. Here is to a happier, more positive year!"
":) I hate this emo and this feeling ""fake smile"" ",1,"I hate this emo and this feeling ""fake smile"""
"Me: My ""check engine"" light is on. Mechanic: Which car? Me: No I said mine.  ",1,"Me: My ""check engine"" light is on. Mechanic: Which car? Me: No I said mine."
Omg why does everything have to take so long?? If it's my call it should be quick. Just want my baby girl back. ,1,Omg why does everything have to take so long?? If it is my call it should be quick. Just want my baby girl back.
"Makeup on, comfy yet nice looking jeans and top on. Ok, we can do this.   ",1,"Makeup on, comfy yet nice looking jeans and top on. Ok, we can do this."
"Too ill and broke to go out tonight, so gunner sit in order fish and chips and watch it on the telly! ???³???­ ",1,"Too ill and broke to go out tonight, so gunner sit in order fish and chips and watch it on the telly! ??"
I give up! #simples #unhappy #fedup,1,I give up! simples unhappy fedup
Sometimes I just wonder is it all worth it  ,1,Sometimes I just wonder is it all worth it
"I don't give two shits anymore about anyone who cba with me, your like the cancer that is killing my nan so Fuck you ",1,"I do not give two shits anymore about anyone who cba with me, your like the cancer that is killing my nan so Fuck you"
This last year has been the most mentally/emotionally draining and exhausting year ever. I’m just not the same person I used to be since he left me??,1,This last year has been the most mentally/emotionally draining and exhausting year ever. I am just not the same person I used to be since he left me??
I wake up everyday wishing i didn't.....   ,1,I wake up everyday wishing i did not..
Manic depression has taken by soul I wish I could all this pain away,1,Manic depression has taken by soul I wish I could all this pain away
when u want bae to be bae but he caps ur relationship at fam,1,when u want bae to be bae but he caps ur relationship at fam
I wish the best to those dealing w/ an internal struggle like mine. I know how hard it can hit at times.Depression hurts.,1,I wish the best to those dealing w/ an internal struggle like mine. I know how hard it can hit at times.Depression hurts.
I dont usually feel much...but when i do...it sucks so much   ,1,I dont usually feel much..but when i do..it sucks so much
I thought leaving would make it better. It did but then it got worse .    â�¤ï¸�,1,I thought leaving would make it better. It did but then it got worse .
Broken As I take this shattered glass And run it down my skin I hope for you the best In your devilish sin,1,Broken As I take this shattered glass And run it down my skin I hope for you the best In your devilish sin
DA NEW YR ALONE I AM  BCAUSE OF WAT HAPPENED 2ME ND NOW YA'LL WANA MAKE MY  WORSE!?!I'VE TRIED MY BEST 2GIVE CHANCES I_,1,DA NEW YR ALONE I AM BCAUSE OF WAT HAPPENED 2ME ND NOW YA'LL WANA MAKE MY WORSE!?!I'VE TRIED MY BEST 2GIVE CHANCES I_
Only thing I've done today is brushed my teeth & took a bath ...  ,1,Only thing I have done today is brushed my teeth & took a bath ..
This loneliness is a black hole in which I cannot seem to escape... ,1,This loneliness is a black hole in which I cannot seem to escape..
"When I meditated and was healthy, i was much happier and contented...when I had my stroke in the 90's, less so. With my maladies and  burnout last decade, even more less so. The  was pervasive. Discovering this technique gave me some emotional control back...  pic.twitter.com/YS6sWOvlr3",1,"When I meditated and was healthy, i was much happier and contented..when I had my stroke in the 90 is, less so. With my maladies and burnout last decade, even more less so. The was pervasive. Discovering this technique gave me some emotional control back.."
"Why the fuck am I hanging on this long, why don't I just kill myself? Oh yeah because I still have false hope.  ",1,"Why the fuck am I hanging on this long, why do not I just kill myself? Oh yeah because I still have false hope."
hi i cant get out of bed because im,1,hi i cant get out of bed because im
HealthTap: I haven't eaten anything all day because I feel  and low What should I do? ,1,HealthTap: I have not eaten anything all day because I feel and low What should I do?
I'm not sad. I'm sick.,1,I am not sad. I am sick.
"Waiting for my ins. to kick in so I can get treated for depression. Until then, for a mere 50 cents I can feed these turtles. They make shit therapists though. They keep telling me to drown myself in their pond so I can become one of them. It’s not bad they say ???????????.   pic.twitter.com/0QJRWUgAPH – at McGough Nature Park",1,"Waiting for my ins. to kick in so I can get treated for depression. Until then, for a mere 50 cents I can feed these turtles. They make shit therapists though. They keep telling me to drown myself in their pond so I can become one of them. It is not bad they say ??. at McGough Nature Park"
Can't sleep.. been awake for hours! Still haven't come up with an answer.. #stressed #cantsleep #sotired ,1,Ca not sleep.. been awake for hours! Still have not come up with an answer.. stressed cantsleep sotired
When you've single for so long and start to wonder do you even still know how to hug ,1,When you have single for so long and start to wonder do you even still know how to hug
"Well, I just had the most depressing dream. It was when I finally found a beautiful girl to call my own, and we had a long, lovely kiss. ??  Only to discover.........it was only a dream. ??  Thank you, dream, for messing me up inside with a LIE!   ",1,"Well, I just had the most depressing dream. It was when I finally found a beautiful girl to call my own, and we had a long, lovely kiss. ?? Only to discover..it was only a dream. ?? Thank you, dream, for messing me up inside with a LIE!"
Just realized I was too depressed yesterday I haven't ate,1,Just realized I was too depressed yesterday I have not ate
One of the saddest day of this year for me ??    ( hope to get out of it soon) ??,1,One of the saddest day of this year for me ?? ( hope to get out of it soon) ??
"It doesn’t help that I live on my own in a bachelor apartment the size of a storage locker. I need to find a bigger, & better apartment. , ",1,"It does not help that I live on my own in a bachelor apartment the size of a storage locker. I need to find a bigger, & better apartment. ,"
Idk how I’m gonna be able to go to lover I have to buy tickets with my own money and I’m literally broke,1,Idk how I am gonna be able to go to lover I have to buy tickets with my own money and I am literally broke
"I don't want,to be bother such a screw up ",1,"I do not want,to be bother such a screw up"
"Being so fucking composed all the time is getting tiring, I need to have a mental breakdown at some point   ",1,"Being so fucking composed all the time is getting tiring, I need to have a mental breakdown at some point"
I feel so mentally tortured right now. Dunno what to do  &  Feel completely out of control.,1,I feel so mentally tortured right now. Dunno what to do & Feel completely out of control.
I'm just going to say it. I'm a complete fucking mess here! Seriously wanting to just run and kiss a certain individual. She knows who she is. I can't tag her in it tho. She is still my better half.,1,I am just going to say it. I am a complete fucking mess here! Seriously wanting to just run and kiss a certain individual. She knows who she is. I cannot tag her in it tho. She is still my better half.
I am so sad I have to work on Christmas. My favorite time of year & I'm gonna be working &/or alone in my apartment ??????????,1,I am so sad I have to work on Christmas. My favorite time of year & I am gonna be working &/or alone in my apartment ??
"â€œI didnâ€™t want to wake up. I was having a much better time asleep. And thatâ€™s really sad."" ",1,"I didnt want to wake up. I was having a much better time asleep. And thats really sad."""
today is my last day of cipralex   - now on to the next drug ...â??ï¸�,1,today is my last day of cipralex - now on to the next drug ..??
"i hate getting so sad to the point where my body completely shuts down, and all i can do is just lay and think about all my problems. ",1,"i hate getting so sad to the point where my body completely shuts down, and all i can do is just lay and think about all my problems."
Applied to 5 universities already. Now I need my Fasfa and scholarship letters ,1,Applied to 5 universities already. Now I need my Fasfa and scholarship letters
People are so thankful for their life around . I get  because I don't feel anything.,1,People are so thankful for their life around . I get because I do not feel anything.
"I have never experienced more of an emotional rollercoaster like I did with my  and  than I did yesterday. Not since I was at least 19. The guilt I feel today for how I treated my child is immense. These disorders are no joke. I'm sorry and I love you, Bug.",1,"I have never experienced more of an emotional rollercoaster like I did with my and than I did yesterday. Not since I was at least 19. The guilt I feel today for how I treated my child is immense. These disorders are no joke. I am sorry and I love you, Bug."
I really feel lk crying right now   ,1,I really feel lk crying right now
Why do i always get treated like this...ugh!!!,1,Why do i always get treated like this..ugh!!
"It's really so sad, these stories about shootings. Makes me feel so  trying to keep my head up and not crash down again. Z",1,"It is really so sad, these stories about shootings. Makes me feel so trying to keep my head up and not crash down again. Z"
I can't even think about football let alone watch it this afternoon,1,I cannot even think about football let alone watch it this afternoon
"Watching Air Force One, good film but not paying much interest in it. Feel too rough ",1,"Watching Air Force One, good film but not paying much interest in it. Feel too rough"
Anyone got kik? I need someone to talk too   ,1,Anyone got kik? I need someone to talk too
Watching your  video is a good way to remind yourself of why you're ,1,Watching your video is a good way to remind yourself of why you are
"I'm okay.  , Thank you for staying when everyone else left.",1,"I am okay. , Thank you for staying when everyone else left."
"how much attention does a kid need that he tags  and  on his instagram post, man up lil bih",1,"how much attention does a kid need that he tags and on his instagram post, man up lil bih"
That moment you miss someone and hurting over the memories and when you got a crush and looked like an idiot going to his dad for his number cause you don't know how to talk to him and looked like a bigger idiot asking to be good friends,1,That moment you miss someone and hurting over the memories and when you got a crush and looked like an idiot going to his dad for his number cause you do not know how to talk to him and looked like a bigger idiot asking to be good friends
What I have to say about not posting since September is NEVER try suicide. Life is so worth so much more than a handful of pills.,1,What I have to say about not posting since September is NEVER try suicide. Life is so worth so much more than a handful of pills.
When you feel like you have no friends at work anymore    out,1,When you feel like you have no friends at work anymore out
I decided to get fat over the holidays from thanksgiving to New Years. This is my last week of pigging out,1,I decided to get fat over the holidays from thanksgiving to New Years. This is my last week of pigging out
Sometimes the most difficult thing for a person is facing themselves.,1,Sometimes the most difficult thing for a person is facing themselves.
I’m so fuckin upset rn. Not coming back to twitter for a while. I’m so fucking done with everything rn. This sucks.,1,I am so fuckin upset rn. Not coming back to twitter for a while. I am so fucking done with everything rn. This sucks.
Will start this new year as I did last one... Jobless and skint!   ,1,Will start this new year as I did last one.. Jobless and skint!
" , every time somebody tries to do something good, so much is fabricated that common man fails to decipher ",1,", every time somebody tries to do something good, so much is fabricated that common man fails to decipher"
Honestly I could use someone to talk to....,1,Honestly I could use someone to talk to..
Jus when something makes you happy it fucking puts you right back in your place ,1,Jus when something makes you happy it fucking puts you right back in your place
"""Depression, a strange yet comforting company.”    ",1,"""Depression, a strange yet comforting company."
No idea what to say to myself ,1,No idea what to say to myself
