Text,Label
Still wondering if SyFy can have a theme song for ?   pic.twitter.com/E7li3gwIfU,0
Every time I see the #GBBO advert..... #sugacravings #yummy #dietgonetohell     😋😋😋,0
117   ??????????????????????????????????????????????????????   ?????????????????????????????????????????????????????  ??????????????????????????????......  ?????????????????????????????????????????????????  ?????????????????????????????????????????????????????????????????????????????????????  ?????????????????????????????  pic.twitter.com/WH8Ft96AfL,0
My biggest wish is to one day have a true friend. To be accepted the way I am.,1
Ten: Amazing the snap power @AdrianMannarino gets off such a short back-swing! #threat @Wimbledon Rd of 16 #ATP 🎾🎾,0
"That moment when the President of a country declares that’s its God that will punish suicide bombers in the country, you know the country is in a state of emergency. ",0
Don't you want to be my girl ?   ,0
Are we all aware thar we are using a hashtag that has Eclipse spelled incorrectly?! @ScienceChannel @NebraskaMed  #SolarEclispe  #giggles,0
One more night in edinburgh would've been perfect ???© ,0
@KillingTheTown is always awesome. But having @ShaneHelmsCom on too? That makes it #tremendous,0
Beware of little expenses. A small leak will sink a great ship. -Benjamin Franklin,0
Happy birthday annie!!!!!!!!!!hope you have the most #best #beautiful #blessed #brilliant #balsamic #bighearted #birthday ever @anniecarney_,0
"@INFOSMESSl Happy birthday, hope you have a good day!",0
IN NEED OF My WAVES and little CURLS,0
One thing that always makes me sad is when I think about my life too much. The key is to keep myself distracted!  ,1
"If you need hope today, ask God into your heart. Then, take  over the devil and cast  away from you â€“Kenneth Copeland",0
if i'd known it was going to go from 78 & sunny yesterday to 61 & cloudy today i still wouldn't have done anything differently ,0
" or ? Non-Profit Organization offers help, 24/7. 1-800-273-TALK (8255)",0
my vibe is being  and  in my local Texas Roadhouse,0
"“A  to life is so important. It’s very possible... by being in a  mood you’re depressing your immune system, meaning you cannot fight diseases as best you can.” Drs. Joan and Peter Cohn. Get out there and spread  today!",0
Happy new year - thank you for moving against  with us! ,0
"@catherinerusse2 ooh, how I'd dance with glee around the living room if you emerged from the Tardis at Christmas!",0
I got to ride with and witness Amanda Coker break a 77 year old bicycling world record. Awesome athlete!  #amandacoker #tdf #relentless,0
I could really go for a giant glass a milk and I have none.  ,1
Phone ring at anytime now . ??¤¦??�½â€�â™€ï¸� ,1
Edge of my seat @GameOfThrones loved it #dragonsontheWall ,0
A UK loss to Louisville makes my heart hurt.  ,0
Not ready for vacation to be over.   ,0
Cavalry Style Electronic Cigarette  pic.twitter.com/3ia1npbgPU,0
Tonight couldn't feel less like Christmas Eve,0
"Not being lonely involves so much more than just being in the company of others: a sense of community, a tribe, common values, goals, shared rituals, shared risks, the warm feeling that you are surrounded 24/7 by people who will risk their lives for you.   ",0
I lost in a maze. How to escape?,1
Do you set boundaries for yourself. Not doing so will eventually create unintended stress and anxiety. Setting boundaries will make life a whole lot easier.,0
Chocolate cake for supper.,0
"Feeling a little depressed this evening, was wondering if this was connected to my little drink or just coincidence   ",1
"When being #productive (doing the things that NEED to be done), #anxiety levels decrease &amp; #libido increases. #personalsexuality",0
So much for Xmas eve   pic.twitter.com/0hIsigongM,0
The day when I don't fuck up anymore is the day I will be successful.... ,1
I have so many things to look forward to ☺️ #positive  #lifeisgood,0
"I feel like I broke myself. I feel fractured and tired and I can't stop blaming myself like a broken record. I'm finding it so difficult to just survive, but I am surviving and so are you. I guess we can do this   ",1
Today just isn't a good day for me. :( ,1
YouHaveToStudyWorkHardajajkskanakaoanakaa aaaaand BOOMSHAKALAKAAAA ??™ƒ??™ƒ   but ,0
i think i'll be sad from today until 357632477 years later....im not getting over this sadness,1
u can get an oreo shake at burger king,0
"If you want a  treatment with little/no side effects, then you want to ask for  Therapy! pic.twitter.com/fJgV89iagH",0
"You promised you wouldn't leave, lie or hurt me. . .  But now I'm stuck being all alone, waiting for you to need me again. . .   ",1
thankfully music saves me everything  ,0
"Home … Grab a cheer for and check out our sweet early bird deals. Have a safe, free day",0
Never in my life have i ever been included. Then when I had my daughter i still never got included on my own 24.7 and now I have 2 kids still it happens to me.    pic.twitter.com/Bt9J2yE4Zz,1
i was so confused but then my inner fujoshi was screaming and like i was trying so hard not to smile or laugh,0
104  ???????????????????????????  ???????????????????????????????????????????????   ???????????????????  ?????????????????????????????????????????????????????????????   ?????????????????????ww  ???????????????????????????????????????????w   ?????????????   ??????????????????????????????????????????????????????????????????????????????,0
Skyq is 👌🏼 but it's about time @SkyUK sorted there internet out! ,0
I can still fucking hear you bitch.,0
Yay... a big shout out for my friend @GuptaJuhi90 . Welcoming her back on twitter. She a terrific writer. Stay tuned for tweets.,0
"Such is my life! Too many weekends lost this summer to the damn IBS! So, so sick of it!   pic.twitter.com/z3Kw5dKl6K",1
Chad and Sarah is honestly me and my ex 10 years ago 😂😂 #CBB #horrifying,0
"we all think about it, some more than others \n\n#death #sad #depressed #suicide",1
@SSAFA Congratulations #DamianDagg and #JoshuaThorne. I wish you a  #future #together❤️,0
The worst part of working  is the  due to f'ed up melatonin and cortisol cycles.  ,1
It's been 1 year since my husband and I flew to NYC for Christmas ????????,0
We are #successful the moment we start toward a laudable goal #JBenson #success #quoteoftheday #happiness,0
Been left and grandma's house want to see mummy and daddy   ,1
"It is 4:30 AM, crying baby since 1 and my missus is tucked up in bed with earplugs. Not her problem...   ",0
this year keeps getting more depressing and disappointing,1
Mayweather's trash talking is on par with Nate Diaz #terrible would love to see McGregor KO him #MayweatherVsMcGregor,0
cant believe im back at work tomorrow!,0
105    ????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????  ?????????????????????w?????????????????????w   ?????????????????????????????????????   ????????????w  ???????????  pic.twitter.com/hk5DWfjQ6P,0
"Loneliness frazzles the body, mind and soul.  Sounds muted outside of, the sound of silence...deafening.  ",0
"@iamsiroberts Go and see the hell hole which is Halton, now that'll depress you.",1
????? ?? ???? ?? ?? ??? ????? ??? ??..!,0
Olivia is a prime example how you can be gorgeous on the outside &amp; have a really shitty personality! #looksainteverything #loveisland ,0
Good Morning #start 2Wheel #free course *Pune *8888006565,0
Have to be skinnier.  Have to be prettier.  Have to be smarter.  Have to be anything  But myself.  ,1
No one ever looks happy on a bus  ,0
Really trying to not look at tweets or watch any videos from Alison’s first red rocks show I am,0
"When all your family is out and you're reading a book, good times, good times???? ",0
135   ?????????   ?????????????????2??????  ?????????????????????????????????????   ?????????????????????????????????????????????????????????????????????????????   ?????????????????????2?????????????????????????????????????????????????????????????????????????????????,0
"Always laugh when you can, it is  cheap medicine 🤣",0
" good evening all! I have had a most interesting and life - defining day. How about the rest of you? Feeling well, bad, middling, over the top, or what? I'm  but trudging through its muddy presence with all my might!",0
no new years looks tonight girlies i am ,0
Depression bit me so hard it took me months to get back on social media,1
Going to #BigApple tomorrow! Loving #NJTransit #commute! Wearing #khakis #whiteshirt #maybeblue #brownshoes #macys #joy #jealousyet?\n#usa,0
"You know, late night tv is thematic. Farmer's Only ads mixed in with some Asian chick in a Football jersey talking about Viagra. ",0
",, The solar eclipse was really cool.. #inspiring!",0
Missing you this Christmas    pic.twitter.com/QfzTBKqHpz,1
"I'm very unhappy, I don't have a girlfriend, I don't have a Boyfriend and I don't Like where I live   ",1
so..had to restore my phone today..all my beautiful memes and stickers are gone..I feel like my son died.,0
"If you’re feeling depressed know that your not alone. Know I see u, I hear u and I support you. Know that I am masters level trained therapist. Know that while it’s ok to pray it’s ok to seek Professional help too. Know that Black people men and women are not immune.   pic.twitter.com/91hb9sz8se",0
Guys!!! I’m  im leaving Twitter!!! Am blacking out! ????????  pic.twitter.com/2ZPKNJ2QzA,1
I will choose to leave than to live..,1
I can't believe the amount of junk food and how long it's lasted in my kitchen 'sabitch,0
psa: if you read while you're laying out you sort of forget about the boiling sun and the sweat poring down your face 🙌,0
LEARNING TO LOVE YOURSELF IS THE HARDEST TASK YOU HAVE TO ACCOMPLISH IN LIFE FOR A LOT OF PEOPLE.  ,0
I feel like I'm annoying like Always…,1
You hold my every moment you calm my raging seas you walk with me through fire and heal all my disease 💕💕💕❤❤,0
My heart goes out to Steve in Corrie. Know where yr coming from mate ,0
"Just realized the last time I was someone’s type, I was donating blood... ",0
I feel like I'm waiting for something that isn't going happen.    pic.twitter.com/duO3xqIPNE,1
"There's no better way to relax than putting on a face mask, having a bath while drinking tea and listening to John Mayer #bliss",0
Is it weird that my  and   turns bad when it comes to  ?,1
"It's as though being with her is depressing, but when we break up it lifts and I go back to the source of the . Hmm.",1
I need to get to a place where I can separate my disconnects from reality. So far the drugs aren't helping much.  ,1
Some people just need to learn how to #smile 😁 and #laugh 😂😂 #live #life,0
"Instead of asking #blessing from GOD the Father, remain #engaged on #pilgrimage of remembrance. Never get #tired on spiritual pilgrimage.",0
"That she feels good, feels no pain, is happy. If there isn't, I'll probably never see her again. Unless there's some other side, like hell. How she may get to that side, I don't know how that would be. She was too much of a saint. ",1
"Infact if you keenly observe all religion haters, community haters are currently down with depression attack.",0
"""At the root of every  is a kind of  - a hopelessness  which springs from the fear that we are nothing and nobody, that nobody  loves us and wants us, that nothing good will ever again happen to us.",0
Three blunts left then I have to re-up  ,0
i thought i was getting better :/ ,1
"""It's all pointless.."" - a statement a  brain would make. Non-depressed brains would probably never come up with it, no matter how bad life was. Ultimately life does look pointless. But we're here. You & I. Alive. Now. Please grab onto life & hold on. ",0
Laughter is vital medicine if you suffer  or . Have a giggle on me :)  ,1
"I could 😭 rn I am so blessed with the friends I have, they support and love me through everything and I couldn't thank them enough 😭❤️",0
im back lol #revenge,0
"Another -like drug that may hold out some hope for rapid treatment of  is lanicemine (Sanacora G, Mol Psychiatry. 2014)",0
"Im so glad you can look at me and say Im ignorant, stuiped, and worthless. Its not like I wanted love and support from my mother ",1
"Just seeing school idols fills me with energy, makes me want to cheer for them and makes me also want to sing and dance together with them!",0
Temp dropped ...sky dark n our birds went crazy in #pdx we enjoyed #SolarEclipse2017 #amazing,0
Granny's out ???” I shall eat chocolate to make myself feel better ???­    ??’”,0
Dick Gregory &amp; Jerry Lewis 2 greats who's creativity and imaginations brought smiles &amp; laughter to place not always illuminated. ,0
That... I couldn't believe my luck. I was so excited to be with her. Or going to be with her again when I lived in Chandler and she lived in Spokane. We connected again through email. And we started talking and texting and emailing. I was so excited.,0
"Happy New Year to you all! Remember the power to make it/you, a happy one, is in yourself  ",0
watching that video and realizing that I've gotten uglier #depressed,1
"Psalm 95:1-7 O come, let us sing to the Lord; let us make a joyful noise to the rock of our salvation!",0
??’•you are supported ??’•    pic.twitter.com/4YrE8XNRtQ,0
Cant wear makeup for a while ????,1
Ya girl was really excited to sign up for informed delivery through USPS so I could see what fun stuff was coming in the mail... plot twist it’s all just bills,0
@HUUEducation Thanks! Happy there are other sabbs here. Hope we can talk at lunch :),0
I just got off work I don't have any food at my house bc leaving tomorrow and McDonald's isn't even open right now,0
Spread smiles around everywhere you go\n#spreadingsmiles #smiles #healtyliving #LaughOutLoud #happinessallaround,0
no matter how many sad ghost man tears he's crying now! you are not entitled to forgiveness just because you're really sad now!!,1
It really needs to start snowing,1
cannot believe i finished all 6 seasons of gossip girl in a weekâ€¦. ,0
"Using one of my favorite movies of all time to express my feelings is sometimes...more just validation than healing, I suppose.   pic.twitter.com/HzUFRLMgKC",1
Having holiday for the first time in 4/5 years â€¦ and i hate it.   ,0
Not making any plans to go out tonight is already proving to be a regrettable decision...  ,1
@Skinnytaste made your Chicken Tikka Masala w/ cauliflower &amp; peas tonight. So delicious didn't even get a chance to snap a pic! #delicious,0
"I thought this was supposed to be a happy time of year, but honestly this is always the most depressing time of the year. ",0
The only causal factor in  that ties everyone together is an overwhelming feeling of . A kind word can save a life!,0
"It's sucks when you don't know what is wrong, but you know something is wrong. .   ",1
U know what's very pathetic? The fact that I dearly miss my professors but they probably forgot about me already. #sad #:(,1
whats for #breakfast today ? i have 2 slices of #bread out i #toast them #spread them with #butter &amp; #strawberry jem and yum #delicious !,0
It's not always the tears that measure the pain. Sometimes it's the smile we fake.,0
You wanna know what is sad? Having a broken family while dealing with a broken heart.,1
Why is it when girls got broken they cut their hair?   depression always got me here i ??,1
"'..... wear loose-fitting clothing, which allows your skin to breath and prevents irritation in at risk areas....'",0
@pattonoswalt @EricaRoman_ Amazing how folks are foaming at the mouth to judge. We're happy for you @pattonoswalt !!!!!!!!!!,0
@coachforward Respect breeds cooperation whereas fear breeds doubt. Well said,0
"A #happy woman is always ., A #beautiful woman !😊😇\n#womanhood #beingwoman.",0
Happy holidays and Merry Christmas. It's a rough time if you are . I know. It will be over soon.,0
" people may have problems concentrating, remembering details or making decisions, and may contemplate, attempt or commit suicide.",0
It's a good morning today and I'm feeling lively 😊 #goodmorning #happy #lively,0
@RuthieeL &amp; @EamonnHolmes are total entertainment on @thismorning #brilliant #sofunny #myfaves,0
"Despite the weather we are having, we shall be at the stall with hot food and drinks on Saturday. Come and say hello to the team   ",0
Even 'Pandar Molom' Is More Successful Than Me...,0
We need a newspaper/channel that shows only positive n inspirational stories.This period of  is awful why  album is apt,0
"It’s a bit funny to me, although you’re everything to me\nsometimes I am no better than a stranger\n-Sing for you- 😊",0
When your idol Julius is murdered by senators... ,0
Hard to believe right now BUT there's a World waiting for your contribution-JesusChristWillHelpYouAccomplishYourDream-Ask  ,0
@MarcMero Happy Aniversary to you both! Hope you have a wonderful day!,0
@DiceMore I guess she got tired of her war on Tony that's been raging for about a year.,0
@FuthieMasina Lol nah u subscrib 4 R60/pm. N pay R3 each day thus anada R90/pm. Lol stream n use de app using ur data. #smiles,0
never had a dull moment with u guys 💕,0
Believing in yourself is key in attaining what you want in your life. #start believing in yourself,0
dark lucha truly is the best,0
I wish for my Powers be multiplied and the Insight that I had into their understanding be made clearer #joy,0
@atrsya_ You truly decide your own happiness 😊,0
It's only 7:20pm and I'm off my tits on alcohol   ,1
@rhyshenllan @disabledsg yes I like the idea of it . Waiting for details 😀,0
"Friends & family should be on your side when it comes to helping you manage & eventually beat . Being open about your illness with those close to you can help them understand what’s going on for you, and why they may think you’ve “not been yourself.” ",0
"Keep wondering how my life could've turned out, if not shaped by certain . Feeling  & .",1
Words are simply amazing people can twist them and make them say anything 😅,0
"Be yourself. If you can't love who u are then how can u expect someone to ""love""u.    ",0
"You turned my world with a smile, and you take my heart with a kiss",0
Realized that not ever having children has made me .,1
The 1st thing I do when I'm  is look up sad things. I think I need to be looking up happy things instead.  pic.twitter.com/7h5BkVZKB8,1
I really just can't live life accepting the fact that Chris Pratt is married to someone else ,0
Ugh. Woke up to the same acne covered face this morning... Yyayyy????,0
"Ever reach a point in your life when you realize you'll be broke in a couple years, and you just feel like IF MY BIG BREAK IS COMING, PLEASE LET IT BE NOW?   ",1
May God grant us the ability to see His unfailing love fill the earth 🌏 #Psalm33:5 #awe,0
@blonderella26 @Seahawksfan7777 @Shitlery @afern_alex @eugenegu @tonyposnanski @realDonaldTrump She's getting mad just like we like it 🤣,0
Volunteering today with my cousin at a community centre putting on a spread for those alone at  Say no to  at  pic.twitter.com/MJEHIwdpD5,0
"#ThursdayThoughts The richest wealth is #Wisdom, the strongest weapon is #peace, the best security is #faith &amp; the best tonic is #laughter",0
Walked outside and saw this nigga catchin the fade   pic.twitter.com/DiqoKV0Eix,0
"???????????? ???? ???????????????????????????? ???? ???????? ?? ???????????????? ???? ?????? ?????? ??????????????, ?? ???? ?????? ?????? ?????? ??????. ",0
The worst part of my life is...  Taking down the Christmas Decorations...I am now,0
"Wear a smile, one size fits all. #inspire #simple #simplethings #motivation  #health #healthcare #relax #goals",0
"There are parts of you that wants the sadness. Find them out, ask them why",0
@CCfunkandsoul happy birthday mate ❤ hope you have an amazing day xx,0
Just got some very unpleasant news about my uncle...I am so happy that Marijuana exists.,0
I strongly believe in there if  for everyone. I haven't met it yet.,0
Honesty & Bravery are wonderful traits. Traits of a great human.  Great humans triumph.   ,0
this year was fuckd up I can't wait for it to be over I hated this year still depressed hard time getting over it  ???¢??????’”,1
"Making me so happy that I forget to be  ,   and   . Thank you, baby ????",1
"Insomnia is common among the . In the typical pattern, a person wakes very early and cannot get back to sleep.",0
#note8 #animated said pen. Amazing. Wife loves this one,0
Morning all! Here's to a #wonderful #Wednesday with #warm #weather &amp; #happy #holiday makers may the #sun #shine on #Cornwall #kernow #enjoy,0
Music can be the worst or best thing    pic.twitter.com/X3zNEgk9td,0
", , and  all serve very important roles in our lives. A much more important role that a positive tag line, designed in most part, to silence them, or you (e.g. “it could be worse”)!  We aren’t one size fits all.",0
With nasal spray of  ketamine being introduced by end year it’s administration will be safer. However it is pricey so IM/IV ketamine will remain for treatment resistant .,0
My night was amazing and awesome than it turned to shit really quickly,1
I thought when your in relationships with someone they are suppose to help build you up not tear you down,1
Completely sick ??¤’ On my way to the hospital instead of a Christmas party ???§  ,0
"   God, please help me.",1
We're all #laughing! Eddie Izzard has begun #his probe #into fuzz wrongdoing involving the house of Osiris.,0
@OhVarsity is it ok if the opening to your podcast makes me sob happy tears,0
@ChickfilA has forever changed my life 😍 #blessed,0
Your smile could never make me frown.,0
"do you feel  ?  ?  ? direct message me, i would love to interact with you guys ???„???„",0
Don't glorify . Don't rationalize .  pic.twitter.com/9kcwhSIjeR,0
"this is one of those nights where I just want to get in my truck & drive, & think. .? ????",0
Genuinely and perfectly #happy,0
“Have no #fear of #perfection - you'll never reach it.” ― Salvador Dalí #Agile #designthinking,0
I'm running out of time. I don't know what I'm gonna do right now.,1
When all you want to do is spend Christmas w. Your husband & mommy but none of that is possible so I'll drink for the next 2 days ,0
something epic  out of a sense of  Sort of a desperation Through that desperation we feel we have nothing to lose,0
very depressed rn... just got done crying my eyes out again:/ but feeling very masculine rn...    pic.twitter.com/nLb1sEozuU,1
Don't feel good at all right now    no one to talk to,1
Just wish people understood mental illness   ,0
i didnt get the ariana calendar.,0
Am I drinking  and being  before going into work? You’re damn right I am????,1
"Being back in my hometown, such little time I get for myself to be  as I truely am. Feel so choked by pretending I'm okay.",1
"@sanga_wardene Probably, the way you converse...sounds funny, and I can't suppress a giggle. 😊",0
I'm not go to the beach next week ,0
Can't go back to sleep and I got work in 2 hours..,0
NOOOO! One of my car speakers just blew out ??”????«???­???¶ ,0
These overwhelming emotions are too much,1
@ian_beckett Have the most wonderful day Ian. ,0
i got a place at that school and i start monday!! i'm so excited! (even if it is just 3 days haha),0
I'm gunna be on #streamate tommorow. This week was busy. Check out my #snapchat #shower #show on #premium #snap me #webcammodel,0
Look at those U ❤️ like #Okja looks at #Mija - Be a #Mija &amp; help sum1 in need-remem 🐖🦃🐓🐄🐾feel just as we do.. #love #fear #longing and #pain,0
"People come and go, but life is simply about seeing who cares enough to stay. ",0
Why did I have to run into the one person in thos world I don't wanna see today? I just want my peace! ,1
Out drinking by myself self got that  feel today bois,1
Been feeling so depressed today I think my problem is I have a big heart or maybe its the fact that I do care idk  ,1
Good morning family to all of you who took the time to wish mom a HAPPY BIRTHDAY Thank you from my ❤ love you be blessed,0
To be alone is lonely or freedom...   pic.twitter.com/eqnKrbjoXr,0
"The Gateway to Freedom Kit when you need the tools to break  from ,  and keep going. pic.twitter.com/WtML2wyu7y",0
This is a tragic day lads ??   pic.twitter.com/QvHVGfnJFZ,0
"I didn't know, that there existed such sheer and utter joy and contentment, as that which I am now experiencing. #grateful 🙏🏽",0
"fuck no, rita died. I don't even wanna finish dexter ",0
I can be so emotional... Way too emotional! ,1
it takes sadness to know happiness\nabsence to value presence,0
my whole day was spent in my p-jays  its now 6 o'clock and only now do i have to get dressed ,1
Too much niggas knew where my mum lived so we moved her out 😊 definitely one of the best feelings recently lol,0
There are recipes for #porkchops w apple cider glaze but has anyone tried the meat steeped in the vinegar &amp; #BBQ w hickory smoke? #delicious,0
I hate when the person you have a crush on has a girlfriend/boyfriend,0
@SandraOldfield I LOVE the comics! #hilarious,0
I wish I didn't feel like I bothered you all of the time.. ,1
Got to love when you can just power through the #workday and everything works out great! #smiling from ear to ear today! 😊😀☺️️😉😁😄😃😀😁 #happy,0
#Eclipe2017 An eclipse carries a large jolt of #energy. This one cut a wide swath across the United States. #Change #excitement #transition,0
I have 2 cuts on my lips and I can't eat spicy food b/c it burns  :'/,0
2015 grand finale: Kalusha messes Phone and Laptop. .,0
@crimemma congratulations on becoming a senior lecturer! Well deserved 😄,0
That dismissal has me looking for a strong drink :(,1
Art hasn't tweeted lately because he lacks  access (and also access to ropes and sharp objects). He's .,0
Right b4 Christmas & bf breaks the news he's not taking me 2  for my birthday,0
talked about suicidal ideation with a friend last night.she confessed to having a plan of jumping off a bridge.I had no idea.,1
"how they seemed to be trying to get people who ask me to block them, but I'm guessing it would be more like ",0
????When your days are grey and he gets the best of you.....even when you don't want to. ????,1
Late dinner with my dad and fam in the mountains. I'm having an appetizer consisting of pop tarts and coffee. #delightful,0
"Oh yeah, it feels so good to be alive and alone here in my joint! Thank God! #excitement ☺️☺️☺️",0
Great start. Exciting new innovation = new challenges. @VisaSecurity #VSS2017 #brilliance,0
Well that was lovely.   Checked church Facebook page and I've been given a five star review for Sats wedding. #bashful ,0
properly n also i am super  i jus wanna deactivate again,0
only exists in a brain that ACCEPTS IT????  pic.twitter.com/bfLLvZRwmn,0
it sucks that my phone got formatted earlier and all contacts and apps are gone 😥,1
I can't afford to be unhappy. I've made it this far and there isn't anything or anyone that's going to take my happiness away.,0
When they end your favourite tv show with the main character dying....   ,0
I can not watch @BobsBurgersFOX  on my lunch anymore. I am laughing way too much by myself for this to be acceptable. #crazylady ,0
I don't want this year to be over ,1
just so depressed anymore ????????    pic.twitter.com/rcv1I6pAk7,0
11 more  til I can stop feeling  I hate ,0
2nd time this week I received services for free. It pays to be nice! #kindness #friendliness #bekind #smile,0
I love the nightmare before Christmas and Hercules so much,0
"@NJ_1288 To spread some cheer in your colleagues otherwise dull life? It's like 'hey dude u got no chills, here have some email' 😜",0
My Hoosiers and Cards both lost today???© AND the sun has been out 2x in the past 13 days!!  ,0
You get  because you know that you're not what you should be...,0
Holiday  and  is common. Design your own holiday celebration. pic.twitter.com/F8MfTFqqIQ,0
"First breakdown at work ),: more to come ill bet money on it ",1
Now playing  -  on Total Dance,0
Today is your day... \nSoar your spirit. \nUnfurl your joy!\nWishing you all a bright week!\n #BloodyCrayonsSpecialScreening,0
"I love a bright life apart from any darkness and toxicity. Plenty of light and colours, smiles and good feelings, a healthy life..🍃🍂",0
I want to leave Depression in 2015! I'm bored of it now. I'm dragging my black dog out for another run,1
When i have nobody to talk to. Nobody to rely on. Trap in my own space. Living becomes so meaningless.  ?,1
@MerkTheWorld This thread is hilarious!!!!,0
ive comed to realize that im never gonna get 1/5  ,0
This is legit one of the coolest experiences of our lifetime. #amazing #solareclipse,0
You always find the most comfortable position in bed after the alarm goes off,0
@itsjordansroom Good morning to you too young lady hope your Tuesday's terrific,0
"The worst kind of grief, screaming crying, is when it's for no reason other than voices in your head and chemicals in your brain ",1
"I dreamt the other day when I would see her again and be with her. At least see her again. I finally got to in 2007. It took us two weeks to decide we loved each other still... looking at the old emails. Or less than two weeks, I don't know. ",1
Eeyore was my favourite Winnie the Pooh character growing up.. now I understand why ??,0
Best day of my life where my 19 year old bestie scared away a 22 year old thug #amazing #inspiring #mongay,0
Youve lost weight howd you do it?  Depression fueled apathy toward food and life in general.  I havent tried that yet! ???’ ,1
"Keep a relentless eye on your goals! Perseverance, joyful dedication, and unwavering focus will get you @AmyLeighMercree",0
Deeply saddened about Carrie Fisher and Debbie Reynolds passing. My heart goes to their family and friends.  ,0
"@Liz_Hanbury Oh no, jumper on again, has it turned colder? 😟 Have a terrific day🙋🏼🌸🌼🌻💕💕",0
how do people cry happy tears? i guess i’ve never really been truly happy?,1
"New Years Eve- The night I dread and dislike the most,particularly at the moment. ",0
When you're on a diet and your whole family orders pizza. ,0
"Everyone is a thief,its just a matter of who is near the money basket.   ",0
EdGy DepReSsEd TeEnAgEr  blacked out my pfp  pic.twitter.com/bsqBWkKqZP,0
@Villesportslaw You are way late to the party my friend. We were all over this yesterday... #hilarious,0
"1st shopping experience with @paytm, what a disappointment! Product still not shipped &amp; they might cancel the order now. #unhappy @Paytmcare",1
Welcome new followers @GibbonWa @Halmarun @CleanFaceSkin We will mostly be talking #happiness &amp; #ethicalfashion Happy to connect :),0
More snow in Boise than here in the AK ,0
I'm the most  person whn i am at home i guess..cuz thn u huv enough time to think abt all the nonsense!!,1
Don't ever frown upon someone chasing a dream. Remember you were once chasing one too. HUMILITY ......,0
Reject . Turn off your tv's or media emitting PsyOps sentiment analysis algorithms of hopelessness. Choose ! ???‡??‘�??�¼??’¯??‘¼??�¼â€¦,0
I am so ready for an #adventure starting to get #bored and #restless need a buddy to #explore with someone who likes to do new things,0
Nobody has ever felt as bad I feel today  ,1
"I was at my aunt's, all happy with my cousins and no music. My dad picks me up and he starts arguing with me now I need my music ",0
Perpetrators admit that it was never the fault of the victim.  Scarred and faultless are the victims of sexual violation. ,0
"If you have NEVER experienced , you can’t pass—& shouldn’t be passing— on decisions people make out of hopelessness & utter desperation.  Trust me, I know!   to the hopeless, they’ll buy it!",0
YOU MIGHT BE TRYING TO FILL THE VOID IN YOUR #HEART WITH ALL SORTS OF THINGS BUT THAT PLACE BELONGS TO JESUS CHRIST #music #worry #love #SMM,0
"@chuckwoolery I Feel sick reading this, when does it end? #dread #civil war? #sad",1
This ruined my whole Sunday!,0
??’•it will be alright ??’•    pic.twitter.com/9yAw9Ze9BT,0
I'm stuck in a situation ! Wanna get rid of this but ways are closed ! Trapped !     ,0
"You can be discouraged by failure or you can learn from it. -- Thomas J. Watson,#motivationalquote,#success",0
"The fourth day you didn't refill your medication because the price was too exorbitant, even with a coupon.   returns",1
@superdupertashy What's with the frown? Cheer up!,0
"Wish I was one of those girls that has a dad that would do anything for them, not a jerk of a sperm donor ",1
Everyday I can't wait to sleep ,1
@AngelaKochuba Thanks for following! Have a #joyful day!,0
Start rehearsals for RSC Open Stages Macbeth next Sunday! Should be good if I can get in the mood! ,0
Woke up looking at my poor shattered phone ,0
when you try your best but you don't suceed!!!😞😭😭😰😰😢😢#Sad #alone #tears #b #bored #boredtodeath,1
"""@freedrugrehabs: Addiction goes beyond drugs and alcohol. When you're , anything has the potential to control your life""ben there",0
My joy is not so light that I will allow Mondays shenanigans to take it away. Hello Tuesday I greet you with a smile,0
Deer season has flown by this year... ,0
The enjoyment of seeing the same thing your ex did to you happen to them! #karma #😂 #whatgoesaroundcomesaround,0
My dads big day is only less than 2 weeks away. 😱 #excited,0
Working New Year's Eve ???? Not going to Newcastle tomorrow ???§ ,0
Its hard to fix my life when I'm surrounded by negativity 24/7.... ,1
My dad *beating my mom*  Me in the other room trying to distract my siblings so they can't  hear my mom crying:  pic.twitter.com/oJDoPee3AB,1
Sometimes we need to revisit old places of pain to heal. ,0
This algorithm can guide management of the next  or Suicidal patient you see in your ED.  covers this complicated and critical Chief Complaint. pic.twitter.com/z3EKgdKzY0,0
#Two legged stool sample... #humor #serious #comedy,0
Sadness overcomes. Darkness beats light. Numbness is relief.  ,1
I want some dick.  ????,0
Damn I don't wanna go to work. :(  lmao,0
"If I did not have to work, I would lay in bed all and talk to no one. ",1
 is a harsh illness I'm a sufferer n wen your at your lowest it's hard to get back up again if u do have depression tell someone,1
Anybody wanna switch places with me and go back to Hawaii tomorrow?!,0
Just gunna sit here and chew til my gums bleed.. ,1
When Austin lets u take a rest day #tears #happy #crying #amazing #bestdayever #kindasad #cantfeelmyarms #actuallydieing,0
"Life is a privilege. Don't waste it on the b.s. emotion of . Celebrate life's silver linings, be parent and inspired.",0
We can never allow degradation of self so low by external events that we as human beings ever give up or give in to feeling .â€¦,0
112    ?????????????????????    ??????????????????   ??????????????????????????????????  ????????????????????????????????????????????????????????????????????   ????????????????????????????????????????????????????????????????????????????????????????   ??????????????????????????   ???????????????????????????,0
So my blood pressure is back up,1
"I managed a continuous 118 day remission in  in 2016,though it was preceded by one of the longest&toughest episodes of depression",0
