Text,Label,text_cleaned
Confidence c|mos not from always being right but from not fearing ho be wrong.-Peter ;. Mcintyre,0,confidence cmos not right not fearing ho wrongpeter mcintyre
If my life is goin to continue bein this boring then am definitely not ready for 2017 ,1,life goin continue bein boring definitely not ready
Chocolate cake for supper.,0,chocolate cake supper
"On this day of resolutions and celebration, thinking kind thoughts for everyone fighting ",1,day resolution celebration thinking kind thought fighting
"""I used to think that the worst thing in life was to end up alone. It's not. The worst thing in life is to end up with people who make you feel alone"".   ",0,i used think worst thing life end alone not worst thing life end people make feel alone
@Shaftesbury_LRC Genius! Love the poster 😃. The #excitement is on for next Monday 😃,0,genius love poster excitement monday
wtf bro 0 stars in my first attack in war fuck this shit man,0,wtf bro star attack war fuck shit man
Today I'm #grateful for\n\nMy car\nMy phone\nMy thumbs\nGoing on walks\n@Twitter \n\nWhat are you grateful for today?,0,today grateful fornnmy carnmy phonenmy thumbsngoing walksn nnwhat grateful today
"Summer is drawing to a close. It's been incredible. Build your life on dreams, kindness, hard work &amp; imagination. #manifest  #music",0,summer drawing close incredible build life dream kindness hard work amp imagination manifest music
The hype is real. #SagasOfSundry #dread is amazing. @JoinTeamAlpha,0,hype real sagasofsundry dread amazing
"After reading about  in academia, I feel like secretly hanging up some posters about the topic around my old university ...",0,reading academia feel like secretly hanging poster topic old university
my whole day was spent in my p-jays  its now 6 o'clock and only now do i have to get dressed ,1,day spent pjays oclock dressed
Today is just Monday and I have one this week before going back to wat I call a nightmare SCHOOL!!  ,1,today just monday week going wat nightmare school
Depression sucks #getHelp  ,1,depression suck gethelp
" again,  my oldest,  only friend.",1,again oldest friend
Lord I know this is not of You. Please give me the tools needed to push thru. I refuse to give n2 the spirit of  ,1,lord know not you tool needed push thru refuse n spirit
That moment when you remember the Blue Bell ice cream in your freezer... After you've left Texas... ????????????????,0,moment remember blue bell ice cream freezer left texas
"I feel like I'm well-liked as well. I mean, I seriously doubt anyone would describe me as anything but kind.  ",1,feel like welliked well mean seriously doubt kind
"Ending the year the same way it started, depressed. Here's to a happier, more positive year!   ",1,ending year way started depressed happier positive year
I dont know how many beers I've had and I dont know how many more im going to have all I know is im getting drunk  ,1,dont know beer dont know im going know im getting drunk
Laying in bed at 1 pm. Yesterday's therapy session hit me harder than I thought it would. ,1,laying bed pm yesterday therapy session hit harder thought would
"It's really so sad, these stories about shootings. Makes me feel so  trying to keep my head up and not crash down again. Z",1,really sad story shooting make feel trying head not crash again z
@ggreenwald Macron slips up and has a moment of clarity &amp; common sense...now he is a raging racist. Sounds right. #LiberalLogic,0,macron slip moment clarity amp common sensenow raging racist sound right liberallogic
"You know, late night tv is thematic. Farmer's Only ads mixed in with some Asian chick in a Football jersey talking about Viagra. ",0,know late night tv thematic farmer ad mixed asian chick football jersey talking viagra
"Amazing how you can be so fatigued and unmotivated, then a few sweet words of encouragement can mobilize you in minutes to leave the house. Words like ""He didn't deserve you"" or ""You can get better."" Or ""Chinese food buffet."" I'm not proud but that's where I am. ",1,amazing fatigued unmotivated sweet word encouragement mobilize minute leave house word like he did not deserve you you better chinese food buffet not proud am
#31DaysOfJoy Laughter brings me so much joy! It's good for the ❤️. #laughter #laughterishealing #laughterisgoodforthesoul,0,daysofjoy laughter brings joy good laughter laughterishealing laughterisgoodforthesoul
Living downtown for the first time while #tiff is happening. Schedule is out today! #excitement #thechildrenact #StanleyTucci #EmmaThompson,0,living downtown time tiff happening schedule today excitement thechildrenact stanleytucci emmathompson
OKAY! TAAS NA KAMAY KO! DI KO MARETRIEVE UNG PICTURES FROM LAST NIGHT'S ROAD TOUR! KILL ME NOW!!! :'( ,0,okay taas na kamay ko di ko maretrieve ung picture night road tour kill now
I don't want this year to be over ,1,not want year
I’m watching my show and its still not keeping my  depression and anxiety at bay. This stress is crushing me :(,1,watching not keeping depression anxiety bay stress crushing
@birdtabs A pleasure! ☺ the directory great way to start exploring new opportunities,0,pleasure directory great way start exploring new opportunity
Dear Life: Please be gently to me.,1,dear life gently me
@dp_srk_rk It's going 3 only. He has berdych tomorrow. Nothing to worry. Easiest draw,0,going only berdych tomorrow worry easiest draw
It's weird that I get 300x more depressed over Christmas break every year.  ,1,weird x depressed christmas break year
Nobody has ever felt as bad I feel today  ,1,felt bad feel today
Anohni is truely a lighthouse in our modern twisted fog. I highly suggest reading that article + purchasing her LP .,0,anohni truely lighthouse modern twisted fog highly suggest reading article purchasing lp
Carly &amp; Theo Blair! Carly was camera shy but still enjoyed playing with her brother here at The Dog House Pet Resort!,0,carly amp theo blair carly camera shy enjoyed playing brother dog house pet resort
"@na_dirs Omg you're savage prof, this is hilarious 🤣🤣",0,omg savage prof hilarious
Bro it deadass suck when you try your best to make one person happy and end up letting everyone down #disappointment,1,bro deadass suck try best make person happy end letting disappointment
Determined to cut the string but have no scissors or knife and I'm  too weak to break it.    pic.twitter.com/bPkMtyrl3t,1,determined cut string scissors knife weak break it
"Hope is beginning to leave my body, one step at a time.  ",1,hope beginning leave body step time
I’m so fuckin upset rn. Not coming back to twitter for a while. I’m so fucking done with everything rn. This sucks.,1,fuckin upset rn not coming twitter while fucking rn suck
", , and  can be scary. Call 314-645-1567 to turn those monsters into smaller obstacles!  ",0,scary turn monster smaller obstacle
"That she feels good, feels no pain, is happy. If there isn't, I'll probably never see her again. Unless there's some other side, like hell. How she may get to that side, I don't know how that would be. She was too much of a saint. ",1,feel good feel pain happy not probably again unless side like hell side not know be saint
Good morning family to all of you who took the time to wish mom a HAPPY BIRTHDAY Thank you from my ❤ love you be blessed,0,good morning family took time wish mom happy birthday thank love blessed
I can't afford to be unhappy. I've made it this far and there isn't anything or anyone that's going to take my happiness away.,0,afford unhappy far not going happiness away
"If you’re feeling depressed know that your not alone. Know I see u, I hear u and I support you. Know that I am masters level trained therapist. Know that while it’s ok to pray it’s ok to seek Professional help too. Know that Black people men and women are not immune.   pic.twitter.com/91hb9sz8se",0,feeling depressed know not alone know u hear u support you know master level trained therapist know ok pray ok seek professional help too know black people men woman not immune
"I don't want,to be bother such a screw up ",1,not wantto bother screw
"Came up here, a new life, after the last divorce and a year of being in pain. Slowly dissipated, but it's never gone. I've been abandoned again. Lost. Taken away from happiness. But I sure hope Debbie, if there is another world, a heaven, that she's in it. ",1,came here new life divorce year pain slowly dissipated gone abandoned again lost taken away happiness sure hope debbie world heaven it
@vvixie Thanks bby 💚 tiff got a pair too so I'll probably steal hers lol,0,thanks bby tiff got pair probably steal lol
@kikisshh @gyorzeppeli 14 year old me is crying in delight right noW AXELLLLLLLLLL  ♥♥♥♥♥,0,year old cry delight right axell
If you want to witness how fucked this society is pass by a school on a rainy day like today,0,want witness fucked society pas school rainy day like today
I feel so mentally tortured right now. Dunno what to do  &  Feel completely out of control.,1,feel mentally tortured right now dunno feel completely control
"i'm just a lil boat in the middle of the ocean: lost, alone, & always getting battered by forces beyond my control  ",1,just lil boat middle ocean lost alone getting battered force control
Me and Cj just broke up,1,cj just broke
Let the  and  games Begin!!  pic.twitter.com/jEa3RabTqs,0,let game begin
After marathoning Chuck on Netflix I've finally finished it and now I'm depressed. Damn you  !!!  ?,0,marathoning chuck netflix finally finished depressed damn
???”???”???”???”???”???”???”  Until the Game is officially over. I assume a Loss... Why?? Bylsma and Lehner. ???”???”???”???”???”???”???” ,0,game officially over assume loss why bylsma lehner
No haircut today ???«    Work in a bit  smh,1,haircut today work bit smh
RT StayYoungMedia Cure your  without the harmful side effects of  … pic.twitter.com/QZzAgrOZbb,0,stayyoungmedia cure harmful effect
just ripped my favorite pair of pajama pants.   ,0,just ripped favorite pair pajama pant
People are so thankful for their life around . I get  because I don't feel anything.,1,people thankful life not feel anything
"@FlamingGrillby 'my own mistakes?' Grisk asked - well, more of a growl 'My mistakes meant that I could /learn/ from them and improve!'",0,amy mistake grisk asked well growl my mistake meant learn improve
OTH got me feeling some type of way.  ???­,0,oth got feeling type way
I find  to be very useful. They give me lots of things to be  about in the coming year.,0,useful lot thing coming year
Don't know why I feel so  today. :/,1,not know feel today
everything is coming back to me all of a sudden. This ... is not a good feeling at all   ,1,coming sudden not good feeling
@cnn please get Sebstian Gorka off of my tv.  The whole trump admin. needs to stop deflecting by talking about Hillary. ,0,sebstian gorka tv trump admin need stop deflecting talking hillary
No job. No car. No money. No worth. .... ..... ....... That’s kinda where I am @ right now.,1,job car money worth kinda right now
"The dictionary words for #joy are – gladness, cheerfulness, exultation, rapture, pleasure, delight.",0,dictionary word joy gladness cheerfulness exultation rapture pleasure delight
Fed up now ???” why can't anything be simple an straightforward not in my life ,1,fed simple straightforward not life
Huhhh fuck... wish me luck!   ,0,huhh fuck wish luck
every time i think abt hobi crying i start crying,1,time think abt hobi cry start cry
I lost in a maze. How to escape?,1,lost maze escape
@queenjlouise @mamaw_gereck awe thanks 😊,0,awe thanks
11:05 on a Saturday and im home alone watching Eragon.  ,0,saturday im home watching eragon
Finally the fuck shit was sending fast ,0,finally fuck shit sending fast
"you all depression ever made you stay home and cancel plans for weeks, but then feel like you're going crazy cuz you're home all the time? ",1,depression stay home cancel plan week feel like going crazy cuz home time
Gm and have a  #Tuesday!,0,gm tuesday
@LFC_Povey I'm enjoying this so much😂 they're hilarious. I've a headache from laughing... I need to stop now.,0,enjoying hilarious headache laughing need stop now
Why are these fine guys on my timeline? Get off your too hot for me. I can't take it anymore.,0,fine guy timeline hot me anymore
"My phone is now strictly for music, memes, twitter, and YouTube bcx nobody calls or texts me???? ",1,phone strictly music meme twitter youtube bcx call text me
They leave you with so many unasked and unanswered questions.... #Grandparents #sadness #myroots #abuelitos,1,leave unasked unanswered question grandparent sadness myroots abuelitos
"When your entire dance company that you haven't seen in years is getting together, but you're the only one not going ",0,entire dance company not seen year getting together not going
I am in complete Christmas withdrawl #???¥  ,0,complete christmas withdrawl
i think i'll be sad from today until 357632477 years later....im not getting over this sadness,1,think sad today year laterim not getting sadness
Is it true that what ever doesn't killl you makes you stronger?   I'm not so sure.    pic.twitter.com/RzFBCeaGn2,0,true doe not kill make stronger not sure
This has simply been the hardest week n a half of my life. Gotta keep pushing thru. Only 5 more days til I get some answers. ,1,simply hardest week n half life gotta pushing thru day til answer
In times like this is when I wonder how it will be like to just be by myself????,1,time like wonder like just myself
#Bible reading today shows us the Lord has done #great things for us &amp; we are glad. Our mouth is filled with #laughter &amp; tongue with singing,0,bible reading today show lord great thing amp glad mouth filled laughter amp tongue singing
McGregor is a clown 😂😂😂 #hilarious #MayweatherVsMcGregor,0,mcgregor clown hilarious mayweathervsmcgregor
Can't wait to be rid of 2014   ,1,ca not wait rid
I screwed myself over today by refilling my medication holder with the wrong amount of Zoloft. WTF self. That was dumb.  ,1,screwed today refilling medication holder wrong zoloft wtf self dumb
When you've forgotten how to speak when you haven't had anyone to listen to you for a long long time.,1,forgotten speak not listen long long time
I'm not doing so good…????…I keep overthinking…    pic.twitter.com/EHOToC0XWD,1,not doing goodi overthinking
"fallen for the temptation that is @alwayssunny, brilliant show! #hilarious",0,fallen temptation brilliant show hilarious
Loneliness is probably one of the worst feelings there is. That’s why community is such a high priority for us here at Christians Against Poverty. We want our clients to know that they’re not alone - we are on their side.,0,loneliness probably worst feeling is community high priority christian poverty want client know not side
This morning has been hilarious 😂😂,0,morning hilarious
"""I'm telling you, the  eats you alive""",0,i telling you eats alive
"So, apart from one 10 minute medical appointment, I haven't seen or spoken to another person since Sunday.   ",1,so apart minute medical appointment not seen spoken person sunday
Happy 1 year anniversary to me &amp; my shawty❤️😭🌸 it's been an amazing year together.,0,happy year anniversary amp shawty amazing year together
Hello darkness my old friend  I've come to talk with you again...,1,hello darkness old friend come talk again
"At least  is over 26 minutes ago, but the effects of the Twitter torture still lingers inside of me. , .",0,minute ago effect twitter torture lingers inside me
"""Beautiful, delightful, noble, memorable, as is the world, I yet am well content in my shady crevice"" Christina Rossetti  ",0,beautiful delightful noble memorable world content shady crevice christina rossetti
@ntyrbbygrl U make my heart flutter,0,u make heart flutter
Why the hell is no one around when I need them,1,hell need
"Live a normal life and have friends and go out and have fun, believe me. But my    etc all stop that. Not by choice???¢",1,live normal life friend fun believe me stop that not choice
"If all the lights in the world were turned on, I'd still be shrouded in darkness   ",1,light world turned on shrouded darkness
Reality has set in.  I'm jobless.   ,1,reality set in jobless
Can't believe I'm missing my favourite night ??’” ,1,ca not believe missing favourite night
Holding a #grudge is like allowing someone to #live #rent #free in your #head #WednesdayWisdom #MotivationalQuotes,0,holding grudge like allowing live rent free head wednesdaywisdom motivationalquotes
@tiffanyreisz Never a dull moment with you two😂,0,dull moment
It's not selfish to love yourself...it's necessary.     pic.twitter.com/cemC66SQc3,0,not selfish love yourselfit necessary
My boyfriend told me he is tired of my shit. I keep on hearing that sentence out of a big fight. No one realizes that i don't want this shit. I was raped by two men when i was 15. And i found out my dad isn't my real dad. My real dad wanted me aborted,1,boyfriend told tired shit hearing sentence big fight realizes not want shit raped men dad not real dad real dad wanted aborted
PUPPY FOR ADOPTIONS !!! Happy pics!! Please SHARE for exposure! Put out the word to good adopter prospects!...,0,puppy adoption happy pic share exposure word good adopter prospect
Aw man im outta pizza rolls ,0,aw man im outta pizza roll
stage of my  when everything loosing meaning but i dont think i am ,1,stage loosing meaning dont think
"If there is no God, then there is no purpose, it is why the soul is sucked right out of a man, who doesn't know God... ",0,god purpose soul sucked right man doe not know god
When you feel like you have no friends at work anymore    out,1,feel like friend work anymore
RT talkspace  costs companies $52 billion/year in absenteeism & reduced productivity; results in 400 million lost work days/year…,0,talkspace cost company billionyear absenteeism reduced productivity result million lost work daysyear
"physical wounds heal, people forget what happened to you, how hard you have to fight the demons inside every day. I wish people could see how hard every day is for  have 1/6 of my brain missing, some days are bad...   pic.twitter.com/6d8IwVHsfG",1,physical wound heal people forget happened you hard fight demon inside day wish people hard day brain missing day bad
Thank you everyone for your support. I've been struggling with a lot and you've really helped me feel a bit more human and a bit less alone. I hope you guys are feeling less alone too,1,thank support struggling lot really helped feel bit human bit alone hope guy feeling
"She would have some understanding. But noone, noone is there. People have their own lives and their own busy schedules. I have nothing but time. Time to think about what I used to have and what I no longer do have. I think, if I could only be with her again. ",1,understanding noone there people life busy schedule time time think used longer have think again
I wish I wasn't so emotionally all over the place. I feel bad 4 people who have 2 deal with me. I'm such a fuck up... ???£  ,1,wish not emotionally place feel bad people deal me fuck up
My Hoosiers and Cards both lost today???© AND the sun has been out 2x in the past 13 days!!  ,0,hoosier card lost today sun x past day
I wish I didn't feel like I bothered you all of the time.. ,1,wish did not feel like bothered time
I just had another one of my breakdowns. I saw it coming. I've been feeling it for days. Back in isolation I go!  ,1,just breakdown saw coming feeling day isolation go
No surprised so many with  &  struggle so much when the only help you get is take drugs and if they don't work take more,1,surprised struggle help drug not work
"People bring you down. Love fails from time to time. You get lost, then can't find your way.   ",0,people bring down love fails time time lost way
Adulting day  (1) - (thread)  Major depressive episode hit last night...   pic.twitter.com/v5XIiYG8aS,0,adulting day thread major depressive episode hit night
How do I find joy and pleasure in life again?,1,joy pleasure life again
Honestly I could use someone to talk to....,1,honestly use talk to
I definitely know my karaoke song now so hmu and it's by Britney shocking,0,definitely know karaoke song hmu britney shocking
I wish I was successful with women ????   ,1,wish successful woman
"I always hated suicide. But now that I think about it, it seems comforting to try.    ",1,hated suicide think it comforting try
I shouldnt let it bother me but it does. I hate nights like this when my thoughts wont leave me in peace.  ,1,shouldnt let bother doe hate night like thought wont leave peace
It always hurts to be the one who cared more ??,1,hurt cared
"I'm sinking so fast, I don't even know where to start to save myself.  ",1,sinking fast not know start save myself
@bravoallstarz looks like it's going to be an amazing season #cheer,0,look like going amazing season cheer
"Hope 2016 is a better year for me, 2015 wasn't good. Hope things can go right in my life. ",1,hope better year me not good hope thing right life
3 hours of sleep in the 3 days? I'm dieing  ,1,hour sleep day dieing
"Personally, I do not have the ""energy"" to celebrate Christmas -___-  ",1,personally not energy celebrate christmas
Its hard to fix my life when I'm surrounded by negativity 24/7.... ,1,hard fix life surrounded negativity
Genuinely and perfectly #happy,0,genuinely perfectly happy
still feeling like crap. havent had a good christmas in quite a few years   ,1,feeling like crap havent good christmas quite year
Might as well just sleep  ???¥,1,just sleep
My friend…knows how to make me feel happy…he's so kind…,0,friendknows make feel happyhe kind
"This day ended poorly. i ended up calling Sally a ""royal pain in the ass"" which I don't seem to think is very bad. Whatever tho ",1,day ended poorly ended calling sally royal pain as not think bad tho
"I can't get the images of  out of my mind. Everywhere was busy. It's not like there's no money around,  more like there's no will to change the status quo. ",0,image mind busy not like money around like change status quo
Setback after setback after setback  ,1,setback setback setback
"Here it is, 1:20am, and I'm wide awake. I thought  was supposed to know my ass out? Instead my mind is racing.  ",1,is am wide awake thought supposed know as out instead mind racing
ha 🙃 ha 🙃 i just realised that i've never actually been to therapy and i still don't know if i'm depressed or just sad all the time,1,ha ha just realised actually therapy not know depressed just sad time
My sister is having an emotional breakdown about aging and death. Something she didn't take me seriously about a few months ago ,1,sister having emotional breakdown aging death did not seriously month ago
so my phones in rice because i dropped it in soup earlier  ,0,phone rice dropped soup earlier
hate tan lines but refuse to tan at a salon anymore. 🙄 ,0,hate tan line refuse tan salon anymore
I always complain about being bored and having no one to hangout with but as soon as someone asks I say no because I’ve accepted the fact that I love my bed too much to leave it,1,complain bored having hangout soon asks say accepted fact love bed leave
My soon to be ex wife needs to learn to chill out &amp; smile ,0,soon ex wife need learn chill amp smile
oh crap...I lost $100 on poker games yesterday :(,1,oh crapi lost poker game yesterday
These overwhelming emotions are too much,1,overwhelming emotion
@LondonEconomic Sometimes our judiciary just leaves you breathless and speechless.,0,judiciary just leaf breathless speechless
"Nobody understands, I don't even understand most of the time..... ",1,understands not understand time
@tweetheart2017 @s_cala @Tooda @DonaldJTrumpJr @JamesESmithJr34 Being #gay is not an #Whatsupwiththat #nike #adidas #?? ,0,gay not whatsupwiththat nike adidas
"Do #you #said, people never cross the 10! #serious",0,said people cross
The  in the NPP is deeply rooted because of Nana Addo's divide and rule style of slave 'mastership',0,npp deeply rooted nana addo divide rule style slave amastership
"Last year I was at the bar all night, getting free drinks, and making out with a stripper. This year I'll be in bed by 9:30. ",0,year bar night getting free drink making stripper year bed
When they end your favourite tv show with the main character dying....   ,0,end favourite tv main character dying
Yep...I have them feels right now   pic.twitter.com/BafudqfBEy,0,yepi feel right
May God restore your hope today.    pic.twitter.com/jpwLKNRLMO,0,god restore hope today
"@hyde_myself Yes, Mom. That's my alarm XD",0,yes mom alarm xd
And the big black dog sat beside me and reminded me about ALL the pain and how chronic pain works4 whole year ahead    pic.twitter.com/6rUeGHan9B,1,big black dog sat reminded pain chronic pain work year ahead
"Since someone deactivated, i don't know who  So i m  now  Gonna ",0,deactivated not know m gonna
Really wish the gym wasnt closed tomorrow ... ,1,really wish gym wasnt closed tomorrow
I don't know why but I'm suddenly very  ????,1,not know suddenly
" people may have problems concentrating, remembering details or making decisions, and may contemplate, attempt or commit suicide.",0,people problem concentrating remembering detail making decision contemplate attempt commit suicide
Well i guess no clockwork for me ????,1,guess clockwork
Temp dropped ...sky dark n our birds went crazy in #pdx we enjoyed #SolarEclipse2017 #amazing,0,temp dropped sky dark n bird went crazy pdx enjoyed solareclipse amazing
"I'm perhaps an introvert according to the text, but i dont hesitate to be friend with anyone esp the open minded one(s).",0,introvert according text dont hesitate friend esp open minded one
Well after inviting everyone... No one is coming.... ,1,inviting everyone coming
My dads big day is only less than 2 weeks away. 😱 #excited,0,dad big day week away excited
I decided to get fat over the holidays from thanksgiving to New Years. This is my last week of pigging out,1,decided fat holiday thanksgiving new year week pigging
Loneliness causes so much pain. Besides it teaches u how to overcome all the pains.   pic.twitter.com/gZA1jsFI54,0,loneliness cause pain teach u overcome pain
This is a time of year that people are loneliest. Give that lonely person a call or SMS to let them know you care  ,0,time year people loneliest lonely person sm let know care
"I'm feeling lonely and unproductive these past few days. I have many failed expectations to do something worthwhile. It's been 5 months since I moved to a new city & yet I gained no friends, I have not travel to any places like I used to. I need to detox. ",1,feeling lonely unproductive past day failed expectation worthwhile month moved new city gained friend not travel place like used to need detox
I'm trying really hard to find a reason to be positive about today and keep coming up empty   pic.twitter.com/4j8PkbxzMg,0,trying really hard reason positive today coming
This night went to hell…can't I ever shut up…,1,night went hell shut
I'm so in love with that smile of yours🖤.,0,love smile yours
My best friend died 10 years ago on this day in a car crash. Y after 10 years is it still killing me. Literally torn up Need HELP ,1,best friend died year ago day car crash y year killing me literally torn need help
"@camiIasvibe happy birthday girly. hope you have an amazing day, and I wish you a year of happiness and success 💞",0,happy birthday girly hope amazing day wish year happiness success
I'm so proud of myself for having a productive morning 😥,0,proud having productive morning
Maybe I am writting to much..    * going to bed* ..,0,maybe writting much going bed
"When your 14 year old son looks to go to New Year's Eve party and your stuck in, must mean getting old ",0,year old son look new year eve party stuck in mean getting old
"Perhaps she's the ghosts of past, present & future, all rolled into one. But then there might be hope, & I'm not sure there is ",0,ghost past present future rolled one hope not sure
@mizuvera I hope didn't scare other people who owned this figure that he will move at midnight 😂,0,hope did not scare people owned figure midnight
"Be yourself. If you can't love who u are then how can u expect someone to ""love""u.    ",0,yourself love u u expect loveu
I'm welcoming  after my first full calendar year since overcoming . This year I go all the way to realms uncharted.,0,welcoming calendar year overcoming year way realm uncharted
Bloody bath.     pic.twitter.com/FTAiXlH8zD,0,bloody bath
"Im so glad you can look at me and say Im ignorant, stuiped, and worthless. Its not like I wanted love and support from my mother ",1,im glad look say im ignorant stuiped worthless not like wanted love support mother
@IrregularChoice ..about 6/7 of the rose gold balls have come off 😭 #devastated,1,about rose gold ball come devastated
When you're up $80-$90 and lose it all because you just can't stop<<<<<<<<,1,lose just stop
"Casper, Wyoming is just about  to witness totality 🌝🌚 #amazing #Eclipse2017",0,casper wyoming just witness totality amazing eclipse
I am so depressed right now I don't even know how I'm functioning.   ,1,depressed right not know functioning
Her: You?!? Depressed?!? But you are ALWAYS SMILING!!  Me: Right. I've learned not to go out in public . It isn't safe out here.,1,her you depressed smiling me right learned not public not safe here
 you're broken into thousands of tiny pieces and will never be put back together again.  ,1,broken thousand tiny piece again
Bored as fucking shit christmas in a hospital isnt so fucking fun,1,bored fucking shit christmas hospital isnt fucking fun
Have to be skinnier.  Have to be prettier.  Have to be smarter.  Have to be anything  But myself.  ,1,skinnier prettier smarter myself
Dropping son off this morning then shopping with my girls for shoes wedding fun this afternoon.  Your TL won't explode today.  😀,0,dropping son morning shopping girl shoe wedding fun afternoon tl not explode today
Today I ate 1 month old rancid meat because I forgot what month it was.   .,1,today ate month old rancid meat forgot month wa
"I got $150 on McGregor, who wanna bet? #serious",0,got mcgregor wanna bet
2AM where do i begin? crying off my face again.,1,am begin cry face again
Sometimes I just wonder is it all worth it  ,1,just wonder worth
I have depression ? pff.....no.... . . . . . maybe...,0,depression pffno maybe
Can't believe I had 4 days off work and I'm back in tomorrow  ????????,0,ca not believe day work tomorrow
Losing my uncle after the wedding its just....I dunno ,1,losing uncle wedding justi dunno
Featuring grilled halibut with a lime basil crust and a yellow tomato and lobster coulis #yummy #seafood,0,featuring grilled halibut lime basil crust yellow tomato lobster coulis yummy seafood
A beautiful day starts with you being cheerful and letting the #joy of the #Lord spring out of you &lt;3\n\nNelly Cruz,0,beautiful day start cheerful letting joy lord spring ltnnelly cruz
"Ppl think it's just so easy to change your whole life, but it's not. Ugh, money ",1,ppl think just easy change life not ugh money
I strongly believe in there if  for everyone. I haven't met it yet.,0,strongly believe everyone not met yet
Olivia is a prime example how you can be gorgeous on the outside &amp; have a really shitty personality! #looksainteverything #loveisland ,0,olivia prime example gorgeous outside amp really shitty personality looksainteverything loveisland
There days where I wanna end my life so bad because of my little sister. My parent I call her names and I am spoiled the one but yet she get everything and goes into my room takes everything. She the one that I am scared also who hurts me the most. .,1,day wanna end life bad little sister parent name spoiled go room take everything scared hurt most
Mindfulness Therapy is the application of depression for healing  and . This is a very powerful approach once you have learned how to do this.,0,mindfulness therapy application depression healing powerful approach learned this
Without #laughter life on our planet would be intolerable.,0,laughter life planet intolerable
@jeonquality i chose the right one TIWALA PLS 😰,0,chose right tiwala pls
I guess I'm just not the kind of person you wanna hang out with...  ,1,guess just not kind person wanna hang with
"Well, I just had the most depressing dream. It was when I finally found a beautiful girl to call my own, and we had a long, lovely kiss. ??  Only to discover.........it was only a dream. ??  Thank you, dream, for messing me up inside with a LIE!   ",1,well just depressing dream finally beautiful girl own long lovely kiss discoverit dream thank you dream messing inside lie
Sometimes love is so painful it eats you up until your nothing   ,1,love painful eats
"@Kara1818 I’m glad to hear that, Kara. Don’t hesitate to get in touch again if you need to! Cheryl",0,glad hear that kara not hesitate touch need to cheryl
365/365? Another step closer towards death.,1,step closer death
@karenlynnn I'm just a dabbler but I'm very glad to meet you as well. 😊,0,just dabbler glad meet well
I wore all black today as metaphor for my state of mind and also for the state of America on this day.   ,0,wore black today metaphor state mind state america day
"I dreamt the other day when I would see her again and be with her. At least see her again. I finally got to in 2007. It took us two weeks to decide we loved each other still... looking at the old emails. Or less than two weeks, I don't know. ",1,dreamt day her again finally got took week decide loved still looking old email week not know
New year's eve is so sad to me because it's when my most beloved band split up.    ???–,0,new year eve sad beloved band split up
"Reading poetry on the subway is magical. ??¦„  Oh, did I mention I'm thinking of you... ???‰  pic.twitter.com/6lNdaRZiJb",1,reading poetry subway magical oh did mention thinking you
"I will always love Spud.She is my rock and at low times, like now,she is my anchor.Happy new year Spud ",0,love spudshe rock low time like nowshe anchorhappy new year spud
"They say life's short, but I'm bored already.   ",1,say life short bored already
Wish there was more to my life??‘½   ,1,wish life
Why are people on twitter so depressing...,0,people twitter depressing
Taking the Christmas decorations down today ???­ ,0,taking christmas decoration today
"""At the root of every  is a kind of  - a hopelessness  which springs from the fear that we are nothing and nobody, that nobody  loves us and wants us, that nothing good will ever again happen to us.",0,at root kind hopelessness spring fear nobody love want u good happen u
@ChristinaSNP All this great news.... it must be hurting some folk to be happy about this. 😊,0,great news hurting folk happy this
Guys!!! I’m  im leaving Twitter!!! Am blacking out! ????????  pic.twitter.com/2ZPKNJ2QzA,1,guy im leaving twitter blacking out
Microplush blankets are the  of  people.  pic.twitter.com/rb53cZSTXP,0,microplush blanket people
I admit I have been  the last 24 hrs. I have barely been smiling and just cannot shake it right now.,1,admit hr barely smiling just shake right now
Today has not turned out to be a good day.     pic.twitter.com/jCG6EZ14Ea,1,today not turned good day
Let me just sit here and wallow in self pity ,1,let just sit wallow self pity
Really feel like shouting and throw things. I'm just so vexed.  ,1,really feel like shouting throw thing just vexed
Watching your  video is a good way to remind yourself of why you're ,1,watching video good way remind
@talkfreelyalway @westbrookdanni Haha 👌🏼it's nice to know you take the time to find out so much about me too #flattered 😘,0,haha nice know time flattered
"I don't want to be here anymore, and nobody would care if i did go, so why am I still here?   ",1,not want anymore care did go here
"When I was a little boy, I never dreamed I'd end up like this.  .",1,little boy dreamed end like this
"God, people victimize me and put me down. Like what did I do to you? Are u jealous or? My whole life man like why fkin me ",1,god people victimize down like did you u jealous or life man like fkin
I accidentally Fucked up my hair  ??????,0,accidentally fucked hair
" by : Bleak melodies & beats, beautiful voice and gloomy verses about today's world. Brilliant! One of the best in 2016.",0,bleak melody beat beautiful voice gloomy verse today world brilliant best
"Darkness won't fade. It envelopes you, crawls under your skin. It stays and never seems to leave.   ",1,darkness not fade envelope you crawl skin stay leave
You ever been so  depressed you can’t even get it up?,1,depressed up
this year was fuckd up I can't wait for it to be over I hated this year still depressed hard time getting over it  ???¢??????’” fuck this,1,year fuckd wait hated year depressed hard time getting fuck
Not felling the best right now... Life and anxiety is getting the best of me??,1,not felling best right now life anxiety getting best me
@samasaurus6 happy I got it recently on the summer sales :D,0,happy got recently summer sale
And I'm starting to break down;    pic.twitter.com/0Nk3TChkQq,1,starting break down
