Text,Label,annotator_1,annotator_2
"@teh_Joker Yeah, now that im done puking crown and coke ",0,0,0
"//Be back in a while,,,? Got hit by a bus of depression",1,0,0
@fureousangel  I recently did a Matrix Trilogy sitting..that was tiring but awesome (Matrix Trilogy is my favorite sci fi film story) ,0,0,0
me after the most minor inconvenience convincing myself weed cures depression & will fix everything  pic.twitter.com/snxpAkBPWM,1,1,1
going to sleep with the sound of halo 3 and two happy boys ,0,0,0
"@StewartKris hi kristen, i adore you like a LOT! so sorry to hear your last twitter got hacked, hope your doing just fine  ",0,0,0
is packing and ready for an early flight tomorrow morning! America here we come!! ,0,0,0
Cool Brain Facts...#LowensteinHouse #Living #Learning #Growing #Recovering #MentalHealth #Health #Brain #CoolBrainFacts Visit us at  http://www.lowensteinhouse.comÂ  #WeCare #mentalhealth #schizophrenia #bipolar #anxiety #depression  pic.twitter.com/Wn9QHnlD4e,1,0,0
Depression is a prison where you  the suffering prisoner and the cruel jailer.,1,0,1
revising oh the fun ,0,0,0
It's going to be alright. She's going to be alright ,0,1,0
"My sister has referred all motherly duties to me, for her daughter. She doesn't wanna hear about marital problems bc she gets over worries and gets actual depression. My niece won't go to the other 2 aunts bc ones silly and ones too hot headed. Im the cool headed wisdomous one <Emoji: Rolling on the floor laughing>",1,0,0
WHAT WE DO: Develop therapeutic processes #MentalHealth #ADHD #Stress #Depression #PTSD #SelfEsteem #FamilyConflicts #Counseling #BiPolar #Therapy #ReTweet #FollowUs #Decatur #Atlanta #Georgia,1,0,0
@Rove1974 thanks Rove - now I have another tool for annoying my work colleagues.. before this all I had was badgerbadgerbadger.com ,0,0,0
@wsamuel Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip ,0,0,0
Gettin ready for work. Love working OT gonna love that paycheck even more ,0,0,0
@CorazonGTX @TwitterIndia @TwitterSupport @Twitter @YourTimeForMe i was also a patient of chronic depression and these SM increases this and its a proven fact because if u think all will behave with u like a saint then DR mam this place is not for u and out of curiousity am asking why u tagged twitter .go n show a doc. dont make a mockery,1,0,0
"@jezziebeth What are you crossing your fingers for?  I mean, mine are crossed for you, but why am I crossing them?  haha.  ",0,0,0
Depression isn't the black hole. Depression is the gravity.,1,0,0
How do I move on when my depression clouds over any enjoyment I usually feel from my own activities?,1,0,0
@judez_xo yeah we had a show on saturday it was sweet ,0,0,0
Nandos with Welsh Matt &amp; new hair  Good day!!,0,0,0
Good night everybody ,0,0,0
the depression paradox: you spend twice as long in bed but have half the motivation to wash your bed sheets,1,0,0
"Study finds LGBTQ youth may have a higher risk of developing mental health problems such as #depression, #anxiety, and #suicide. https://www.reuters.com/article/us-health-youth-lgbtq-challenges/studies-take-closer-look-at-mental-health-challenges-for-lgbtq-youth-idUSKBN1HQ2ZEÂ â¦",1,0,0
@thenewbnb its right here on TTK road  @aravindkumar @adapaavi @just_reva @Divvi @dilipm @msnarain,0,0,0
At victoria country park in the sun ,0,0,0
"We didn't get home, though, until nearly midnight, so I went straight to bed. ",0,0,0
dang how do i feel about meeting will ferrell? COOLLL ,0,0,0
How rude is Simon Cowell!!???....&quot;Your not gonna win.&quot;....Vote Good Evans! Porve Simon wrong! ,0,0,0
"On a highnote,80 alevel girls at work tnyt,might perk me up &amp;maybe some tune-ge for once ",0,0,0
Having depression is stressful enough but being bipolar and having up and down mood swings<Emoji: Weary face> Jesus. I would cryyyyyy,1,1,0
@Stu_cave @DerekCave Mass depression me thinks?,1,0,0
Don't ever forget... you didn't love Cudi's music til you met me... sorry he induces the stoner depression but it's a beautiful lesson,1,1,1
"@davidcsmalley Major signs of depression. Seriously, I hope you are seeking help.",1,0,0
www.spookers.co.nz for those of u wants to know what spookers' all about ,0,0,0
@samdiazzz i'm so happy too!  can't wait till august rolls around... can you say game OVER!? its going to be a sad time for his groupies!,0,0,0
92 in my uni coursework <Emoji: Smiling face with heart-shaped eyes>yep depression has been worth it,1,0,0
Depression is come up dude .... I legit have suicide thoughts now <Emoji: Slightly smiling face>,1,1,1
Up was great  I quite enjoyed it.,0,0,0
"Drove to tucker's. Chillin here  Oh and @MadisonWilde, I'm not THAT crazy haha, only a little. Ilybff4l&lt;3",0,0,0
"-i lost myself between depression and anxiety, i couldn't leave my bed, i had pretty bad thoughts,i was barely living at that point.So im sure i can say this boy saved my life.Which is crazy to think about cause i've never met him, never spoke to him, and he doesnt even know-",1,1,1
@Aries962 I do too! I'm screen shooting pets  Hats off to you for getting yours!!  Go ~A~ Go We need to grab our diva and chat! LOL!,0,0,0
Kudos to Michael Phelps for breaking the stigma around talking about depression & suicide:  https://www.cbsnews.com/news/michael-phelps-reveals-he-suffered-from-depression-thought-about-killing-himself-after-olympics/?ftag=CNM-00-10aac3aÂ â¦,1,0,0
"@Aasri_Kayy ummm... okay, well whatever IT is, it can't sing all that well? Katy Perry sings it better, mayne. ",0,0,1
creating accounts all over the web ,0,0,0
OpenDemocracy - The Third Great Depression and rise of the far-right: experiences from Turkey  http://leftlinks.org.uk/156418Â ,1,0,0
If anyone is gonna try to get ahold of me I'll be taking a bunch of depression naps today,1,0,0
"@benshapiro @KyleDFranklin @Missy__Jen @cparksaffluent @YohannaMueller1 They have, and over the last roughly 150+ years we've engineered grains to have higher yields, which has drastically increased the gluten leavers in them and has caused a myriad of inflation related problems. Grains are directly linked to depression also.",1,0,0
"@joelcomm Hey, I'm willing to learn more about affiliate marketing - already love social media, love Colorado!  can send you resume",0,0,0
@nillovic Welcome back! ,0,0,0
"Retweeted Martin Lewis (@MartinSLewis):I'm very moved tonight about the @mmhpi victory: getting the law changed to give breathing space from creditors for those hospitalised from severe anxiety, depression &...  https://www.facebook.com/MintedTameside/posts/2207538105939980Â â¦",1,0,0
@mintconspiracy That's cute!! I recently got a pack of wildflower seeds from them that said Go Sew! ,0,0,0
Shoutout to depression naps lol,1,0,0
"i vote for you about 130 times now haha , you will win for sure  loove youuu! keep smiling don't be nervous for tonight ^^",0,0,0
"@raycomfort @AmputeeAtheist Dear troll, I suffered with depression for man years and was medicated many times during that period. A good friend prayed with me and I turned to God to take the depression. God answered. No more depression, no more medication.",1,0,0
"13 miles, 100 sit-ups. Good start to the day! ",0,0,0
http://www.justin.tv/nexy &lt;----watch it NOW if u love MLG ,0,0,0
I will beat this depression,1,0,0
Presented my senior seminar research today on the use of mushrooms as a treatment for depression and everyone's take-home message from it was: I do drugs.,1,0,0
@DavilaCS hahahaha you also feel good ,0,0,0
"@sherryinbc Here in CA we call it a nice &quot;flip-side&quot;, sorry @IdolScott I couldn't behave as this Angel misplaced her halo long ago ",0,0,0
@JessicaAbrego well it makes me HATE them even moreee haha i ove how we are so maen to eachother  loveeeyy you,0,0,0
Another day at work till 4. What a boring life. Haha ,0,0,0
if i had to describe depression in a weather format this day would be a perfect fit #imsoaked #ugh,1,0,0
"@Ninja @tynnyri500 @CallMeKorver There are people that can help with things like depression, anxiety and suicidal thoughts such as the samaritans, CALM, Papyrus etc. Most are available all hours of the day, you should get in touch with them.",1,0,0
it's real depression hours  pic.twitter.com/zOG4ZTBM2e,1,0,0
Listening to Radio Disney and eating Cheerios. ,0,0,0
im sorry but that's truly just not the case at all. mental health is different for every person but if you do your damn research you would know that homicidal tendencies do not relate to depression in any way,1,0,0
@queenoftheclick that sounds really good. we'll probably be having leftovers - but good leftovers (dijon chicken + frittatas) ,0,0,0
is getting the sims 3 ,0,0,0
"@_thatdamnkid Don't worry, you're not the only one. If you feel you have clinical depression. I know a friend who can help.",1,0,0
"Teen Charged with Manslaughter; Encouraged Friend's Suicide - Maya Murphy, P.C. #teenagesuicide #depression #peerpressure #suicide #criminaldefense #mayalaw #lawyersinct  https://buff.ly/2JR5Yj3Â  pic.twitter.com/vkReUW83jM",1,0,0
@ The Blank Club w/ @wushudoin for the Flying Lotus show. These guys opening are sick!  i want an MPC now! (&gt;_&lt;),0,0,0
"@CookingGranny had me a sleep in today.. took a sleeping pill last night, thought I deserved one   Back n forth from the kitchen today ",0,0,0
i think my depression has manifested into aggression. i've never wanted to beat somebody's ass as much as i do now,1,1,1
dress shopping ,0,0,0
"@PaulPester @TSB @paulpester I cannot shop online, I can not use card in atm, I cannot get through to telephone banking for 3 days now. I have history of mental illness and you have now triggered massive depression again. This needs massive legal action",1,1,1
hello every one its nice to meet u ,0,0,0
"When your heart bleeds, only you feel the real pain. Only your eyes rain in depression. Only your nights go sleepless. And only your soul cries for help",1,1,1
Idk why I just paid $10 for a bowl of beans and tempeh and pickled onions but depression makes you do shit,1,0,0
"@MissPureGold *Hug..... I simply meant alot of us are sad here, not sure of depression though.",1,0,0
damn i woke up too late now i have 5 mins for coffee  but its my birthday tomorrow  #mcfly,0,0,0
In an interesting study on headaches more frequent migraines were experienced by participants with symptoms of anxiety and depression.  https://summitpainalliance.com/proper-pain-treatment-may-reduce-depression-and-anxiety-in-migraine-patients/Â â¦ For more information and to schedule an appointment call (707) 623-9803. pic.twitter.com/JdvTDMc7Fp,1,0,0
"Heey  twitter  ! im with my lil cousin  ,we are having so much fun! love her &lt;3",0,0,0
Some lassies r the reason sm folk have depression anxiety n insecurity's it's actual vile<Emoji: Face vomiting>,1,0,0
"Cuddling literally kills depression, relieves anxiety and strengthens the immune system.",1,0,0
Fffssss depression szn  https://twitter.com/halfadams/status/989205838886776833Â â¦,1,0,0
"Manage your stress. Research shows that stress, anxiety and depression lead to premature aging, wrinkles, and even hair loss.",1,0,0
"You have a choice: Follow Negative Mental Habits, or past ways that lead to Hellish Days, or you can choose to look at the world differently (#ACIM, W33).because you have this Choice, you are your salvation today (id. W70).Choose wisely!#Happiness #Depression #Anxiety #Fear",1,0,0
@Toadsili_T This gives me depression,1,1,1
she is fighting depression.. and instead of lifting her up you people are hurting her more..  #ë°ë´ì ë°ë´ë²ë ¤ëì¸ì,1,0,0
I liked a @YouTube video  http://youtu.be/kSvJDeXnwXc?aÂ  Mensutra on Kapil Sharma's Depression and Phone Call Controversy!,1,0,0
"Yes.  I had to go play some Lexulous to forget, though. ",0,0,0
gonna eat a blueberry muffin ,0,0,0
@girlziplocked I hear soul cycle can get rid of depression! (Just kidding please don't block me! I am totally on your side on this one),1,0,0
@DJSMOOK I love that Andy is back too. I used to watching them back in the day. Remember the &quot;Stare Down&quot; ,0,0,0
ASMR cooking videos cured my depression,1,0,0
my favorite ginger with the hair is back on air tonight.  how i've missed you conan. ,0,0,0
Twelve fifteen tee time.  I hate golf. So we're gonna have to spice this up. ,0,0,0
@JeemZay No others are as well worst form of depression,1,0,0
"@besz Well, good luck then. ",0,0,0
@loveyea I feel your pain. I've been there dated that &amp; survived. Truth u need to do what she sayin. It will be better on the other side. ,0,0,0
@bryoz  I &lt;3 easter eggs though ,0,0,0
"@KyleKulinski @HartsonForCA @Howdyhorde FDR saved the 99% after Gilded Age (wealth inequality greater today)/Great Depression w/Social Democracy aka Democratic Socialism to give the 99% piece of economic pie n an unfettered/unregulated capitalistic system, Bernie is our FDR 2.0 except DNC won't allow his win~",1,0,0
"have ID cuz it was a swim up bar dammit!! lol. In other words, I didnt get any beer.. and I was disgruntled..  Good times with the Tanners",0,0,0
Abnormal Functional Connectivity of Ventral Anterior Insula in Asthmatic Patients with Depression.  http://dlvr.it/QQjTv0Â ,1,0,0
@AndreaGillies Take plenty of bottled water ,0,0,0
Best Options For The Depression Treatment #depression  http://bit.ly/2qZsnlCÂ ,1,0,0
"Mom's depression tied to kids' emotional, intellectual development â Reuters -  http://mommytimes.org/feeds/items/moms-depression-tied-to-kids-emotional-intellectual-development-reuters/Â â¦",1,0,0
@DwightHoward Congrads you guys deserve to win!!! ,0,0,0
Worst thing about depression is forgetting to eat and then losing weight and getting migraines.,1,0,0
"It's raining tonight..but, it's so HOT! Uurggh..hate Global Warming!! Safe the world! XoXo.. ",0,0,0
"hmmmm I made a picture on paint with orchestra green on it, it had unicorns and stuff it makes me happy ",0,0,0
Writing a paper about depression while my Spotify is playing feelsie music really made me hella triggered,1,0,0
"That free Ericsson laptop hoax email is doing the rounds again. Now somebody have a face full of eggs, courtesy of the local BOFH ",0,0,0
"@Wossy Hello from Oz, show was great, as the ozzies say 'you were on fire'. Have really missed your show, love the giggles you make ",0,0,0
@bassiee Excuse me? ,0,0,0
airport to pick up emily from china!  so stoked.,0,0,0
of course the mindset of a knetz who can't grasp the concept of depression/ mental health and thinks going to church is the answer to everything.  https://twitter.com/seulgiseulgay/status/989033564170842112Â â¦,1,0,0
"@EmilyJane1104 thanks, it was nice......apart from being at work! but one of the girls gave me a pressie &amp; every1 was nice to me ",0,0,0
"People continuously fall to self related stress, angst, depression BECAUSE of the LACK of love for themselves. It's easy to hurt for anything ESPECIALLY when you haven't even cultivated a beautiful relationship with within yourself.",1,0,0
Sign up today to join countless others in lifting stigma for women suffering from an mmh disorder like postpartum depression. Let's be some serious light out there for those moms suffering in darkness!  https://www.facebook.com/DarkSideOfTheFullMoon/posts/1284836754953259Â â¦,1,0,0
@Nanersz hayyyyy lmfaoo. omg. that means... phone?!  steppin it up... i'm lovin it.,0,0,0
can someone take my mushy depression brain and give me a new one thx,1,1,0
@deirdrakiai I think I'm gonna have to demand pics of this one! ,0,0,0
"@evolutionarypsy Genome-wide association study of depression phenotypes in UK Biobank identifies variants in excitatory synaptic pathways,  https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5902628/Â â¦ .. (full text) (2018 Apr 16 Nature Comm.)",1,0,0
My 1st ever tweet. I want to see how far this gets I'm struggling with severe depression at the moment. To look at me you wouldn't think it. Call your friends and family as a face can hide a hidden demon inside I'm getting help but to smile hurts #depression #notsmilingoninside pic.twitter.com/2Gh0H6aViX,1,1,1
Post europe depression has never been worse. I am fucking shaking in sadness and a depressed mind,1,0,0
"Single drag of #cannabis can alleviate depression, 2 can ease anxiety and 10 can slash stressStudy sheds light on how psychoactive compounds in cannabis â affect levels of stress, anxiety, and depression. https://buff.ly/2HpjwV6Â ",1,0,0
I'm glad that it's pouring a bit. ,0,0,0
Stop shaping yourself around depression and anxiety and Trauma that's in the past .accept and experience you,1,0,0
"sometimes i don't fit in with my friends and im always at the verge of giving up but you guys gave me strength and persistence to fight the depression and the anxiety i have, im so proud of you guys right now i love you<Emoji: Heavy red heart>@Stray_Kids #StrayQuiz #StrayKids pic.twitter.com/YnzCr2rgUv",1,1,1
"Just got back from seein &quot;Drag Me To Hell&gt;&quot; It was pretty cool, love Samn Raimi. had an Army of Darkness feel to it. Seen preview for HBP ",0,0,0
"@LixMgx : as someone who has also been single/celibate for quite some time, I can't understand sex being that central to their being that they have to turn it into hate. I don't have sex rn, sure, but there are other things in life to make me happy (and I say this with depression !).",1,1,1
@davidgallant I'll be at next months! I'll leave early to get there ,0,0,0
Playing The sims! ,0,0,0
"sorry for not being active lately, my depression is getting the best of me <Emoji: Pensive face> love you all very much <Emoji: Beating heart><Emoji: Beating heart><Emoji: Beating heart>  pic.twitter.com/hErK360cyg",1,0,1
"A video of my new invention, 20 TwenTea:cancer, diabetes, dementia, depression, brain, heart, liver disease, eyesight. http://youtu.be/zPqrsABlkC8Â ",1,0,0
@Honey468 Have a great day! ,0,0,0
so glad winter is finally over. Goodbye seasonal depression <Emoji: Waving hand sign (light skin tone)>Hellooooo normal depression <Emoji: Waving hand sign (light skin tone)>,1,0,0
Read this about #depression  https://www.nimh.nih.gov/health/topics/depression/index.shtmlÂ â¦,1,0,0
"is loving Look How I'm Doing, Heidi Montags new song  can't wait for the album Heidi!",0,0,0
"@tolisv Don;t know what the votes are for... But what if you get 8 no and 2 yes, that's 10... Would that convince you? ",0,0,0
"Oh ok, i see how it is. Period and depression are just gonna double team me cuz i'm a little bitch and can't stand minor failures that i know better on. Like letting food expire before cooking it.I see how it is, thx. Love it.",1,1,1
@CarlitoStaxx Krisy kreme only if the hot sign is on ,0,0,0
"I see Kish talking bout depression and I wanted to cry, I'm literally working hard so that I don't have to see people do that",1,0,0
"Rain, dark sky's, muddy streaks reflect depression..... vibrant colors reflect being in that state of happiness.... but only in the state of mind of being in the clouds...wanting to see colors and feel no pain is key <Emoji: Key>. I wanna fly high in the sky<Emoji: Sparkles>",1,0,1
this is not what it may seem......it's FOC  â™« http://blip.fm/~7qe1k,0,0,0
Bout 2 fix more nachos and punch 4 da game. ,0,0,0
"@rachmurrayX lolz ;) i need to get money, have none atm. if i can get some we should go on monday ",0,0,0
@emkuntze I wrote about expat depression on my blog. Started as one post. It got more hits than anything else I had written about. So I wrote a whole series. Which ended up with me getting a commission from WSJ for an article about the subject.,1,0,0
@LARRAYXO Hello queen I know you are going to do a Q&A so I wanted to ask. Do you have anxiety depression etc btw lysm queen oh btw can you follow me on instagram my account is queenxxlarray so ya you better check it out ilysm and have a wonderful day baddie,1,0,0
"Gavin DeGraw was amazing!!! As always. Too bad I had to leave early, but my Lisa was too tired to stay. Ah well, c'est la vie. ",0,0,0
depression is a killer of faith.#IN_HIS_PRESENCE_MUSICAL_EXPERIENCE_2018_Loading#YAHWEH_TO_THE_WORLD#GWG_NATION,1,0,0
"We finally spoke about my depression and besides not believing in this whole disorder, she gave me her blessing to go ahead and admit myself at a hospital<Emoji: Loudly crying face><Emoji: Loudly crying face><Emoji: Loudly crying face><Emoji: Loudly crying face><Emoji: Loudly crying face>",1,1,0
"@Winsorandnewt so are you of the hermit variety, too? thanks for the rt of the rt ",0,0,0
*talking about me*anxiety: he's overdepression: never started,1,0,0
@SmartyMarty1126 @BipolarBattle It's hard work battling anxiety and depression and looking after my mum who has dementia,1,1,1
 Well we have 2 new colts. I'll be posting them on our MySpace and Website join us on MySpace http://tinyurl.com/cnyn7l,0,0,0
@JayteKz got a lot of thoughts in my head right now depression is hitting me hard right now but I'm hanging in there love you man,1,0,0
@Mad_Dog014 <Emoji: Loudly crying face><Emoji: Loudly crying face><Emoji: Loudly crying face> study abroad depression is so real rn,1,0,0
Only 3 classes today and 2 tomorrow ,0,0,0
@TuckerGoodrich @japantimes Autonomic and emotion regulation in bereavement and depression  https://www.ncbi.nlm.nih.gov/m/pubmed/11943236/?i=4Â â¦,1,0,0
@DiVa525 oh it's undeniably me ,0,0,0
"Mom's depression tied to kids' emotional, intellectual development  https://cna.asia/2FiJovUÂ  pic.twitter.com/uHBsXsepT7",1,0,0
@AntoViral Thanks & great you promote ppl with depression to be active. Robust evidence exercise helps people with depression  https://www.sciencedirect.com/science/article/pii/S0022395616300383?_rdoc=1&_fmt=high&_origin=gateway&_docanchor=&md5=b8429449ccfc9c30159a5f9aeaa92ffbÂ â¦ with comparable effects to iCBT https://www.cambridge.org/core/journals/the-british-journal-of-psychiatry/article/physical-exercise-and-internetbased-cognitivebehavioural-therapy-in-the-treatment-of-depression-randomised-controlled-trial/66708A9B8C66ACF80FCA040784E5E9CDÂ â¦,1,0,0
"Anxiety, depression & pizza <Emoji: Slice of pizza>  https://twitter.com/baldbae/status/765732508004601860Â â¦",1,0,0
nothing like your crippling anxiety and depression building til you cry in front of your instructor,1,1,1
"Everyone, go outside, take a deep breath, exhale...all is well and so are you!  Have a wonderfully enchanting day! Namastï¿½! ",0,0,0
The lack of this understanding is a small but significant part of what causes anxiety & depression to both feel so incredibly lonely. It's soooo easy to compare. It's so easy to invalidate ourselves because of that.,1,1,1
@mwsmedia doh! i always assume if there is rain then they aren't talking about cali ,0,0,0
"Destroy Your Depression, Reclaim Your Power Over #Depression, Live A #DepressionFree Life  http://bit.ly/expeldepressiondlÂ â¦ #curedepression",1,0,0
@lizjohnsonbooks hey!  I have emailed you and am now following you   Great news on your book!,0,0,0
"Depression is real,cant begin to describe how I've been feeling this past  http://week.ItÂ  comes from nowhere & wants to stay.",1,0,0
Made a Korean cucumber salad with cucumbers from a special guy's garden. ,0,0,0
"wow imagine me without time management and concentration issues, minor anxiety, self diagnosed depression, and depleting heath problems from unhealthy eating habits <Emoji: Relieved face>",1,1,0
"Reminiscing those past months. I can't imagine kung pano ko nalabanan yung anxiety/depression ko, I can't imagine that i survived. God is always on your side no matter what <Emoji: Up pointing index (light skin tone)><Emoji: Person with folded hands (light skin tone)>",1,0,0
The #Grief Exception Is grieving the same as #depression? Should it be treated the same? DSM changes:  http://wp.me/p34SkM-3vfÂ  #diagnosis,1,0,0
"i be the silouhette of a sunset, smoke a cigarette while I compress my depression",1,0,1
Cycled to the pub along the canal. Having a chilli jacket with a lovely view of the waterfront   http://twitpic.com/692ih,0,0,0
"My mind is still on london local time.. Can't sleep. Workout, fifa, at&amp;t, beach all day!!!  @lindsaydowdal have a great day! See you soon",0,1,1
@dysconnection Mike's at the station waiting for me ,0,0,0
"#MentalHealthAwareness month & Children's Mental Health Week, join @NIMHgov's Twitter chat on teen depression on May 3rd at 3 PM ET. NIMH experts will be answering your questions. #NIMHchats to follow the conversation:  @NEDAstaff  http://bit.ly/2K3W5hJÂ  pic.twitter.com/pEf3EPgVyZ",1,0,0
I left vito and hoeson and went off first cos they needa stay back for a meeting for some crap. Alone time now  me likey  ,0,0,0
"Ahja, liebe Internet-Friendz, Depression hits wieder mal hard. Consider this your last warning. <Emoji: Up pointing index>",1,0,1
twitterific 2.x on the iPhone and Tweetie 1.2.x on the Mac - me think  (via @derRuedi) nah on the mac i'd rather use seesmic desktop ,0,0,0
@theintercept Is there anything that isn't just outright fraud in this country anymore? The generation that survived the depression and defeated fascism are so proud I'm sure...,1,0,0
@depressingmsgs @depressionnote Block them. They are fake ppl so just cut them out,1,0,0
yes depression has won this round yet again  pic.twitter.com/OiqLyGpwbw,1,0,0
@davegarnar Everyone wants to look like they did a coupla years ago. You honestly have nothing to worry about ,0,0,0
@Corycm  HAHAHAHA You really MUST be cool then or so you think!!     ,0,0,0
lol that feel when the depression hits u in d face right when ur about to study,1,1,0
so I've decided to put off my Tai Ji Quan article until I've gone to Wudang Mountain (also for free) ,0,0,0
#Mentalhealth is a serious issue. The 7th Papa Lemon Book addresses Abe Lincoln's battle with #depression Not may children's books tackle this subject matter #Educate pic.twitter.com/KPaG2R87JT,1,0,0
I've been taking naps at like 6 or 7 and sleeping clear through the night lately. Never thought I'd say it but thank god for depression <Emoji: Face with tears of joy>,1,1,0
@obsessedwithyou hahahaha! transition lens... healthy sight. in every light! ,0,0,0
Making ice cream in dro's! ,0,0,0
"i`m eating Tums. and, yes it's basically healthy banana-flavored chalk ",0,0,0
hey to my new followers - come over and introduce yourselves ,0,0,0
@ShellyKramer More in some areas than in my immediate area. They really don't bother me. I just have to plan for longer drive time. ,0,0,0
"funny to already see referrals from &quot;Bing&quot; in the logs. and no, they're not all MSFT peeps ",0,0,0
"Depression, A Struggle Made Easier with CBD  http://cbdamericanshaman.com/blog/depression-a-struggle-made-easier-with-cbdÂ â¦",1,0,0
"Well.... like 30 seconds of vibes, not thinking much to that twt.fm lark ",0,0,0
"Hi there <Emoji: Waving hand sign (medium dark skin tone)><Emoji: Waving hand sign (medium dark skin tone)><Emoji: Waving hand sign (medium dark skin tone)>, my name is Yasmin. Are you struggling with disappointment, depression, suicidal thoughts, anger, or do you feel lost and left behind in life? I have also been in situations in which I needed someone to talk to. You can definitely talk to me. DM me!",1,0,0
Worm don't have to engage in capitalism Worms don't have depressionI'm gonna amputate my spine so I may become worm kin,1,0,0
@Dili | thank you * huge hugs * ,0,0,0
"...which had some unexpected twists and turns. I now have it on dvd, hooray  Cant wait to jog those little gray cells.",0,0,0
hooked up to Restaurant City  wish i could have one for reaalllls... nyahahaha ),0,1,0
time for food and ice  cream  gummy,0,0,0
JK Rowling has magical words for Harry Potter fan suffering from depression (12 Photos)  http://thechive.com/2018/03/22/jk-rowling-has-magical-words-for-harry-potter-fan-suffering-from-depression-12-photos/Â â¦,1,0,0
"Sitting outside, waiting for a reason to smack a 7 year old ",0,0,0
"@networkbarefoot  @gina_romero @OrganisedPA Great webinar today, packed full of great information and tw-inspiration! Thank you ",0,0,0
"@rui15 that's it min, you have to enhance your &quot;it's-up&quot; skill. don't just sit back and relax. you hafto do something with it, man! ",0,0,0
@WinonaWiefel yes you are  Ooops... now I was? hihi,0,0,0
"Leaving for a week at Bonnaroo in Manchester, TN. Music, art, and camping....and humidty ",0,0,0
"drinking a iced capuccino with my friends. it's a very, very hot afternoon ;)  oh, I need a dress! Tomorrow shopping! IT'S SATURDAY ",0,0,0
@HertzeUlla @M47Jakeman @VijayShadean to the reason I do not speak of this I speak of anything else that the sisters love each other and when you love only a strong depression or other can lead to harm to those you love ... I'm not giving reason ... but maybe Italy condemns a lot even if amanda has been cleared and,1,0,0
My new set up at pinupfiles.com  ill be online in an hour guys at www.playwithtay.com see u there muahhhh xoxoxo hugs and bouncy kisses,0,0,0
"At Guess shooping, Carly the salesgirl has lots of questions, mostly ones that are actually statements ",0,0,0
let's plays are depression culture,1,0,0
Song Of The Day..... RUN DON'T WALK by HEY MONDAY.... cassadee rocks out like 24/7 love her ,0,0,0
3 Books You Can Read to Better Understand Depression  https://themighty.com/2018/04/books-to-better-understand-depression/?utm_source=engagement_bar&utm_medium=twitter&utm_campaign=twitter_shareÂ â¦,1,0,0
Three cheers for Harry Potter ! ,0,0,0
"Depression meal: roughly 8 servings of cold peas, an apple, and 3 chocolate/butterscotch chip cookies",1,0,0
planning my birthday partayyyy ,0,0,0
Deep depression<Emoji: Broken heart><Emoji: Pensive face>,1,0,0
Post concert depression is so freakin real,1,0,1
That was a fun show. Grabbing a bite to eat now. ,0,0,0
DEPRESSION. STRESS. ANXIETY. SELF-PITY.That stupid things that sucks us down. And it's happening it to me right now.HOW DO YOU DEAL WITH THAT FAM? PLEASE LET ME KNOW.,1,1,1
@GoodCharlotte @sarahjanebrown5 It had only been like 2 weeks when you wrote this <Emoji: Face with tears of joy> post concert depression am I right? <Emoji: Loudly crying face>,1,0,0
finished watching August Rush..it was good ,0,0,0
"@tshiunghan if it's just copy, and it's casual - no content - no problem. I need something to colour up the PHP cramming ",0,0,0
Hey why wasn't that message to me? I'm wearing my peace bracelet too!  represent!,0,1,1
"@amyerichards Happy mother's day!   If you were in Guatemala, there would be firecrackers at 4am in your honor!",0,0,0
There are clear connections between depression and chronic pain. Here you have some explanation -  http://goo.gl/uzIlTlÂ ,1,0,0
@phishgirl3 @lisa_g sorry I was out for a walk ,0,0,0
"its amazing how depression can take any rare fleeting positive moment and make it feel fraudulent. you are not a fraud, your depression is not fake, if you come across happiness once in a while. you are allowed to feel happiness. you can let yourself feel jik",1,0,0
"@josemario52 DID YOU GET ANOTHER TEXTTTTTTTT.  aahahaa, im goin to send u one every hourr. ringg!",0,0,0
Taking lunch break. Great rehearsal ,0,0,0
"I've never understood why Churchill called depression his Black Dog. I can think of few things more life affirming than a big, daft, mutt chasing me through the world.",1,0,0
"Me: I have depression and panic attackPeople: get over itMe: *suicide*People: omg poor little girl, what happened to her that made her to end her life like thisPeople dont care bout u when u r alive, they only care bout u when they get news bout uIt's true when they said..  pic.twitter.com/bVRXuHWKp6",1,0,0
i can tell my depression is subsiding when i'm able to catch up on watching bojack horseman again,1,0,0
@NadineDorries @campbellclaret is such a vile hateful individual that it has manifested it self in him as 'depression' from which he says he suffers. Is it any wonder? Rees-Mogg on the other hand is a happy decent individual,1,0,0
Just woke up.  I missed my tweetee,0,0,1
grass: greensun: shininglowest test score: droppeddepression: cured,1,0,0
new terminator film wasnt too bad actually plus there was some alice in chains in it ,0,0,0
"HOME!!!  from my relatives. my sissy, @jennyisms, posted pics of her and our cupie cousin Audrey.  ???",0,0,0
Went to &quot;Let's Be Frank&quot; today. I enjoy the idea and I support them ,0,0,0
"Mom's depression tied to kids' emotional, intellectual development  https://ift.tt/2HvE3DsÂ  ",1,0,0
"gm to everyone tryna wrangle a lifetime of depression, anxiety, and codependency so u can start ur day  pic.twitter.com/3QTNMHeYHn",1,0,0
"In our Asian community, it's now become highly imperative that we raise awareness about depression. I'm sick of people brushing this topic as if it's nothing.",1,0,0
