Text,Label,text_cleaned
Omg doorbell ring and I thought it was him…I hate anxiety attacks…,1,omg doorbell ring thought himi hate anxiety attack
"Gutted ,my slipped disk decided to come back last night,led in bed on Christmas Day while my family having fun downstairs  ",1,gutted my slipped disk decided come nightled bed christmas day family having fun downstairs
Thankxxx God Mids of B.Ed Over But.....  Finals of LL.B ahead....  Starting of New Year with Examsss.....,0,thankxx god mids bed but final llb ahead starting new year exam
No love here....    pic.twitter.com/FuvBXIPRnu,1,love here
 is in the news a lot for treating  and other conditions; but what is it? Contact us to learn more!  pic.twitter.com/3cOsMwidYM,0,news lot treating condition it contact learn more
Chiropractor time  #crackle #pop #chiropractor,0,chiropractor time crackle pop chiropractor
 after watching a movie  ???¥???�,0,watching movie
"""Worrying does not empty tomorrow of its troubles, it empties today of its strength.""    ",0,worrying doe not tomorrow trouble empty today strength
Is it me or  people write better ?,0,people write better
I was unaware this is how this was gonna be  ,1,unaware gonna
"Loneliness can feed depression, and depression can trigger loneliness. The important thing to remember about this cycle is that small steps can help us change. Therapy can help you identify those steps.    pic.twitter.com/T98xRnnlCQ",0,loneliness feed depression depression trigger loneliness important thing remember cycle small step help change therapy help identify step
Omg! It just keeps getting better! #MUGGYMIKE &amp; #Sam have to go back in! #LoveIsland #drama #hilarious,0,omg just keep getting better muggymike amp sam in loveisland drama hilarious
Huhhh fuck... wish me luck!   ,0,huhh fuck wish luck
Haven't seen the sun in weeks!!  ??,1,not seen sun week
When you've forgotten how to speak when you haven't had anyone to listen to you for a long long time.,1,forgotten speak not listen long long time
We offer  Therapy to our patients to treat  and other conditions. Contact us today to learn more.  pic.twitter.com/7AO84RAPNY,0,offer therapy patient treat condition contact today learn more
"The  lost the , seats in both House and Senate, in votes by the people. Clearly rejecting this notion of .",0,lost seat house senate vote people clearly rejecting notion
"I'm not suicidal. But I admit, there are moments where I wonder... ",1,not suicidal admit moment wonder
Getting an unexpected phone call that instantly cheers you up &amp; makes you smile! :) #week12 #itsthelittlethings #smiles,0,getting unexpected phone instantly cheer amp make smile week itsthelittlethings smile
We're just sad teens with a happy face,1,just sad teen happy face
Back to work like nothing ever happened ,1,work like happened
124  ???????????????????????  ??????????????????????????????w    ?????????   2????????????????????????   ?????????  ?????2??????????????????????????????  ????????????  ???????????????????????????????????????ww   ?????????????????????????????????????????????????ww   ???????????????????  ??????????????????????????????w  pic.twitter.com/c6NCrT1pUF,0,w ww ww w
Still wondering if SyFy can have a theme song for ?   pic.twitter.com/E7li3gwIfU,0,wondering syfy theme song
Every time I see the #GBBO advert..... #sugacravings #yummy #dietgonetohell     😋😋😋,0,time gbbo advert sugacravings yummy dietgonetohell
My biggest wish is to one day have a true friend. To be accepted the way I am.,1,biggest wish day true friend accepted way am
Ten: Amazing the snap power @AdrianMannarino gets off such a short back-swing! #threat @Wimbledon Rd of 16 #ATP 🎾🎾,0,ten amazing snap power get short backswing threat rd atp
"That moment when the President of a country declares that’s its God that will punish suicide bombers in the country, you know the country is in a state of emergency. ",0,moment president country declares god punish suicide bomber country know country state emergency
Don't you want to be my girl ?   ,0,not want girl
Are we all aware thar we are using a hashtag that has Eclipse spelled incorrectly?! @ScienceChannel @NebraskaMed  #SolarEclispe  #giggles,0,aware thar using hashtag eclipse spelled incorrectly solareclispe giggle
One more night in edinburgh would've been perfect ???© ,0,night edinburgh perfect
@KillingTheTown is always awesome. But having @ShaneHelmsCom on too? That makes it #tremendous,0,awesome having too make tremendous
Beware of little expenses. A small leak will sink a great ship. -Benjamin Franklin,0,beware little expense small leak sink great ship benjamin franklin
Happy birthday annie!!!!!!!!!!hope you have the most #best #beautiful #blessed #brilliant #balsamic #bighearted #birthday ever @anniecarney_,0,happy birthday anniehope best beautiful blessed brilliant balsamic bighearted birthday
"@INFOSMESSl Happy birthday, hope you have a good day!",0,happy birthday hope good day
IN NEED OF My WAVES and little CURLS,0,need wave little curl
One thing that always makes me sad is when I think about my life too much. The key is to keep myself distracted!  ,1,thing make sad think life much key distracted
"If you need hope today, ask God into your heart. Then, take  over the devil and cast  away from you â€“Kenneth Copeland",0,need hope today ask god heart then devil cast away kenneth copeland
if i'd known it was going to go from 78 & sunny yesterday to 61 & cloudy today i still wouldn't have done anything differently ,0,known going sunny yesterday cloudy today not differently
my vibe is being  and  in my local Texas Roadhouse,0,vibe local texas roadhouse
"“A  to life is so important. It’s very possible... by being in a  mood you’re depressing your immune system, meaning you cannot fight diseases as best you can.” Drs. Joan and Peter Cohn. Get out there and spread  today!",0,life important possible mood depressing immune system meaning fight disease best can drs joan peter cohn spread today
Happy new year - thank you for moving against  with us! ,0,happy new year thank moving u
"@catherinerusse2 ooh, how I'd dance with glee around the living room if you emerged from the Tardis at Christmas!",0,ooh dance glee living room emerged tardis christmas
I could really go for a giant glass a milk and I have none.  ,1,really giant glass milk none
Phone ring at anytime now . ??¤¦??�½â€�â™€ï¸� ,1,phone ring anytime
A UK loss to Louisville makes my heart hurt.  ,0,uk loss louisville make heart hurt
Not ready for vacation to be over.   ,0,not ready vacation over
Cavalry Style Electronic Cigarette  pic.twitter.com/3ia1npbgPU,0,cavalry style electronic cigarette
Tonight couldn't feel less like Christmas Eve,0,tonight not feel like christmas eve
"Not being lonely involves so much more than just being in the company of others: a sense of community, a tribe, common values, goals, shared rituals, shared risks, the warm feeling that you are surrounded 24/7 by people who will risk their lives for you.   ",0,not lonely involves just company others sense community tribe common value goal shared ritual shared risk warm feeling surrounded people risk life you
I lost in a maze. How to escape?,1,lost maze escape
Do you set boundaries for yourself. Not doing so will eventually create unintended stress and anxiety. Setting boundaries will make life a whole lot easier.,0,set boundary yourself not doing eventually create unintended stress anxiety setting boundary make life lot easier
Chocolate cake for supper.,0,chocolate cake supper
"Feeling a little depressed this evening, was wondering if this was connected to my little drink or just coincidence   ",1,feeling little depressed evening wondering connected little drink just coincidence
"When being #productive (doing the things that NEED to be done), #anxiety levels decrease &amp; #libido increases. #personalsexuality",0,productive doing thing need done anxiety level decrease amp libido increase personalsexuality
So much for Xmas eve   pic.twitter.com/0hIsigongM,0,xmas eve
The day when I don't fuck up anymore is the day I will be successful.... ,1,day not fuck anymore day successful
I have so many things to look forward to ☺️ #positive  #lifeisgood,0,thing look forward positive lifeisgood
"I feel like I broke myself. I feel fractured and tired and I can't stop blaming myself like a broken record. I'm finding it so difficult to just survive, but I am surviving and so are you. I guess we can do this   ",1,feel like broke myself feel fractured tired stop blaming like broken record finding difficult just survive surviving you guess
Today just isn't a good day for me. :( ,1,today just not good day me
YouHaveToStudyWorkHardajajkskanakaoanakaa aaaaand BOOMSHAKALAKAAAA ??™ƒ??™ƒ   but ,0,youhavetostudyworkhardajajkskanakaoanakaa aand boomshakalakaa
i think i'll be sad from today until 357632477 years later....im not getting over this sadness,1,think sad today year laterim not getting sadness
u can get an oreo shake at burger king,0,u oreo shake burger king
"If you want a  treatment with little/no side effects, then you want to ask for  Therapy! pic.twitter.com/fJgV89iagH",0,want treatment littleno effect want ask therapy
"You promised you wouldn't leave, lie or hurt me. . .  But now I'm stuck being all alone, waiting for you to need me again. . .   ",1,promised not leave lie hurt me stuck alone waiting need again
thankfully music saves me everything  ,0,thankfully music save
"Home … Grab a cheer for and check out our sweet early bird deals. Have a safe, free day",0,home grab cheer check sweet early bird deal safe free day
Never in my life have i ever been included. Then when I had my daughter i still never got included on my own 24.7 and now I have 2 kids still it happens to me.    pic.twitter.com/Bt9J2yE4Zz,1,life included daughter got included kid happens me
i was so confused but then my inner fujoshi was screaming and like i was trying so hard not to smile or laugh,0,confused inner fujoshi screaming like trying hard not smile laugh
104  ???????????????????????????  ???????????????????????????????????????????????   ???????????????????  ?????????????????????????????????????????????????????????????   ?????????????????????ww  ???????????????????????????????????????????w   ?????????????   ??????????????????????????????????????????????????????????????????????????????,0,ww w
Skyq is 👌🏼 but it's about time @SkyUK sorted there internet out! ,0,skyq time sorted internet out
I can still fucking hear you bitch.,0,fucking hear bitch
Yay... a big shout out for my friend @GuptaJuhi90 . Welcoming her back on twitter. She a terrific writer. Stay tuned for tweets.,0,yay big shout friend welcoming twitter terrific writer stay tuned tweet
"Such is my life! Too many weekends lost this summer to the damn IBS! So, so sick of it!   pic.twitter.com/z3Kw5dKl6K",1,life weekend lost summer damn ibs so sick it
"we all think about it, some more than others \n\n#death #sad #depressed #suicide",1,think it nn death sad depressed suicide
@SSAFA Congratulations #DamianDagg and #JoshuaThorne. I wish you a  #future #together❤️,0,congratulation damiandagg joshuathorne wish future
The worst part of working  is the  due to f'ed up melatonin and cortisol cycles.  ,1,worst working fed melatonin cortisol cycle
It's been 1 year since my husband and I flew to NYC for Christmas ????????,0,year husband flew nyc christmas
We are #successful the moment we start toward a laudable goal #JBenson #success #quoteoftheday #happiness,0,successful moment start laudable goal jbenson success quoteoftheday happiness
Been left and grandma's house want to see mummy and daddy   ,1,left grandma house want mummy daddy
"It is 4:30 AM, crying baby since 1 and my missus is tucked up in bed with earplugs. Not her problem...   ",0,am cry baby missus tucked bed earplug not problem
this year keeps getting more depressing and disappointing,1,year keep getting depressing disappointing
Mayweather's trash talking is on par with Nate Diaz #terrible would love to see McGregor KO him #MayweatherVsMcGregor,0,mayweather trash talking par nate diaz terrible love mcgregor ko mayweathervsmcgregor
cant believe im back at work tomorrow!,0,believe im work tomorrow
105    ????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????  ?????????????????????w?????????????????????w   ?????????????????????????????????????   ????????????w  ???????????  pic.twitter.com/hk5DWfjQ6P,0,ww w
"Loneliness frazzles the body, mind and soul.  Sounds muted outside of, the sound of silence...deafening.  ",0,loneliness frazzle body mind soul sound muted outside of sound silencedeafening
"@iamsiroberts Go and see the hell hole which is Halton, now that'll depress you.",1,hell hole halton depress you
Olivia is a prime example how you can be gorgeous on the outside &amp; have a really shitty personality! #looksainteverything #loveisland ,0,olivia prime example gorgeous outside amp really shitty personality looksainteverything loveisland
Good Morning #start 2Wheel #free course *Pune *8888006565,0,good morning start wheel free course pune
Have to be skinnier.  Have to be prettier.  Have to be smarter.  Have to be anything  But myself.  ,1,skinnier prettier smarter myself
No one ever looks happy on a bus  ,0,look happy bus
Really trying to not look at tweets or watch any videos from Alison’s first red rocks show I am,0,really trying not look tweet watch video alison red rock
"When all your family is out and you're reading a book, good times, good times???? ",0,family reading book good time good time
"Always laugh when you can, it is  cheap medicine 🤣",0,laugh can cheap medicine
" good evening all! I have had a most interesting and life - defining day. How about the rest of you? Feeling well, bad, middling, over the top, or what? I'm  but trudging through its muddy presence with all my might!",0,good evening all interesting life defining day rest you feeling well bad middling top what trudging muddy presence might
no new years looks tonight girlies i am ,0,new year look tonight girlies
Depression bit me so hard it took me months to get back on social media,1,depression bit hard took month social medium
Going to #BigApple tomorrow! Loving #NJTransit #commute! Wearing #khakis #whiteshirt #maybeblue #brownshoes #macys #joy #jealousyet?\n#usa,0,going bigapple tomorrow loving njtransit commute wearing khaki whiteshirt maybeblue brownshoes macys joy jealousyetn usa
"You know, late night tv is thematic. Farmer's Only ads mixed in with some Asian chick in a Football jersey talking about Viagra. ",0,know late night tv thematic farmer ad mixed asian chick football jersey talking viagra
",, The solar eclipse was really cool.. #inspiring!",0,solar eclipse really cool inspiring
Missing you this Christmas    pic.twitter.com/QfzTBKqHpz,1,missing christmas
"I'm very unhappy, I don't have a girlfriend, I don't have a Boyfriend and I don't Like where I live   ",1,unhappy not girlfriend not boyfriend not like live
so..had to restore my phone today..all my beautiful memes and stickers are gone..I feel like my son died.,0,sohad restore phone todayall beautiful meme sticker gonei feel like son died
"If you’re feeling depressed know that your not alone. Know I see u, I hear u and I support you. Know that I am masters level trained therapist. Know that while it’s ok to pray it’s ok to seek Professional help too. Know that Black people men and women are not immune.   pic.twitter.com/91hb9sz8se",0,feeling depressed know not alone know u hear u support you know master level trained therapist know ok pray ok seek professional help too know black people men woman not immune
Guys!!! I’m  im leaving Twitter!!! Am blacking out! ????????  pic.twitter.com/2ZPKNJ2QzA,1,guy im leaving twitter blacking out
I will choose to leave than to live..,1,choose leave live
I can't believe the amount of junk food and how long it's lasted in my kitchen 'sabitch,0,believe junk food long lasted kitchen isabitch
psa: if you read while you're laying out you sort of forget about the boiling sun and the sweat poring down your face 🙌,0,psa read laying sort forget boiling sun sweat poring face
LEARNING TO LOVE YOURSELF IS THE HARDEST TASK YOU HAVE TO ACCOMPLISH IN LIFE FOR A LOT OF PEOPLE.  ,0,learning love hardest task accomplish life lot people
I feel like I'm annoying like Always…,1,feel like annoying like
You hold my every moment you calm my raging seas you walk with me through fire and heal all my disease 💕💕💕❤❤,0,hold moment calm raging sea walk heal disease
My heart goes out to Steve in Corrie. Know where yr coming from mate ,0,heart go steve corrie know yr coming mate
"Just realized the last time I was someone’s type, I was donating blood... ",0,just realized time type donating blood
I feel like I'm waiting for something that isn't going happen.    pic.twitter.com/duO3xqIPNE,1,feel like waiting not going happen
"There's no better way to relax than putting on a face mask, having a bath while drinking tea and listening to John Mayer #bliss",0,better way relax putting face mask having bath drinking tea listening john mayer bliss
Is it weird that my  and   turns bad when it comes to  ?,1,weird turn bad come
"It's as though being with her is depressing, but when we break up it lifts and I go back to the source of the . Hmm.",1,depressing break lift source hmm
I need to get to a place where I can separate my disconnects from reality. So far the drugs aren't helping much.  ,1,need place separate disconnect reality far drug not helping much
Some people just need to learn how to #smile 😁 and #laugh 😂😂 #live #life,0,people just need learn smile laugh live life
"Instead of asking #blessing from GOD the Father, remain #engaged on #pilgrimage of remembrance. Never get #tired on spiritual pilgrimage.",0,instead asking blessing god father remain engaged pilgrimage remembrance tired spiritual pilgrimage
"That she feels good, feels no pain, is happy. If there isn't, I'll probably never see her again. Unless there's some other side, like hell. How she may get to that side, I don't know how that would be. She was too much of a saint. ",1,feel good feel pain happy not probably again unless side like hell side not know be saint
"Infact if you keenly observe all religion haters, community haters are currently down with depression attack.",0,infact keenly observe religion hater community hater currently depression attack
"""At the root of every  is a kind of  - a hopelessness  which springs from the fear that we are nothing and nobody, that nobody  loves us and wants us, that nothing good will ever again happen to us.",0,at root kind hopelessness spring fear nobody love want u good happen u
Three blunts left then I have to re-up  ,0,blunts left reup
i thought i was getting better :/ ,1,thought getting better
"""It's all pointless.."" - a statement a  brain would make. Non-depressed brains would probably never come up with it, no matter how bad life was. Ultimately life does look pointless. But we're here. You & I. Alive. Now. Please grab onto life & hold on. ",0,it pointless statement brain make nondepressed brain probably come it matter bad life wa ultimately life doe look pointless here i alive now grab life hold on
Laughter is vital medicine if you suffer  or . Have a giggle on me :)  ,1,laughter vital medicine suffer giggle
"I could 😭 rn I am so blessed with the friends I have, they support and love me through everything and I couldn't thank them enough 😭❤️",0,rn blessed friend have support love not thank
im back lol #revenge,0,im lol revenge
"Another -like drug that may hold out some hope for rapid treatment of  is lanicemine (Sanacora G, Mol Psychiatry. 2014)",0,like drug hold hope rapid treatment lanicemine sanacora g mol psychiatry
"Im so glad you can look at me and say Im ignorant, stuiped, and worthless. Its not like I wanted love and support from my mother ",1,im glad look say im ignorant stuiped worthless not like wanted love support mother
"Just seeing school idols fills me with energy, makes me want to cheer for them and makes me also want to sing and dance together with them!",0,just seeing school idol fill energy make want cheer make want sing dance them
Temp dropped ...sky dark n our birds went crazy in #pdx we enjoyed #SolarEclipse2017 #amazing,0,temp dropped sky dark n bird went crazy pdx enjoyed solareclipse amazing
Granny's out ???” I shall eat chocolate to make myself feel better ???­    ??’”,0,granny shall eat chocolate make feel better
Dick Gregory &amp; Jerry Lewis 2 greats who's creativity and imaginations brought smiles &amp; laughter to place not always illuminated. ,0,dick gregory amp jerry lewis great creativity imagination brought smile amp laughter place not illuminated
That... I couldn't believe my luck. I was so excited to be with her. Or going to be with her again when I lived in Chandler and she lived in Spokane. We connected again through email. And we started talking and texting and emailing. I was so excited.,0,that not believe luck excited her going lived chandler lived spokane connected email started talking texting emailing excited
"Happy New Year to you all! Remember the power to make it/you, a happy one, is in yourself  ",0,happy new year all remember power make ityou happy one
watching that video and realizing that I've gotten uglier #depressed,1,watching video realizing gotten uglier depressed
"Psalm 95:1-7 O come, let us sing to the Lord; let us make a joyful noise to the rock of our salvation!",0,psalm o come let sing thelord let make joyful noise rock salvation
??’•you are supported ??’•    pic.twitter.com/4YrE8XNRtQ,0,you supported
Cant wear makeup for a while ????,1,wear makeup
Ya girl was really excited to sign up for informed delivery through USPS so I could see what fun stuff was coming in the mail... plot twist it’s all just bills,0,ya girl really excited sign informed delivery usps fun stuff coming mail plot twist just bill
@HUUEducation Thanks! Happy there are other sabbs here. Hope we can talk at lunch :),0,thanks happy sabbs here hope talk lunch
I just got off work I don't have any food at my house bc leaving tomorrow and McDonald's isn't even open right now,0,just got work not food house bc leaving tomorrow mcdonald not open right
Spread smiles around everywhere you go\n#spreadingsmiles #smiles #healtyliving #LaughOutLoud #happinessallaround,0,spread smile gon spreadingsmiles smile healtyliving laughoutloud happinessallaround
no matter how many sad ghost man tears he's crying now! you are not entitled to forgiveness just because you're really sad now!!,1,matter sad ghost man tear cry now not entitled forgiveness just really sad now
It really needs to start snowing,1,really need start snowing
cannot believe i finished all 6 seasons of gossip girl in a weekâ€¦. ,0,believe finished season gossip girl week
"Using one of my favorite movies of all time to express my feelings is sometimes...more just validation than healing, I suppose.   pic.twitter.com/HzUFRLMgKC",1,using favorite movie time express feeling sometimesmore just validation healing suppose
Having holiday for the first time in 4/5 years â€¦ and i hate it.   ,0,having holiday time year hate it
Not making any plans to go out tonight is already proving to be a regrettable decision...  ,1,not making plan tonight proving regrettable decision
@Skinnytaste made your Chicken Tikka Masala w/ cauliflower &amp; peas tonight. So delicious didn't even get a chance to snap a pic! #delicious,0,chicken tikka masala w cauliflower amp pea tonight delicious did not chance snap pic delicious
"I thought this was supposed to be a happy time of year, but honestly this is always the most depressing time of the year. ",0,thought supposed happy time year honestly depressing time year
The only causal factor in  that ties everyone together is an overwhelming feeling of . A kind word can save a life!,0,causal factor tie overwhelming feeling kind word save life
"It's sucks when you don't know what is wrong, but you know something is wrong. .   ",1,suck not know wrong know wrong
U know what's very pathetic? The fact that I dearly miss my professors but they probably forgot about me already. #sad #:(,1,u know pathetic fact dearly miss professor probably forgot already sad
whats for #breakfast today ? i have 2 slices of #bread out i #toast them #spread them with #butter &amp; #strawberry jem and yum #delicious !,0,whats breakfast today slice bread toast spread butter amp strawberry jem yum delicious
It's not always the tears that measure the pain. Sometimes it's the smile we fake.,0,not tear measure pain smile fake
You wanna know what is sad? Having a broken family while dealing with a broken heart.,1,wanna know sad having broken family dealing broken heart
Why is it when girls got broken they cut their hair?   depression always got me here i ??,1,girl got broken cut hair depression got
"'..... wear loose-fitting clothing, which allows your skin to breath and prevents irritation in at risk areas....'",0,wear loosefitting clothing allows skin breath prevents irritation risk area
@coachforward Respect breeds cooperation whereas fear breeds doubt. Well said,0,respect breed cooperation fear breed doubt said
"A #happy woman is always ., A #beautiful woman !😊😇\n#womanhood #beingwoman.",0,happy woman beautiful woman n womanhood beingwoman
Happy holidays and Merry Christmas. It's a rough time if you are . I know. It will be over soon.,0,happy holiday merry christmas rough time know soon
" people may have problems concentrating, remembering details or making decisions, and may contemplate, attempt or commit suicide.",0,people problem concentrating remembering detail making decision contemplate attempt commit suicide
It's a good morning today and I'm feeling lively 😊 #goodmorning #happy #lively,0,good morning today feeling lively goodmorning happy lively
@RuthieeL &amp; @EamonnHolmes are total entertainment on @thismorning #brilliant #sofunny #myfaves,0,amp total entertainment brilliant sofunny myfaves
"Despite the weather we are having, we shall be at the stall with hot food and drinks on Saturday. Come and say hello to the team   ",0,despite weather having shall stall hot food drink saturday come say hello team
Even 'Pandar Molom' Is More Successful Than Me...,0,pandar molom successful me
We need a newspaper/channel that shows only positive n inspirational stories.This period of  is awful why  album is apt,0,need newspaperchannel show positive n inspirational storiesthis period awful album apt
"It’s a bit funny to me, although you’re everything to me\nsometimes I am no better than a stranger\n-Sing for you- 😊",0,bit funny me mensometimes better strangernsing you
When your idol Julius is murdered by senators... ,0,idol julius murdered senator
Hard to believe right now BUT there's a World waiting for your contribution-JesusChristWillHelpYouAccomplishYourDream-Ask  ,0,hard believe right world waiting contributionjesuschristwillhelpyouaccomplishyourdreamask
@MarcMero Happy Aniversary to you both! Hope you have a wonderful day!,0,happy aniversary both hope wonderful day
@DiceMore I guess she got tired of her war on Tony that's been raging for about a year.,0,guess got tired war tony raging year
@FuthieMasina Lol nah u subscrib 4 R60/pm. N pay R3 each day thus anada R90/pm. Lol stream n use de app using ur data. #smiles,0,lol nah u subscrib rpm n pay r day anada rpm lol stream n use app using ur data smile
Believing in yourself is key in attaining what you want in your life. #start believing in yourself,0,believing key attaining want life start believing
dark lucha truly is the best,0,dark lucha truly best
I wish for my Powers be multiplied and the Insight that I had into their understanding be made clearer #joy,0,wish power multiplied insight understanding clearer joy
@atrsya_ You truly decide your own happiness 😊,0,truly decide happiness
It's only 7:20pm and I'm off my tits on alcohol   ,1,pm tit alcohol
@rhyshenllan @disabledsg yes I like the idea of it . Waiting for details 😀,0,yes like idea waiting detail
"Friends & family should be on your side when it comes to helping you manage & eventually beat . Being open about your illness with those close to you can help them understand what’s going on for you, and why they may think you’ve “not been yourself.” ",0,friend family come helping manage eventually beat open illness close help understand going you think not yourself
"Keep wondering how my life could've turned out, if not shaped by certain . Feeling  & .",1,wondering life turned out not shaped certain feeling
Words are simply amazing people can twist them and make them say anything 😅,0,word simply amazing people twist make say
"Be yourself. If you can't love who u are then how can u expect someone to ""love""u.    ",0,yourself love u u expect loveu
"You turned my world with a smile, and you take my heart with a kiss",0,turned world smile heart kiss
Realized that not ever having children has made me .,1,realized not having child
The 1st thing I do when I'm  is look up sad things. I think I need to be looking up happy things instead.  pic.twitter.com/7h5BkVZKB8,1,st thing look sad thing think need looking happy thing instead
I really just can't live life accepting the fact that Chris Pratt is married to someone else ,0,really just live life accepting fact chris pratt married
Ugh. Woke up to the same acne covered face this morning... Yyayyy????,0,ugh woke acne covered face morning yyayy
"Ever reach a point in your life when you realize you'll be broke in a couple years, and you just feel like IF MY BIG BREAK IS COMING, PLEASE LET IT BE NOW?   ",1,reach point life realize broke couple year just feel like big break coming let now
May God grant us the ability to see His unfailing love fill the earth 🌏 #Psalm33:5 #awe,0,god grant ability unfailing love earth psalm awe
@blonderella26 @Seahawksfan7777 @Shitlery @afern_alex @eugenegu @tonyposnanski @realDonaldTrump She's getting mad just like we like it 🤣,0,getting mad just like like
Volunteering today with my cousin at a community centre putting on a spread for those alone at  Say no to  at  pic.twitter.com/MJEHIwdpD5,0,volunteering today cousin community centre putting spread say
"#ThursdayThoughts The richest wealth is #Wisdom, the strongest weapon is #peace, the best security is #faith &amp; the best tonic is #laughter",0,thursdaythoughts richest wealth wisdom strongest weapon peace best security faith amp best tonic laughter
Walked outside and saw this nigga catchin the fade   pic.twitter.com/DiqoKV0Eix,0,walked outside saw nigga catchin fade
The worst part of my life is...  Taking down the Christmas Decorations...I am now,0,worst life is taking christmas decorationsi
"Wear a smile, one size fits all. #inspire #simple #simplethings #motivation  #health #healthcare #relax #goals",0,wear smile size fit all inspire simple simplethings motivation health healthcare relax goal
"There are parts of you that wants the sadness. Find them out, ask them why",0,part want sadness out ask
@CCfunkandsoul happy birthday mate ❤ hope you have an amazing day xx,0,happy birthday mate hope amazing day xx
Just got some very unpleasant news about my uncle...I am so happy that Marijuana exists.,0,just got unpleasant news unclei happy marijuana exists
I strongly believe in there if  for everyone. I haven't met it yet.,0,strongly believe everyone not met yet
Honesty & Bravery are wonderful traits. Traits of a great human.  Great humans triumph.   ,0,honesty bravery wonderful trait trait great human great human triumph
this year was fuckd up I can't wait for it to be over I hated this year still depressed hard time getting over it  ???¢??????’”,1,year fuckd wait hated year depressed hard time getting
"Making me so happy that I forget to be  ,   and   . Thank you, baby ????",1,making happy forget thank you baby
"Insomnia is common among the . In the typical pattern, a person wakes very early and cannot get back to sleep.",0,insomnia common typical pattern person wake early sleep
#note8 #animated said pen. Amazing. Wife loves this one,0,note animated said pen amazing wife love
Morning all! Here's to a #wonderful #Wednesday with #warm #weather &amp; #happy #holiday makers may the #sun #shine on #Cornwall #kernow #enjoy,0,morning all wonderful wednesday warm weather amp happy holiday maker sun shine cornwall kernow enjoy
Music can be the worst or best thing    pic.twitter.com/X3zNEgk9td,0,music worst best thing
", , and  all serve very important roles in our lives. A much more important role that a positive tag line, designed in most part, to silence them, or you (e.g. “it could be worse”)!  We aren’t one size fits all.",0,serve important role life important role positive tag line designed part silence them eg worse not size fit all
With nasal spray of  ketamine being introduced by end year it’s administration will be safer. However it is pricey so IM/IV ketamine will remain for treatment resistant .,0,nasal spray ketamine introduced end year administration safer pricey imiv ketamine remain treatment resistant
My night was amazing and awesome than it turned to shit really quickly,1,night amazing awesome turned shit really quickly
I thought when your in relationships with someone they are suppose to help build you up not tear you down,1,thought relationship suppose help build not tear
Completely sick ??¤’ On my way to the hospital instead of a Christmas party ???§  ,0,completely sick way hospital instead christmas party
"   God, please help me.",1,god help me
We're all #laughing! Eddie Izzard has begun #his probe #into fuzz wrongdoing involving the house of Osiris.,0,laughing eddie izzard begun probe fuzz wrongdoing involving house osiris
@OhVarsity is it ok if the opening to your podcast makes me sob happy tears,0,ok opening podcast make sob happy tear
@ChickfilA has forever changed my life 😍 #blessed,0,forever changed life blessed
"do you feel  ?  ?  ? direct message me, i would love to interact with you guys ???„???„",0,feel direct message me love interact guy
Don't glorify . Don't rationalize .  pic.twitter.com/9kcwhSIjeR,0,not glorify not rationalize
"this is one of those nights where I just want to get in my truck & drive, & think. .? ????",0,night just want truck drive think
Genuinely and perfectly #happy,0,genuinely perfectly happy
“Have no #fear of #perfection - you'll never reach it.” ― Salvador Dalí #Agile #designthinking,0,fear perfection reach it salvador dal agile designthinking
I'm running out of time. I don't know what I'm gonna do right now.,1,running time not know gonna right now
When all you want to do is spend Christmas w. Your husband & mommy but none of that is possible so I'll drink for the next 2 days ,0,want spend christmas w husband mommy possible drink day
something epic  out of a sense of  Sort of a desperation Through that desperation we feel we have nothing to lose,0,epic sense sort desperation desperation feel lose
very depressed rn... just got done crying my eyes out again:/ but feeling very masculine rn...    pic.twitter.com/nLb1sEozuU,1,depressed rn just got cry eye againbut feeling masculine rn
Don't feel good at all right now    no one to talk to,1,not feel good right talk
Just wish people understood mental illness   ,0,just wish people understood mental illness
i didnt get the ariana calendar.,0,didnt ariana calendar
Am I drinking  and being  before going into work? You’re damn right I am????,1,drinking going work damn right am
"Being back in my hometown, such little time I get for myself to be  as I truely am. Feel so choked by pretending I'm okay.",1,hometown little time truely am feel choked pretending okay
"@sanga_wardene Probably, the way you converse...sounds funny, and I can't suppress a giggle. 😊",0,probably way conversesounds funny suppress giggle
I'm not go to the beach next week ,0,not beach week
Can't go back to sleep and I got work in 2 hours..,0,ca not sleep got work hour
NOOOO! One of my car speakers just blew out ??”????«???­???¶ ,0,noo car speaker just blew
These overwhelming emotions are too much,1,overwhelming emotion
@ian_beckett Have the most wonderful day Ian. ,0,wonderful day ian
i got a place at that school and i start monday!! i'm so excited! (even if it is just 3 days haha),0,got place school start monday excited even just day haha
I'm gunna be on #streamate tommorow. This week was busy. Check out my #snapchat #shower #show on #premium #snap me #webcammodel,0,gunna streamate tommorow week busy check snapchat shower premium snap webcammodel
Look at those U ❤️ like #Okja looks at #Mija - Be a #Mija &amp; help sum1 in need-remem 🐖🦃🐓🐄🐾feel just as we do.. #love #fear #longing and #pain,0,look u like okja look mija mija amp help sum needremem feel just do love fear longing pain
"People come and go, but life is simply about seeing who cares enough to stay. ",0,people come go life simply seeing care stay
Why did I have to run into the one person in thos world I don't wanna see today? I just want my peace! ,1,did run person tho world not wanna today just want peace
Out drinking by myself self got that  feel today bois,1,drinking self got feel today bois
